,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,num_vessels,num_ahts_vessels,location,max_waveheight,max_windspeed,transit_speed
1599,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,2705.340659340661,GravityBasedInstallation,,,,,,Site,,,
1614,,Multi-Purpose AHTS Vessel,Delay,13.0,58059.625,ACTION,2718.340659340661,GravityBasedInstallation,,,,,,,,,
1619,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2723.340659340661,GravityBasedInstallation,,,,,,,,,
1620,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2724.340659340661,GravityBasedInstallation,,,,,,,,,
1627,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2736.340659340661,GravityBasedInstallation,,,,,,,,,
1633,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2742.340659340661,GravityBasedInstallation,,,,,,,,,
1634,,Towing Group 1,Positioning Support,37.0,57837.16666666667,ACTION,2742.340659340661,GravityBasedInstallation,,,,1.0,,site,,,
1647,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,2760.8021978021998,GravityBasedInstallation,,,,3.0,0.0,,,,
1648,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,180.92300003685887,0.0,ACTION,2760.8029671366826,GravityBasedInstallation,,,,,,,,,
1649,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,2760.8029671366826,GravityBasedInstallation,,,,,,,,,
1650,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,2760.8029671366826,GravityBasedInstallation,,,,,,,,,
1662,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2780.8021978021998,GravityBasedInstallation,,,,3.0,0.0,,,,
1663,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,2780.8021978021998,GravityBasedInstallation,,,,,,Site,,,
1674,,Multi-Purpose AHTS Vessel,Delay,25.0,111653.125,ACTION,2805.8021978021998,GravityBasedInstallation,,,,,,,,,
1677,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2810.8021978021998,GravityBasedInstallation,,,,,,,,,
1678,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2811.8021978021998,GravityBasedInstallation,,,,,,,,,
1680,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2823.8021978021998,GravityBasedInstallation,,,,,,,,,
1685,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2829.8021978021998,GravityBasedInstallation,,,,,,,,,
1686,,Towing Group 1,Positioning Support,49.0,76595.16666666667,ACTION,2829.8021978021998,GravityBasedInstallation,,,,1.0,,site,,,
1697,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,2848.2637362637383,GravityBasedInstallation,,,,3.0,0.0,,,,
1698,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,162.92300003319178,0.0,ACTION,2848.2639671545007,GravityBasedInstallation,,,,,,,,,
1699,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,2848.2639671545007,GravityBasedInstallation,,,,,,,,,
1700,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2848.2639671545007,GravityBasedInstallation,,,,,,,,,
1717,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2868.2637362637383,GravityBasedInstallation,,,,3.0,0.0,,,,
1718,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,2868.2637362637383,GravityBasedInstallation,,,,,,Site,,,
1733,,Multi-Purpose AHTS Vessel,Delay,37.0,165246.625,ACTION,2905.2637362637383,GravityBasedInstallation,,,,,,,,,
1735,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2910.2637362637383,GravityBasedInstallation,,,,,,,,,
1738,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2911.2637362637383,GravityBasedInstallation,,,,,,,,,
1743,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2923.2637362637383,GravityBasedInstallation,,,,,,,,,
1747,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2929.2637362637383,GravityBasedInstallation,,,,,,,,,
1748,,Towing Group 1,Positioning Support,61.0,95353.16666666667,ACTION,2929.2637362637383,GravityBasedInstallation,,,,1.0,,site,,,
1761,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,2947.725274725277,GravityBasedInstallation,,,,3.0,0.0,,,,
1762,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,186.92300003808123,0.0,ACTION,2947.725967174764,GravityBasedInstallation,,,,,,,,,
1763,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,2947.725967174764,GravityBasedInstallation,,,,,,,,,
1764,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,2947.725967174764,GravityBasedInstallation,,,,,,,,,
1779,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2967.725274725277,GravityBasedInstallation,,,,3.0,0.0,,,,
1780,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,2967.725274725277,GravityBasedInstallation,,,,,,Site,,,
1783,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2972.725274725277,GravityBasedInstallation,,,,,,,,,
1784,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2973.725274725277,GravityBasedInstallation,,,,,,,,,
1789,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2985.725274725277,GravityBasedInstallation,,,,,,,,,
1795,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2991.725274725277,GravityBasedInstallation,,,,,,,,,
1796,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2991.725274725277,GravityBasedInstallation,,,,1.0,,site,,,
1804,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3010.1868131868155,GravityBasedInstallation,,,,3.0,0.0,,,,
1805,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,161.92300003298806,0.0,ACTION,3010.186967187489,GravityBasedInstallation,,,,,,,,,
1806,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3010.186967187489,GravityBasedInstallation,,,,,,,,,
1807,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3010.186967187489,GravityBasedInstallation,,,,,,,,,
1812,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3030.1868131868155,GravityBasedInstallation,,,,3.0,0.0,,,,
1813,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3030.1868131868155,GravityBasedInstallation,,,,,,Site,,,
1826,,Multi-Purpose AHTS Vessel,Delay,75.0,334959.375,ACTION,3105.1868131868155,GravityBasedInstallation,,,,,,,,,
1832,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3110.1868131868155,GravityBasedInstallation,,,,,,,,,
1836,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3111.1868131868155,GravityBasedInstallation,,,,,,,,,
1842,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3123.1868131868155,GravityBasedInstallation,,,,,,,,,
1846,,Multi-Purpose AHTS Vessel,Grout GBF,2.0,8932.25,ACTION,3125.1868131868155,GravityBasedInstallation,,,,,,,,,
1851,,Multi-Purpose AHTS Vessel,Delay,13.0,58059.625,ACTION,3138.1868131868155,GravityBasedInstallation,,,,,,,,,
1856,,Multi-Purpose AHTS Vessel,Grout GBF,4.0,17864.5,ACTION,3142.1868131868155,GravityBasedInstallation,,,,,,,,,
1857,,Towing Group 1,Positioning Support,112.0,175074.6666666667,ACTION,3142.1868131868155,GravityBasedInstallation,,,,1.0,,site,,,
1865,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3160.648351648354,GravityBasedInstallation,,,,3.0,0.0,,,,
1866,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,212.92300004337812,0.0,ACTION,3160.648967218142,GravityBasedInstallation,,,,,,,,,
1867,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3160.648967218142,GravityBasedInstallation,,,,,,,,,
1868,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,3160.648967218142,GravityBasedInstallation,,,,,,,,,
1882,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3180.648351648354,GravityBasedInstallation,,,,3.0,0.0,,,,
1883,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3180.648351648354,GravityBasedInstallation,,,,,,Site,,,
1899,,Multi-Purpose AHTS Vessel,Delay,37.0,165246.625,ACTION,3217.648351648354,GravityBasedInstallation,,,,,,,,,
1901,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3222.648351648354,GravityBasedInstallation,,,,,,,,,
1903,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3223.648351648354,GravityBasedInstallation,,,,,,,,,
1912,,Multi-Purpose AHTS Vessel,Delay,15.0,66991.875,ACTION,3238.648351648354,GravityBasedInstallation,,,,,,,,,
1920,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3250.648351648354,GravityBasedInstallation,,,,,,,,,
1924,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3256.648351648354,GravityBasedInstallation,,,,,,,,,
1925,,Towing Group 1,Positioning Support,76.0,118800.66666666667,ACTION,3256.648351648354,GravityBasedInstallation,,,,1.0,,site,,,
1931,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3275.1098901098926,GravityBasedInstallation,,,,3.0,0.0,,,,
1932,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,264.9230000539719,0.0,ACTION,3275.1099672414607,GravityBasedInstallation,,,,,,,,,
1933,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3275.1099672414607,GravityBasedInstallation,,,,,,,,,
1934,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3275.1099672414607,GravityBasedInstallation,,,,,,,,,
1942,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3295.1098901098926,GravityBasedInstallation,,,,3.0,0.0,,,,
1943,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3295.1098901098926,GravityBasedInstallation,,,,,,Site,,,
1946,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3300.1098901098926,GravityBasedInstallation,,,,,,,,,
1947,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3301.1098901098926,GravityBasedInstallation,,,,,,,,,
1952,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3313.1098901098926,GravityBasedInstallation,,,,,,,,,
1953,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3319.1098901098926,GravityBasedInstallation,,,,,,,,,
1954,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3319.1098901098926,GravityBasedInstallation,,,,1.0,,site,,,
1963,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3337.571428571431,GravityBasedInstallation,,,,3.0,0.0,,,,
1964,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,176.92300003604396,0.0,ACTION,3337.571967254186,GravityBasedInstallation,,,,,,,,,
1965,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3337.571967254186,GravityBasedInstallation,,,,,,,,,
1966,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,3337.571967254186,GravityBasedInstallation,,,,,,,,,
1974,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3357.571428571431,GravityBasedInstallation,,,,3.0,0.0,,,,
1975,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3357.571428571431,GravityBasedInstallation,,,,,,Site,,,
1978,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3362.571428571431,GravityBasedInstallation,,,,,,,,,
1980,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3363.571428571431,GravityBasedInstallation,,,,,,,,,
1988,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3375.571428571431,GravityBasedInstallation,,,,,,,,,
1993,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3381.571428571431,GravityBasedInstallation,,,,,,,,,
1994,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3381.571428571431,GravityBasedInstallation,,,,1.0,,site,,,
2000,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3400.0329670329697,GravityBasedInstallation,,,,3.0,0.0,,,,
2001,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,124.92300002545016,0.0,ACTION,3400.032967266911,GravityBasedInstallation,,,,,,,,,
2002,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3400.032967266911,GravityBasedInstallation,,,,,,,,,
2003,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3400.032967266911,GravityBasedInstallation,,,,,,,,,
2009,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3420.0329670329697,GravityBasedInstallation,,,,3.0,0.0,,,,
2010,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3420.0329670329697,GravityBasedInstallation,,,,,,Site,,,
2023,,Multi-Purpose AHTS Vessel,Delay,98.0,437680.25,ACTION,3518.0329670329697,GravityBasedInstallation,,,,,,,,,
2029,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3523.0329670329697,GravityBasedInstallation,,,,,,,,,
2031,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3524.0329670329697,GravityBasedInstallation,,,,,,,,,
2034,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3536.0329670329697,GravityBasedInstallation,,,,,,,,,
2037,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3542.0329670329697,GravityBasedInstallation,,,,,,,,,
2038,,Towing Group 1,Positioning Support,122.0,190706.33333333334,ACTION,3542.0329670329697,GravityBasedInstallation,,,,1.0,,site,,,
2050,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3560.4945054945083,GravityBasedInstallation,,,,3.0,0.0,,,,
2051,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,222.9230000454154,0.0,ACTION,3560.4949672996013,GravityBasedInstallation,,,,,,,,,
2052,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3560.4949672996013,GravityBasedInstallation,,,,,,,,,
2053,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,3560.4949672996013,GravityBasedInstallation,,,,,,,,,
2062,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3580.4945054945083,GravityBasedInstallation,,,,3.0,0.0,,,,
2063,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3580.4945054945083,GravityBasedInstallation,,,,,,Site,,,
2067,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3585.4945054945083,GravityBasedInstallation,,,,,,,,,
2069,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3586.4945054945083,GravityBasedInstallation,,,,,,,,,
2073,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3598.4945054945083,GravityBasedInstallation,,,,,,,,,
2075,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3604.4945054945083,GravityBasedInstallation,,,,,,,,,
2076,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3604.4945054945083,GravityBasedInstallation,,,,1.0,,site,,,
2086,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3622.956043956047,GravityBasedInstallation,,,,3.0,0.0,,,,
2087,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,222.9240000454156,0.0,ACTION,3622.9569673123265,GravityBasedInstallation,,,,,,,,,
2088,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3622.9569673123265,GravityBasedInstallation,,,,,,,,,
2089,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3622.9569673123265,GravityBasedInstallation,,,,,,,,,
2100,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3642.956043956047,GravityBasedInstallation,,,,3.0,0.0,,,,
2101,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3642.956043956047,GravityBasedInstallation,,,,,,Site,,,
2103,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3647.956043956047,GravityBasedInstallation,,,,,,,,,
2105,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3648.956043956047,GravityBasedInstallation,,,,,,,,,
2118,,Multi-Purpose AHTS Vessel,Delay,52.0,232238.5,ACTION,3700.956043956047,GravityBasedInstallation,,,,,,,,,
2123,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3712.956043956047,GravityBasedInstallation,,,,,,,,,
2127,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3718.956043956047,GravityBasedInstallation,,,,,,,,,
2128,,Towing Group 1,Positioning Support,76.0,118800.66666666667,ACTION,3718.956043956047,GravityBasedInstallation,,,,1.0,,site,,,
2139,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3737.4175824175854,GravityBasedInstallation,,,,3.0,0.0,,,,
2140,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,176.92300003604396,0.0,ACTION,3737.4179673356452,GravityBasedInstallation,,,,,,,,,
2141,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3737.4179673356452,GravityBasedInstallation,,,,,,,,,
2142,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,3737.4179673356452,GravityBasedInstallation,,,,,,,,,
2153,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3757.4175824175854,GravityBasedInstallation,,,,3.0,0.0,,,,
2154,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3757.4175824175854,GravityBasedInstallation,,,,,,Site,,,
2157,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3762.4175824175854,GravityBasedInstallation,,,,,,,,,
2158,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3763.4175824175854,GravityBasedInstallation,,,,,,,,,
2160,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3775.4175824175854,GravityBasedInstallation,,,,,,,,,
2163,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3781.4175824175854,GravityBasedInstallation,,,,,,,,,
2164,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3781.4175824175854,GravityBasedInstallation,,,,1.0,,site,,,
2175,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3799.879120879124,GravityBasedInstallation,,,,3.0,0.0,,,,
2176,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,176.92300003604396,0.0,ACTION,3799.8799673483704,GravityBasedInstallation,,,,,,,,,
2177,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3799.8799673483704,GravityBasedInstallation,,,,,,,,,
2178,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3799.8799673483704,GravityBasedInstallation,,,,,,,,,
2188,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3819.879120879124,GravityBasedInstallation,,,,3.0,0.0,,,,
2189,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3819.879120879124,GravityBasedInstallation,,,,,,Site,,,
2198,,Multi-Purpose AHTS Vessel,Delay,48.0,214374.0,ACTION,3867.879120879124,GravityBasedInstallation,,,,,,,,,
2201,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3872.879120879124,GravityBasedInstallation,,,,,,,,,
2204,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3873.879120879124,GravityBasedInstallation,,,,,,,,,
2211,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3885.879120879124,GravityBasedInstallation,,,,,,,,,
2213,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3891.879120879124,GravityBasedInstallation,,,,,,,,,
2214,,Towing Group 1,Positioning Support,72.0,112548.0,ACTION,3891.879120879124,GravityBasedInstallation,,,,1.0,,site,,,
2225,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3910.3406593406626,GravityBasedInstallation,,,,3.0,0.0,,,,
2226,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,172.92300003522905,0.0,ACTION,3910.3409673708743,GravityBasedInstallation,,,,,,,,,
2227,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3910.3409673708743,GravityBasedInstallation,,,,,,,,,
2228,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,3910.3409673708743,GravityBasedInstallation,,,,,,,,,
2237,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3930.3406593406626,GravityBasedInstallation,,,,3.0,0.0,,,,
2238,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3930.3406593406626,GravityBasedInstallation,,,,,,Site,,,
2240,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3935.3406593406626,GravityBasedInstallation,,,,,,,,,
2242,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3936.3406593406626,GravityBasedInstallation,,,,,,,,,
2249,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3948.3406593406626,GravityBasedInstallation,,,,,,,,,
2253,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3954.3406593406626,GravityBasedInstallation,,,,,,,,,
2254,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3954.3406593406626,GravityBasedInstallation,,,,1.0,,site,,,
2260,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,3972.802197802201,GravityBasedInstallation,,,,3.0,0.0,,,,
2261,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,172.92300003522905,0.0,ACTION,3972.8029673835995,GravityBasedInstallation,,,,,,,,,
2262,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,3972.8029673835995,GravityBasedInstallation,,,,,,,,,
2271,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3992.802197802201,GravityBasedInstallation,,,,3.0,0.0,,,,
2272,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,3992.802197802201,GravityBasedInstallation,,,,,,Site,,,
2274,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3997.802197802201,GravityBasedInstallation,,,,,,,,,
2275,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3998.802197802201,GravityBasedInstallation,,,,,,,,,
2281,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4010.802197802201,GravityBasedInstallation,,,,,,,,,
2282,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4016.802197802201,GravityBasedInstallation,,,,,,,,,
2283,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4016.802197802201,GravityBasedInstallation,,,,1.0,,site,,,
2297,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4035.2637362637397,GravityBasedInstallation,,,,3.0,0.0,,,,
2298,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,124.92300002545016,0.0,ACTION,4035.2639673963245,GravityBasedInstallation,,,,,,,,,
2299,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,4035.2639673963245,GravityBasedInstallation,,,,,,,,,
2309,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4055.2637362637397,GravityBasedInstallation,,,,3.0,0.0,,,,
2310,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153857,171774.03846153893,ACTION,4055.2637362637397,GravityBasedInstallation,,,,,,Site,,,
2312,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4060.2637362637397,GravityBasedInstallation,,,,,,,,,
2314,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4061.2637362637397,GravityBasedInstallation,,,,,,,,,
2338,,Multi-Purpose AHTS Vessel,Delay,46.0,205441.75,ACTION,4107.26373626374,GravityBasedInstallation,,,,,,,,,
2342,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4119.26373626374,GravityBasedInstallation,,,,,,,,,
2345,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4125.26373626374,GravityBasedInstallation,,,,,,,,,
2346,,Towing Group 1,Positioning Support,70.0,109421.66666666667,ACTION,4125.26373626374,GravityBasedInstallation,,,,1.0,,site,,,
2356,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4143.725274725278,GravityBasedInstallation,,,,3.0,0.0,,,,
2357,,Substructure Assembly Line 1,Move GBF from Wet Storage to Assembly Storage,0.0,0.0,ACTION,4143.725967418421,GravityBasedInstallation,,,,,,,,,
2363,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4163.725274725278,GravityBasedInstallation,,,,3.0,0.0,,,,
2364,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,4163.725274725278,GravityBasedInstallation,,,,,,Site,,,
2367,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4168.725274725278,GravityBasedInstallation,,,,,,,,,
2368,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4169.725274725278,GravityBasedInstallation,,,,,,,,,
2374,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4181.725274725278,GravityBasedInstallation,,,,,,,,,
2376,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4187.725274725278,GravityBasedInstallation,,,,,,,,,
2377,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4187.725274725278,GravityBasedInstallation,,,,1.0,,site,,,
