,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,max_waveheight,max_windspeed,transit_speed,num_vessels,num_ahts_vessels
1670,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5016.2692307692305,GravityBasedInstallation,,,,,,,,
1672,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5027.846153846154,GravityBasedInstallation,,,,,,,3.0,0.0
1673,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,5027.846153846154,GravityBasedInstallation,,,,,,,,
1674,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,60.03846153846189,268139.2740384631,ACTION,5027.846153846154,GravityBasedInstallation,,Site,,,,,,
1675,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5028.2692307692305,GravityBasedInstallation,,,,,,,,
1676,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,5031.846153846154,GravityBasedInstallation,,,,,,,,
1677,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5032.2692307692305,GravityBasedInstallation,,,,,,,,
1678,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,5035.846153846154,GravityBasedInstallation,,,,,,,,
1679,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5036.2692307692305,GravityBasedInstallation,,,,,,,,
1681,,Multi-Purpose AHTS Vessel,Delay,18.0,80390.25,ACTION,5045.846153846154,GravityBasedInstallation,,,,,,,,
1682,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,5047.846153846154,GravityBasedInstallation,,,,,,,,
1683,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5048.2692307692305,GravityBasedInstallation,,,,,,,,
1684,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5050.846153846154,GravityBasedInstallation,,,,,,,,
1685,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5051.346153846154,GravityBasedInstallation,,,,,,,,
1686,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5051.7692307692305,GravityBasedInstallation,,,,,,,,
1687,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5051.846153846154,GravityBasedInstallation,,,,,,,,
1688,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5054.846153846154,GravityBasedInstallation,,,,,,,,
1689,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5055.2692307692305,GravityBasedInstallation,,,,,,,,
1690,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5058.346153846154,GravityBasedInstallation,,,,,,,,
1691,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5058.7692307692305,GravityBasedInstallation,,,,,,,,
1692,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5063.846153846154,GravityBasedInstallation,,,,,,,,
1693,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5069.846153846154,GravityBasedInstallation,,,,,,,,
1694,,Towing Group 1,Positioning Support,42.0,65653.0,ACTION,5069.846153846154,GravityBasedInstallation,,site,,,,,1.0,
1697,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,5082.346153846154,GravityBasedInstallation,,,,,,,,
1698,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5082.7692307692305,GravityBasedInstallation,,,,,,,,
1700,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5088.307692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1707,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5108.307692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1708,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,5108.307692307692,GravityBasedInstallation,,Site,,,,,,
1709,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5113.307692307692,GravityBasedInstallation,,,,,,,,
1710,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5114.307692307692,GravityBasedInstallation,,,,,,,,
1711,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5126.307692307692,GravityBasedInstallation,,,,,,,,
1712,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5132.307692307692,GravityBasedInstallation,,,,,,,,
1713,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5132.307692307692,GravityBasedInstallation,,site,,,,,1.0,
1716,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5150.7692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1718,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,5154.346153846154,GravityBasedInstallation,,,,,,,,
1719,,Towing Group 1,Delay: No Completed Assemblies Available,3.5769230769237765,16773.98076923405,ACTION,5154.346153846154,GravityBasedInstallation,,,,,,,3.0,
1720,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5154.346153846154,GravityBasedInstallation,,,,,,,,
1721,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,5154.346153846154,GravityBasedInstallation,,,,,,,,
1722,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5154.7692307692305,GravityBasedInstallation,,,,,,,,
1723,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5154.7692307692305,GravityBasedInstallation,,,,,,,,
1727,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,5162.346153846154,GravityBasedInstallation,,,,,,,,
1728,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5162.7692307692305,GravityBasedInstallation,,,,,,,,
1732,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5174.346153846154,GravityBasedInstallation,,,,,,,3.0,0.0
1733,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,5174.346153846154,GravityBasedInstallation,,,,,,,,
1734,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,42.03846153846189,187749.0240384631,ACTION,5174.346153846154,GravityBasedInstallation,,Site,,,,,,
1735,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5174.7692307692305,GravityBasedInstallation,,,,,,,,
1736,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,5178.346153846154,GravityBasedInstallation,,,,,,,,
1737,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5178.7692307692305,GravityBasedInstallation,,,,,,,,
1738,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5179.346153846154,GravityBasedInstallation,,,,,,,,
1739,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5180.346153846154,GravityBasedInstallation,,,,,,,,
1740,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,5182.346153846154,GravityBasedInstallation,,,,,,,,
1741,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5182.7692307692305,GravityBasedInstallation,,,,,,,,
1742,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5192.346153846154,GravityBasedInstallation,,,,,,,,
1743,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,5194.346153846154,GravityBasedInstallation,,,,,,,,
1744,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5194.7692307692305,GravityBasedInstallation,,,,,,,,
1745,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5197.846153846154,GravityBasedInstallation,,,,,,,,
1746,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5198.2692307692305,GravityBasedInstallation,,,,,,,,
1747,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5198.346153846154,GravityBasedInstallation,,,,,,,,
1748,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5198.346153846154,GravityBasedInstallation,,site,,,,,1.0,
1749,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5201.346153846154,GravityBasedInstallation,,,,,,,,
1750,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5201.7692307692305,GravityBasedInstallation,,,,,,,,
1754,,Turbine Assembly Line 2,Delay,7.0,0.0,ACTION,5208.346153846154,GravityBasedInstallation,,,,,,,,
1755,,Turbine Assembly Line 1,Delay,7.0,0.0,ACTION,5208.7692307692305,GravityBasedInstallation,,,,,,,,
1756,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5211.846153846154,GravityBasedInstallation,,,,,,,,
1757,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5212.2692307692305,GravityBasedInstallation,,,,,,,,
1759,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5216.807692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1761,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,5235.846153846154,GravityBasedInstallation,,,,,,,,
1762,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5236.2692307692305,GravityBasedInstallation,,,,,,,,
1763,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5236.807692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1764,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,5236.807692307692,GravityBasedInstallation,,Site,,,,,,
1765,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5241.807692307692,GravityBasedInstallation,,,,,,,,
1766,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5242.807692307692,GravityBasedInstallation,,,,,,,,
1767,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5254.807692307692,GravityBasedInstallation,,,,,,,,
1768,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5260.807692307692,GravityBasedInstallation,,,,,,,,
1769,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5260.807692307692,GravityBasedInstallation,,site,,,,,1.0,
1770,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5279.2692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1771,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,5307.846153846154,GravityBasedInstallation,,,,,,,,
1772,,Towing Group 1,Delay: No Completed Assemblies Available,28.576923076923777,134011.48076923404,ACTION,5307.846153846154,GravityBasedInstallation,,,,,,,3.0,
1773,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,153.5,0.0,ACTION,5307.846153846154,GravityBasedInstallation,,,,,,,,
1774,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5308.2692307692305,GravityBasedInstallation,,,,,,,,
1775,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,5315.846153846154,GravityBasedInstallation,,,,,,,,
1776,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5316.2692307692305,GravityBasedInstallation,,,,,,,,
1777,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5327.846153846154,GravityBasedInstallation,,,,,,,3.0,0.0
1778,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,5327.846153846154,GravityBasedInstallation,,,,,,,,
1779,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,67.03846153846189,299402.1490384631,ACTION,5327.846153846154,GravityBasedInstallation,,Site,,,,,,
1780,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5328.2692307692305,GravityBasedInstallation,,,,,,,,
1781,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,5331.846153846154,GravityBasedInstallation,,,,,,,,
1782,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5332.2692307692305,GravityBasedInstallation,,,,,,,,
1783,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5332.846153846154,GravityBasedInstallation,,,,,,,,
1784,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5333.846153846154,GravityBasedInstallation,,,,,,,,
1785,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,5335.846153846154,GravityBasedInstallation,,,,,,,,
1786,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5336.2692307692305,GravityBasedInstallation,,,,,,,,
1787,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5345.846153846154,GravityBasedInstallation,,,,,,,,
1788,,Turbine Assembly Line 1,Delay,15.0,0.0,ACTION,5351.2692307692305,GravityBasedInstallation,,,,,,,,
1789,,Turbine Assembly Line 2,Delay,16.0,0.0,ACTION,5351.846153846154,GravityBasedInstallation,,,,,,,,
1790,,Multi-Purpose AHTS Vessel,Delay,7.0,31262.875,ACTION,5352.846153846154,GravityBasedInstallation,,,,,,,,
1791,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,5353.846153846154,GravityBasedInstallation,,,,,,,,
1792,,Multi-Purpose AHTS Vessel,Delay,1.0,4466.125,ACTION,5354.846153846154,GravityBasedInstallation,,,,,,,,
1793,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,5355.846153846154,GravityBasedInstallation,,,,,,,,
1794,,Multi-Purpose AHTS Vessel,Delay,1.0,4466.125,ACTION,5356.846153846154,GravityBasedInstallation,,,,,,,,
1795,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,5357.846153846154,GravityBasedInstallation,,,,,,,,
1796,,Multi-Purpose AHTS Vessel,Delay,1.0,4466.125,ACTION,5358.846153846154,GravityBasedInstallation,,,,,,,,
1797,,Multi-Purpose AHTS Vessel,Grout GBF,3.0,13398.375,ACTION,5361.846153846154,GravityBasedInstallation,,,,,,,,
1798,,Towing Group 1,Positioning Support,34.0,53147.66666666667,ACTION,5361.846153846154,GravityBasedInstallation,,site,,,,,1.0,
1799,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5363.2692307692305,GravityBasedInstallation,,,,,,,,
1800,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,5363.846153846154,GravityBasedInstallation,,,,,,,,
1801,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5366.7692307692305,GravityBasedInstallation,,,,,,,,
1802,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5367.346153846154,GravityBasedInstallation,,,,,,,,
1803,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5370.2692307692305,GravityBasedInstallation,,,,,,,,
1804,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5370.846153846154,GravityBasedInstallation,,,,,,,,
1805,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5373.7692307692305,GravityBasedInstallation,,,,,,,,
1806,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,5374.346153846154,GravityBasedInstallation,,,,,,,,
1807,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5380.307692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1808,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5397.7692307692305,GravityBasedInstallation,,,,,,,,
1809,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,5398.346153846154,GravityBasedInstallation,,,,,,,,
1810,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5400.307692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1811,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,5400.307692307692,GravityBasedInstallation,,Site,,,,,,
1812,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5405.307692307692,GravityBasedInstallation,,,,,,,,
1813,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5406.307692307692,GravityBasedInstallation,,,,,,,,
1814,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5418.307692307692,GravityBasedInstallation,,,,,,,,
1815,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5424.307692307692,GravityBasedInstallation,,,,,,,,
1816,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5424.307692307692,GravityBasedInstallation,,site,,,,,1.0,
1817,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5442.7692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1818,,Turbine Assembly Line 2,Delay,72.0,0.0,ACTION,5470.346153846154,GravityBasedInstallation,,,,,,,,
1819,,Turbine Assembly Line 1,Delay,73.0,0.0,ACTION,5470.7692307692305,GravityBasedInstallation,,,,,,,,
1820,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,5542.346153846154,GravityBasedInstallation,,,,,,,,
1821,,Towing Group 1,Delay: No Completed Assemblies Available,99.57692307692378,466965.98076923407,ACTION,5542.346153846154,GravityBasedInstallation,,,,,,,3.0,
1822,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5542.7692307692305,GravityBasedInstallation,,,,,,,,
1823,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5562.346153846154,GravityBasedInstallation,,,,,,,3.0,0.0
1824,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,138.0384615384619,616497.0240384631,ACTION,5562.346153846154,GravityBasedInstallation,,Site,,,,,,
1825,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5567.346153846154,GravityBasedInstallation,,,,,,,,
1826,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5568.346153846154,GravityBasedInstallation,,,,,,,,
1827,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5580.346153846154,GravityBasedInstallation,,,,,,,,
1828,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5586.346153846154,GravityBasedInstallation,,,,,,,,
1829,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5586.346153846154,GravityBasedInstallation,,site,,,,,1.0,
1830,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5604.807692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1831,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5624.807692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1832,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,5624.807692307692,GravityBasedInstallation,,Site,,,,,,
1833,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5629.807692307692,GravityBasedInstallation,,,,,,,,
1834,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5630.807692307692,GravityBasedInstallation,,,,,,,,
1835,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5642.807692307692,GravityBasedInstallation,,,,,,,,
1836,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5648.807692307692,GravityBasedInstallation,,,,,,,,
1837,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5648.807692307692,GravityBasedInstallation,,site,,,,,1.0,
1838,,Multi-Purpose AHTS Vessel,Transit,8.571428571428571,38281.07142857143,ACTION,5657.379120879121,GravityBasedInstallation,,,,,,,,
1839,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,5667.2692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
