,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,max_waveheight,max_windspeed,transit_speed,num_vessels,num_ahts_vessels
1396,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4131.7692307692305,GravityBasedInstallation,,,,,,,,
1397,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4132.346153846154,GravityBasedInstallation,,,,,,,,
1398,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4135.2692307692305,GravityBasedInstallation,,,,,,,,
1399,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4135.846153846154,GravityBasedInstallation,,,,,,,,
1400,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4144.230769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1401,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4159.2692307692305,GravityBasedInstallation,,,,,,,,
1402,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,4159.846153846154,GravityBasedInstallation,,,,,,,,
1403,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4164.230769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1404,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,4164.230769230769,GravityBasedInstallation,,Site,,,,,,
1405,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4169.230769230769,GravityBasedInstallation,,,,,,,,
1406,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4170.230769230769,GravityBasedInstallation,,,,,,,,
1407,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4182.230769230769,GravityBasedInstallation,,,,,,,,
1408,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4188.230769230769,GravityBasedInstallation,,,,,,,,
1409,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4188.230769230769,GravityBasedInstallation,,site,,,,,1.0,
1410,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4206.692307692307,GravityBasedInstallation,,,,,,,3.0,0.0
1417,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4231.2692307692305,GravityBasedInstallation,,,,,,,,
1418,,Towing Group 1,Delay: No Completed Assemblies Available,24.576923076923777,115253.48076923405,ACTION,4231.2692307692305,GravityBasedInstallation,,,,,,,3.0,
1419,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,178.49999999999955,0.0,ACTION,4231.2692307692305,GravityBasedInstallation,,,,,,,,
1420,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,4231.2692307692305,GravityBasedInstallation,,,,,,,,
1421,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,4231.846153846154,GravityBasedInstallation,,,,,,,,
1422,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,178.50000000000045,0.0,ACTION,4231.846153846154,GravityBasedInstallation,,,,,,,,
1423,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4231.846153846154,GravityBasedInstallation,,,,,,,,
1425,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4239.2692307692305,GravityBasedInstallation,,,,,,,,
1426,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,4239.846153846154,GravityBasedInstallation,,,,,,,,
1429,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4251.2692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1430,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4251.2692307692305,GravityBasedInstallation,,,,,,,,
1431,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,63.03846153846189,281537.6490384631,ACTION,4251.2692307692305,GravityBasedInstallation,,Site,,,,,,
1432,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,4251.846153846154,GravityBasedInstallation,,,,,,,,
1433,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4255.2692307692305,GravityBasedInstallation,,,,,,,,
1434,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4255.846153846154,GravityBasedInstallation,,,,,,,,
1435,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4256.2692307692305,GravityBasedInstallation,,,,,,,,
1436,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4257.2692307692305,GravityBasedInstallation,,,,,,,,
1437,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4259.2692307692305,GravityBasedInstallation,,,,,,,,
1438,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4259.846153846154,GravityBasedInstallation,,,,,,,,
1439,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4269.2692307692305,GravityBasedInstallation,,,,,,,,
1440,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4271.2692307692305,GravityBasedInstallation,,,,,,,,
1441,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,4271.846153846154,GravityBasedInstallation,,,,,,,,
1442,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4274.7692307692305,GravityBasedInstallation,,,,,,,,
1443,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4275.2692307692305,GravityBasedInstallation,,,,,,,,
1444,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4275.2692307692305,GravityBasedInstallation,,site,,,,,1.0,
1445,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4275.346153846154,GravityBasedInstallation,,,,,,,,
1446,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4278.2692307692305,GravityBasedInstallation,,,,,,,,
1447,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4278.846153846154,GravityBasedInstallation,,,,,,,,
1448,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4281.7692307692305,GravityBasedInstallation,,,,,,,,
1449,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4282.346153846154,GravityBasedInstallation,,,,,,,,
1450,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4293.730769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1451,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4305.7692307692305,GravityBasedInstallation,,,,,,,,
1452,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,4306.346153846154,GravityBasedInstallation,,,,,,,,
1453,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4313.730769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1454,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,4313.730769230769,GravityBasedInstallation,,Site,,,,,,
1455,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4318.730769230769,GravityBasedInstallation,,,,,,,,
1456,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4319.730769230769,GravityBasedInstallation,,,,,,,,
1457,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4331.730769230769,GravityBasedInstallation,,,,,,,,
1458,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4337.730769230769,GravityBasedInstallation,,,,,,,,
1459,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4337.730769230769,GravityBasedInstallation,,site,,,,,1.0,
1462,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4356.192307692307,GravityBasedInstallation,,,,,,,3.0,0.0
1468,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4377.7692307692305,GravityBasedInstallation,,,,,,,,
1469,,Towing Group 1,Delay: No Completed Assemblies Available,21.576923076923777,101184.98076923405,ACTION,4377.7692307692305,GravityBasedInstallation,,,,,,,3.0,
1470,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4377.7692307692305,GravityBasedInstallation,,,,,,,,
1471,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,4377.7692307692305,GravityBasedInstallation,,,,,,,,
1472,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,4378.346153846154,GravityBasedInstallation,,,,,,,,
1473,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4378.346153846154,GravityBasedInstallation,,,,,,,,
1474,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4378.346153846154,GravityBasedInstallation,,,,,,,,
1477,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4385.7692307692305,GravityBasedInstallation,,,,,,,,
1478,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,4386.346153846154,GravityBasedInstallation,,,,,,,,
1479,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4397.7692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1480,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4397.7692307692305,GravityBasedInstallation,,,,,,,,
1481,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,60.03846153846189,268139.2740384631,ACTION,4397.7692307692305,GravityBasedInstallation,,Site,,,,,,
1482,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,4398.346153846154,GravityBasedInstallation,,,,,,,,
1483,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4401.7692307692305,GravityBasedInstallation,,,,,,,,
1484,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4402.346153846154,GravityBasedInstallation,,,,,,,,
1485,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4402.7692307692305,GravityBasedInstallation,,,,,,,,
1486,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4403.7692307692305,GravityBasedInstallation,,,,,,,,
1487,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4405.7692307692305,GravityBasedInstallation,,,,,,,,
1488,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4406.346153846154,GravityBasedInstallation,,,,,,,,
1489,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4415.7692307692305,GravityBasedInstallation,,,,,,,,
1490,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4417.7692307692305,GravityBasedInstallation,,,,,,,,
1491,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,4418.346153846154,GravityBasedInstallation,,,,,,,,
1492,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4421.2692307692305,GravityBasedInstallation,,,,,,,,
1493,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4421.7692307692305,GravityBasedInstallation,,,,,,,,
1494,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4421.7692307692305,GravityBasedInstallation,,site,,,,,1.0,
1495,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4421.846153846154,GravityBasedInstallation,,,,,,,,
1496,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4424.7692307692305,GravityBasedInstallation,,,,,,,,
1497,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4425.346153846154,GravityBasedInstallation,,,,,,,,
1498,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4428.2692307692305,GravityBasedInstallation,,,,,,,,
1499,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4428.846153846154,GravityBasedInstallation,,,,,,,,
1500,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4440.230769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1501,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4452.2692307692305,GravityBasedInstallation,,,,,,,,
1502,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,4452.846153846154,GravityBasedInstallation,,,,,,,,
1503,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4460.230769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1504,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,4460.230769230769,GravityBasedInstallation,,Site,,,,,,
1505,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4465.230769230769,GravityBasedInstallation,,,,,,,,
1506,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4466.230769230769,GravityBasedInstallation,,,,,,,,
1507,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4478.230769230769,GravityBasedInstallation,,,,,,,,
1508,,Multi-Purpose AHTS Vessel,Grout GBF,4.0,17864.5,ACTION,4482.230769230769,GravityBasedInstallation,,,,,,,,
1510,,Multi-Purpose AHTS Vessel,Delay,12.0,53593.5,ACTION,4494.230769230769,GravityBasedInstallation,,,,,,,,
1512,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,4495.230769230769,GravityBasedInstallation,,,,,,,,
1514,,Multi-Purpose AHTS Vessel,Delay,6.0,26796.75,ACTION,4501.230769230769,GravityBasedInstallation,,,,,,,,
1516,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,4502.230769230769,GravityBasedInstallation,,,,,,,,
1517,,Towing Group 1,Positioning Support,42.0,65653.0,ACTION,4502.230769230769,GravityBasedInstallation,,site,,,,,1.0,
1520,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4520.692307692307,GravityBasedInstallation,,,,,,,3.0,0.0
1521,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4524.2692307692305,GravityBasedInstallation,,,,,,,,
1522,,Towing Group 1,Delay: No Completed Assemblies Available,3.5769230769237765,16773.98076923405,ACTION,4524.2692307692305,GravityBasedInstallation,,,,,,,3.0,
1523,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4524.2692307692305,GravityBasedInstallation,,,,,,,,
1524,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,4524.2692307692305,GravityBasedInstallation,,,,,,,,
1525,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,4524.846153846154,GravityBasedInstallation,,,,,,,,
1526,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4524.846153846154,GravityBasedInstallation,,,,,,,,
1527,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4524.846153846154,GravityBasedInstallation,,,,,,,,
1528,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4532.2692307692305,GravityBasedInstallation,,,,,,,,
1529,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,4532.846153846154,GravityBasedInstallation,,,,,,,,
1531,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4544.2692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1532,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4544.2692307692305,GravityBasedInstallation,,,,,,,,
1533,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,42.03846153846189,187749.0240384631,ACTION,4544.2692307692305,GravityBasedInstallation,,Site,,,,,,
1534,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,4544.846153846154,GravityBasedInstallation,,,,,,,,
1536,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4548.2692307692305,GravityBasedInstallation,,,,,,,,
1537,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4548.846153846154,GravityBasedInstallation,,,,,,,,
1538,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4549.2692307692305,GravityBasedInstallation,,,,,,,,
1539,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4550.2692307692305,GravityBasedInstallation,,,,,,,,
1543,,Turbine Assembly Line 1,Delay,8.0,0.0,ACTION,4556.2692307692305,GravityBasedInstallation,,,,,,,,
1544,,Turbine Assembly Line 2,Delay,8.0,0.0,ACTION,4556.846153846154,GravityBasedInstallation,,,,,,,,
1545,,Multi-Purpose AHTS Vessel,Delay,10.0,44661.25,ACTION,4560.2692307692305,GravityBasedInstallation,,,,,,,,
1546,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4560.2692307692305,GravityBasedInstallation,,,,,,,,
1548,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4560.846153846154,GravityBasedInstallation,,,,,,,,
1551,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4572.2692307692305,GravityBasedInstallation,,,,,,,,
1552,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4572.2692307692305,GravityBasedInstallation,,,,,,,,
1554,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,4572.846153846154,GravityBasedInstallation,,,,,,,,
1555,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4575.7692307692305,GravityBasedInstallation,,,,,,,,
1556,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4576.346153846154,GravityBasedInstallation,,,,,,,,
1557,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4578.2692307692305,GravityBasedInstallation,,,,,,,,
1558,,Towing Group 1,Positioning Support,34.0,53147.66666666667,ACTION,4578.2692307692305,GravityBasedInstallation,,site,,,,,1.0,
1559,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4579.2692307692305,GravityBasedInstallation,,,,,,,,
1560,,Turbine Assembly Line 1,Delay,9.0,0.0,ACTION,4588.2692307692305,GravityBasedInstallation,,,,,,,,
1561,,Turbine Assembly Line 2,Delay,12.0,0.0,ACTION,4588.346153846154,GravityBasedInstallation,,,,,,,,
1562,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4591.7692307692305,GravityBasedInstallation,,,,,,,,
1563,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4591.846153846154,GravityBasedInstallation,,,,,,,,
1564,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4595.346153846154,GravityBasedInstallation,,,,,,,,
1565,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4596.730769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1566,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4615.7692307692305,GravityBasedInstallation,,,,,,,,
1567,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4616.730769230769,GravityBasedInstallation,,,,,,,3.0,0.0
1568,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,4616.730769230769,GravityBasedInstallation,,Site,,,,,,
1569,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,4619.346153846154,GravityBasedInstallation,,,,,,,,
1570,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4621.730769230769,GravityBasedInstallation,,,,,,,,
1571,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4622.730769230769,GravityBasedInstallation,,,,,,,,
1574,,Multi-Purpose AHTS Vessel,Delay,37.0,165246.625,ACTION,4659.730769230769,GravityBasedInstallation,,,,,,,,
1577,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4671.730769230769,GravityBasedInstallation,,,,,,,,
1579,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4677.730769230769,GravityBasedInstallation,,,,,,,,
1580,,Towing Group 1,Positioning Support,61.0,95353.16666666667,ACTION,4677.730769230769,GravityBasedInstallation,,site,,,,,1.0,
1587,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4696.192307692307,GravityBasedInstallation,,,,,,,3.0,0.0
1589,,Turbine Assembly Line 2,Delay,170.0,0.0,ACTION,4789.346153846154,GravityBasedInstallation,,,,,,,,
1590,,Turbine Assembly Line 1,Delay,174.0,0.0,ACTION,4789.7692307692305,GravityBasedInstallation,,,,,,,,
1603,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,4861.346153846154,GravityBasedInstallation,,,,,,,,
1604,,Towing Group 1,Delay: No Completed Assemblies Available,165.15384615384755,774488.9615384681,ACTION,4861.346153846154,GravityBasedInstallation,,,,,,,3.0,
1605,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,337.0769230769238,0.0,ACTION,4861.346153846154,GravityBasedInstallation,,,,,,,,
1606,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,4861.346153846154,GravityBasedInstallation,,,,,,,,
1607,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4861.7692307692305,GravityBasedInstallation,,,,,,,,
1608,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,336.9230769230762,0.0,ACTION,4861.7692307692305,GravityBasedInstallation,,,,,,,,
1609,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4861.7692307692305,GravityBasedInstallation,,,,,,,,
1610,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,4869.346153846154,GravityBasedInstallation,,,,,,,,
1611,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4869.7692307692305,GravityBasedInstallation,,,,,,,,
1612,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4881.346153846154,GravityBasedInstallation,,,,,,,3.0,0.0
1613,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,4881.346153846154,GravityBasedInstallation,,,,,,,,
1614,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,203.61538461538566,909371.7596153893,ACTION,4881.346153846154,GravityBasedInstallation,,Site,,,,,,
1615,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4881.7692307692305,GravityBasedInstallation,,,,,,,,
1616,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4885.346153846154,GravityBasedInstallation,,,,,,,,
1617,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4885.7692307692305,GravityBasedInstallation,,,,,,,,
1618,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4886.346153846154,GravityBasedInstallation,,,,,,,,
1619,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4887.346153846154,GravityBasedInstallation,,,,,,,,
1620,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,4889.346153846154,GravityBasedInstallation,,,,,,,,
1621,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4889.7692307692305,GravityBasedInstallation,,,,,,,,
1623,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4899.346153846154,GravityBasedInstallation,,,,,,,,
1625,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,4901.346153846154,GravityBasedInstallation,,,,,,,,
1626,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4901.7692307692305,GravityBasedInstallation,,,,,,,,
1627,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4904.846153846154,GravityBasedInstallation,,,,,,,,
1629,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4905.2692307692305,GravityBasedInstallation,,,,,,,,
1630,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4905.346153846154,GravityBasedInstallation,,,,,,,,
1631,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4905.346153846154,GravityBasedInstallation,,site,,,,,1.0,
1632,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4908.346153846154,GravityBasedInstallation,,,,,,,,
1633,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4908.7692307692305,GravityBasedInstallation,,,,,,,,
1635,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,4911.846153846154,GravityBasedInstallation,,,,,,,,
1636,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4912.2692307692305,GravityBasedInstallation,,,,,,,,
1640,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4923.807692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1643,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,4935.846153846154,GravityBasedInstallation,,,,,,,,
1644,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4936.2692307692305,GravityBasedInstallation,,,,,,,,
1645,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4943.807692307692,GravityBasedInstallation,,,,,,,3.0,0.0
1646,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153811,171774.0384615369,ACTION,4943.807692307692,GravityBasedInstallation,,Site,,,,,,
1647,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4948.807692307692,GravityBasedInstallation,,,,,,,,
1648,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4949.807692307692,GravityBasedInstallation,,,,,,,,
1649,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4961.807692307692,GravityBasedInstallation,,,,,,,,
1650,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4967.807692307692,GravityBasedInstallation,,,,,,,,
1651,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4967.807692307692,GravityBasedInstallation,,site,,,,,1.0,
1652,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,4986.2692307692305,GravityBasedInstallation,,,,,,,3.0,0.0
1660,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,5007.846153846154,GravityBasedInstallation,,,,,,,,
1661,,Towing Group 1,Delay: No Completed Assemblies Available,21.576923076923777,101184.98076923405,ACTION,5007.846153846154,GravityBasedInstallation,,,,,,,3.0,
1662,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5007.846153846154,GravityBasedInstallation,,,,,,,,
1663,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,5007.846153846154,GravityBasedInstallation,,,,,,,,
1664,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5008.2692307692305,GravityBasedInstallation,,,,,,,,
1665,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5008.2692307692305,GravityBasedInstallation,,,,,,,,
1666,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5008.2692307692305,GravityBasedInstallation,,,,,,,,
1669,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,5015.846153846154,GravityBasedInstallation,,,,,,,,
