,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,per_trip,location,max_waveheight,max_windspeed,transit_speed
1900,,WTIV,Delay,9.0,150000.0,ACTION,2408.953511859066,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1901,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2409.7698496555427,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1902,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2409.7748496555428,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1903,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2410.7748496555428,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1905,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2412.2748496555428,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1909,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2414.2748496555428,MonopileInstallation,,,,,,,,
1911,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2415.2748496555428,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1912,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2416.2748496555428,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1915,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2420.2748496555428,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1916,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2420.708182988876,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1917,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2422.708182988876,MonopileInstallation,,,,,,,,
1918,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2423.1415163222096,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1919,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2424.1415163222096,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1920,,WTIV,Release Monopile,3.0,50000.0,ACTION,2427.1415163222096,MonopileInstallation,,,,,,,,
1921,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2427.957854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1922,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2427.962854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1923,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2428.962854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1924,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2430.462854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1926,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2432.462854118686,MonopileInstallation,,,,,,,,
1927,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2433.462854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1928,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2434.462854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1931,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2438.462854118686,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1933,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2438.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1941,,WTIV,Transit,12.0,200000.0,ACTION,2450.8961874520196,MonopileInstallation,,,,,,,,
1954,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2462.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1959,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2470.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1965,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2482.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1968,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2490.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1975,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2502.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1981,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2510.8961874520196,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1991,,WTIV,Transit,12.0,200000.0,ACTION,2522.8961874520196,MonopileInstallation,,,,,,,,
1995,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2524.8961874520196,MonopileInstallation,,,,,,,,
1997,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2525.329520785353,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1998,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2526.329520785353,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2001,,WTIV,Release Monopile,3.0,50000.0,ACTION,2529.329520785353,MonopileInstallation,,,,,,,,
2002,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2530.1458585818295,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2003,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2530.1508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2004,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2531.1508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2007,,WTIV,Delay,3.0,50000.0,ACTION,2534.1508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2010,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2535.6508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2011,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2537.6508585818297,MonopileInstallation,,,,,,,,
2012,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2538.6508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2013,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2539.6508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2015,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2543.6508585818297,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2016,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2544.084191915163,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2019,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2546.084191915163,MonopileInstallation,,,,,,,,
2020,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2546.5175252484964,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2021,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2547.5175252484964,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2022,,WTIV,Release Monopile,3.0,50000.0,ACTION,2550.5175252484964,MonopileInstallation,,,,,,,,
2023,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2551.333863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2024,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2551.338863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2026,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2552.338863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2029,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2553.838863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2031,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2555.838863044973,MonopileInstallation,,,,,,,,
2033,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2556.838863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2035,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2557.838863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2037,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2561.838863044973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2038,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2562.2721963783065,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2040,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2564.2721963783065,MonopileInstallation,,,,,,,,
2043,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2564.70552971164,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2045,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2565.70552971164,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2049,,WTIV,Release Monopile,3.0,50000.0,ACTION,2568.70552971164,MonopileInstallation,,,,,,,,
2050,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2569.5218675081164,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2051,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2569.5268675081165,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2053,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2570.5268675081165,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2055,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2572.0268675081165,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2058,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2574.0268675081165,MonopileInstallation,,,,,,,,
2059,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2575.0268675081165,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2060,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2576.0268675081165,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2066,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2580.0268675081165,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2067,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2580.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2070,,WTIV,Transit,9.0,150000.0,ACTION,2589.46020084145,MonopileInstallation,,,,,,,,
2071,,WTIV,Delay,1.0,16666.666666666668,ACTION,2590.46020084145,MonopileInstallation,,,,,,,,
2072,,WTIV,Transit,1.0,16666.666666666668,ACTION,2591.46020084145,MonopileInstallation,,,,,,,,
2073,,WTIV,Delay,1.0,16666.666666666668,ACTION,2592.46020084145,MonopileInstallation,,,,,,,,
2074,,WTIV,Transit,1.0,16666.666666666668,ACTION,2593.46020084145,MonopileInstallation,,,,,,,,
2075,,WTIV,Delay,1.0,16666.666666666668,ACTION,2594.46020084145,MonopileInstallation,,,,,,,,
2076,,WTIV,Transit,1.0,16666.666666666668,ACTION,2595.46020084145,MonopileInstallation,,,,,,,,
2081,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2607.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2083,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2615.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2093,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2627.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2099,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2635.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2105,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2647.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2114,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2655.46020084145,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2123,,WTIV,Transit,12.0,200000.0,ACTION,2667.46020084145,MonopileInstallation,,,,,,,,
2125,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2669.46020084145,MonopileInstallation,,,,,,,,
2126,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2669.8935341747833,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2130,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2670.8935341747833,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2134,,WTIV,Release Monopile,3.0,50000.0,ACTION,2673.8935341747833,MonopileInstallation,,,,,,,,
2135,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2674.70987197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2136,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2674.71487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2137,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2675.71487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2140,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2677.21487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2144,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2679.21487197126,MonopileInstallation,,,,,,,,
2145,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2680.21487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2149,,WTIV,Delay,23.0,383333.3333333334,ACTION,2703.21487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2151,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2704.21487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2152,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2708.21487197126,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2153,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2708.6482053045934,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2158,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2710.6482053045934,MonopileInstallation,,,,,,,,
2160,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2711.0815386379268,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2163,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2712.0815386379268,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2170,,WTIV,Release Monopile,3.0,50000.0,ACTION,2715.0815386379268,MonopileInstallation,,,,,,,,
2171,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2715.8978764344033,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2172,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2715.9028764344034,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2173,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2716.9028764344034,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2175,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2718.4028764344034,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2177,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2720.4028764344034,MonopileInstallation,,,,,,,,
2179,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2721.4028764344034,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2181,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2722.4028764344034,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2184,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2726.4028764344034,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2185,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2726.836209767737,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2187,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2728.836209767737,MonopileInstallation,,,,,,,,
2189,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2729.26954310107,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2190,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2730.26954310107,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2192,,WTIV,Release Monopile,3.0,50000.0,ACTION,2733.26954310107,MonopileInstallation,,,,,,,,
2194,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2734.0858808975468,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2195,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2734.090880897547,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2197,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2735.090880897547,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2199,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2736.590880897547,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2202,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2738.590880897547,MonopileInstallation,,,,,,,,
2203,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2739.590880897547,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2206,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2740.590880897547,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2210,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2744.590880897547,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2211,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2745.0242142308803,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2219,,WTIV,Transit,12.0,200000.0,ACTION,2757.0242142308803,MonopileInstallation,,,,,,,,
2228,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2769.0242142308803,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2234,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2777.0242142308803,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2235,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,2789.0242142308803,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2240,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,2797.0242142308803,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2249,,WTIV,Transit,12.0,200000.0,ACTION,2809.0242142308803,MonopileInstallation,,,,,,,,
2250,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2811.0242142308803,MonopileInstallation,,,,,,,,
2251,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2811.4575475642137,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2252,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2812.4575475642137,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2253,,WTIV,Release Monopile,3.0,50000.0,ACTION,2815.4575475642137,MonopileInstallation,,,,,,,,
2254,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2816.27388536069,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2255,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2816.2788853606903,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2256,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2817.2788853606903,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2257,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2818.7788853606903,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2259,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2820.7788853606903,MonopileInstallation,,,,,,,,
2260,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2821.7788853606903,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2261,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2822.7788853606903,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2265,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2826.7788853606903,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2266,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2827.2122186940237,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2268,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2829.2122186940237,MonopileInstallation,,,,,,,,
2269,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2829.645552027357,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2270,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,2830.645552027357,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2275,,WTIV,Release Monopile,3.0,50000.0,ACTION,2833.645552027357,MonopileInstallation,,,,,,,,
2276,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,2834.4618898238336,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2277,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,2834.4668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2279,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2835.4668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2282,,WTIV,Delay,5.0,83333.33333333334,ACTION,2840.4668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2283,,WTIV,Drive Monopile,1.5,25000.0,ACTION,2841.9668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2285,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,2843.9668898238338,MonopileInstallation,,,,,,,,
2286,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,2844.9668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2287,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,2845.9668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2290,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,2849.9668898238338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
2292,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2850.400223157167,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
