,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,per_trip,location,max_waveheight,max_windspeed,transit_speed
1,1.0,WTIV,Mobilize,168.0,2800000.0,ACTION,0.0,MonopileInstallation,,,,,,,,
10,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,12.0,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
20,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,20.0,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
31,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,32.0,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
35,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,40.0,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
49,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,52.0,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
63,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,60.0,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
70,,WTIV,Transit,8.0,133333.33333333334,ACTION,68.0,MonopileInstallation,,,,,,,,
72,,WTIV,Delay,1.0,16666.666666666668,ACTION,69.0,MonopileInstallation,,,,,,,,
75,,WTIV,Transit,3.0,50000.0,ACTION,72.0,MonopileInstallation,,,,,,,,
77,,WTIV,Delay,1.0,16666.666666666668,ACTION,73.0,MonopileInstallation,,,,,,,,
79,,WTIV,Transit,1.0,16666.666666666668,ACTION,74.0,MonopileInstallation,,,,,,,,
82,,WTIV,Delay,1.0,16666.666666666668,ACTION,75.0,MonopileInstallation,,,,,,,,
84,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,77.0,MonopileInstallation,,,,,,,,
85,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,77.43333333333334,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
86,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,78.43333333333334,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
88,,WTIV,Release Monopile,3.0,50000.0,ACTION,81.43333333333334,MonopileInstallation,,,,,,,,
89,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,82.24967112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
90,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,82.25467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
91,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,83.25467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
92,,WTIV,Drive Monopile,1.5,25000.0,ACTION,84.75467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
95,,WTIV,Delay,4.0,66666.66666666667,ACTION,88.75467112980988,MonopileInstallation,,,,,,,,
96,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,90.75467112980988,MonopileInstallation,,,,,,,,
100,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,91.75467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
102,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,92.75467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
103,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,96.75467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
104,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,97.18800446314322,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
109,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,99.18800446314322,MonopileInstallation,,,,,,,,
110,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,99.62133779647655,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
112,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,100.62133779647655,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
119,,WTIV,Release Monopile,3.0,50000.0,ACTION,103.62133779647655,MonopileInstallation,,,,,,,,
121,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,104.4376755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
122,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,104.4426755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
123,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,105.4426755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
124,,WTIV,Drive Monopile,1.5,25000.0,ACTION,106.9426755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
127,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,108.9426755929531,MonopileInstallation,,,,,,,,
128,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,109.9426755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
130,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,110.9426755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
137,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,114.9426755929531,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
138,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,115.37600892628643,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
140,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,117.37600892628643,MonopileInstallation,,,,,,,,
141,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,117.80934225961977,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
143,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,118.80934225961977,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
146,,WTIV,Release Monopile,3.0,50000.0,ACTION,121.80934225961977,MonopileInstallation,,,,,,,,
147,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,122.62568005609631,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
148,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,122.63068005609631,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
150,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,123.63068005609631,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
152,,WTIV,Drive Monopile,1.5,25000.0,ACTION,125.13068005609631,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
154,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,127.13068005609631,MonopileInstallation,,,,,,,,
156,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,128.1306800560963,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
157,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,129.1306800560963,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
162,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,133.1306800560963,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
163,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,133.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
172,,WTIV,Transit,12.0,200000.0,ACTION,145.56401338942965,MonopileInstallation,,,,,,,,
183,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,157.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
188,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,165.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
189,,WTIV,Delay,16.0,266666.6666666667,ACTION,181.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
197,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,193.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
204,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,201.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
211,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,213.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
213,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,221.56401338942965,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
222,,WTIV,Transit,12.0,200000.0,ACTION,233.56401338942965,MonopileInstallation,,,,,,,,
224,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,235.56401338942965,MonopileInstallation,,,,,,,,
226,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,235.99734672276298,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
227,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,236.99734672276298,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
231,,WTIV,Release Monopile,3.0,50000.0,ACTION,239.99734672276298,MonopileInstallation,,,,,,,,
236,,WTIV,Delay,7.0,116666.66666666667,ACTION,246.99734672276298,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
238,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,247.81368451923953,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
239,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,247.81868451923953,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
240,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,248.81868451923953,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
242,,WTIV,Drive Monopile,1.5,25000.0,ACTION,250.31868451923953,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
247,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,252.31868451923953,MonopileInstallation,,,,,,,,
248,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,253.31868451923953,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
249,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,254.31868451923953,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
251,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,258.3186845192395,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
252,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,258.75201785257286,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
255,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,260.75201785257286,MonopileInstallation,,,,,,,,
256,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,261.1853511859062,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
258,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,262.1853511859062,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
261,,WTIV,Release Monopile,3.0,50000.0,ACTION,265.1853511859062,MonopileInstallation,,,,,,,,
262,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,266.00168898238275,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
263,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,266.00668898238274,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
266,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,267.00668898238274,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
267,,WTIV,Drive Monopile,1.5,25000.0,ACTION,268.50668898238274,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
270,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,270.50668898238274,MonopileInstallation,,,,,,,,
272,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,271.50668898238274,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
273,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,272.50668898238274,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
275,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,276.50668898238274,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
276,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,276.9400223157161,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
277,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,278.9400223157161,MonopileInstallation,,,,,,,,
278,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,279.3733556490494,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
280,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,280.3733556490494,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
282,,WTIV,Release Monopile,3.0,50000.0,ACTION,283.3733556490494,MonopileInstallation,,,,,,,,
285,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,284.18969344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
286,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,284.19469344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
287,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,285.19469344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
288,,WTIV,Drive Monopile,1.5,25000.0,ACTION,286.69469344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
290,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,288.69469344552596,MonopileInstallation,,,,,,,,
291,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,289.69469344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
293,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,290.69469344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
298,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,294.69469344552596,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
299,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,295.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
311,,WTIV,Transit,12.0,200000.0,ACTION,307.1280267788593,MonopileInstallation,,,,,,,,
322,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,319.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
332,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,327.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
340,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,339.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
346,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,347.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
353,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,359.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
361,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,367.1280267788593,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
372,,WTIV,Transit,12.0,200000.0,ACTION,379.1280267788593,MonopileInstallation,,,,,,,,
374,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,381.1280267788593,MonopileInstallation,,,,,,,,
375,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,381.56136011219263,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
377,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,382.56136011219263,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
379,,WTIV,Release Monopile,3.0,50000.0,ACTION,385.56136011219263,MonopileInstallation,,,,,,,,
380,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,386.3776979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
381,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,386.3826979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
383,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,387.3826979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
385,,WTIV,Drive Monopile,1.5,25000.0,ACTION,388.8826979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
387,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,390.8826979086692,MonopileInstallation,,,,,,,,
388,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,391.8826979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
389,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,392.8826979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
391,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,396.8826979086692,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
392,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,397.3160312420025,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
395,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,399.3160312420025,MonopileInstallation,,,,,,,,
396,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,399.74936457533585,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
399,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,400.74936457533585,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
401,,WTIV,Release Monopile,3.0,50000.0,ACTION,403.74936457533585,MonopileInstallation,,,,,,,,
402,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,404.5657023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
403,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,404.5707023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
404,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,405.5707023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
406,,WTIV,Drive Monopile,1.5,25000.0,ACTION,407.0707023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
407,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,409.0707023718124,MonopileInstallation,,,,,,,,
409,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,410.0707023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
412,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,411.0707023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
414,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,415.0707023718124,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
416,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,415.5040357051457,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
420,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,417.5040357051457,MonopileInstallation,,,,,,,,
421,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,417.93736903847906,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
423,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,418.93736903847906,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
426,,WTIV,Release Monopile,3.0,50000.0,ACTION,421.93736903847906,MonopileInstallation,,,,,,,,
427,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,422.7537068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
428,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,422.7587068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
430,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,423.7587068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
431,,WTIV,Drive Monopile,1.5,25000.0,ACTION,425.2587068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
432,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,427.2587068349556,MonopileInstallation,,,,,,,,
433,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,428.2587068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
435,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,429.2587068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
442,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,433.2587068349556,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
443,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,433.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
451,,WTIV,Transit,12.0,200000.0,ACTION,445.69204016828894,MonopileInstallation,,,,,,,,
458,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,457.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
462,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,465.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
472,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,477.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
482,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,485.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
493,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,497.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
501,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,505.69204016828894,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
502,,WTIV,Transit,12.0,200000.0,ACTION,517.6920401682889,MonopileInstallation,,,,,,,,
503,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,519.6920401682889,MonopileInstallation,,,,,,,,
504,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,520.1253735016222,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
505,,WTIV,Delay,71.0,1183333.3333333335,ACTION,591.1253735016222,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
507,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,592.1253735016222,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
508,,WTIV,Release Monopile,3.0,50000.0,ACTION,595.1253735016222,MonopileInstallation,,,,,,,,
509,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,595.9417112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
510,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,595.9467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
511,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,596.9467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
513,,WTIV,Drive Monopile,1.5,25000.0,ACTION,598.4467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
514,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,600.4467112980988,MonopileInstallation,,,,,,,,
516,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,601.4467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
518,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,602.4467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
520,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,606.4467112980988,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
521,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,606.880044631432,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
524,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,608.880044631432,MonopileInstallation,,,,,,,,
526,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,609.3133779647653,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
528,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,610.3133779647653,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
531,,WTIV,Release Monopile,3.0,50000.0,ACTION,613.3133779647653,MonopileInstallation,,,,,,,,
532,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,614.1297157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
533,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,614.1347157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
534,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,615.1347157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
536,,WTIV,Drive Monopile,1.5,25000.0,ACTION,616.6347157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
539,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,618.6347157612419,MonopileInstallation,,,,,,,,
541,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,619.6347157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
542,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,620.6347157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
545,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,624.6347157612419,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
547,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,625.0680490945751,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
548,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,627.0680490945751,MonopileInstallation,,,,,,,,
549,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,627.5013824279084,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
551,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,628.5013824279084,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
553,,WTIV,Release Monopile,3.0,50000.0,ACTION,631.5013824279084,MonopileInstallation,,,,,,,,
555,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,632.317720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
556,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,632.322720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
558,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,633.322720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
559,,WTIV,Drive Monopile,1.5,25000.0,ACTION,634.822720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
560,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,636.822720224385,MonopileInstallation,,,,,,,,
562,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,637.822720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
564,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,638.822720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
567,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,642.822720224385,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
568,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,643.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
577,,WTIV,Transit,12.0,200000.0,ACTION,655.2560535577182,MonopileInstallation,,,,,,,,
585,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,667.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
