,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,num_vessels,num_ahts_vessels,location,max_waveheight,max_windspeed,transit_speed
1622,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2727.9833333333345,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1623,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2728.9833333333345,TurbineInstallation,,,,,,,,,
1624,,WTIV,Lift Blade,1.5,25000.0,ACTION,2730.4833333333345,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1625,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2733.9833333333345,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1626,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2734.9833333333345,TurbineInstallation,,,,,,,,,
1628,,WTIV,Lift Blade,1.5,25000.0,ACTION,2736.4833333333345,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1631,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2739.9833333333345,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1632,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2740.416666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1635,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2742.416666666668,TurbineInstallation,,,,,,,,,
1636,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2742.8500000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1638,,WTIV,Release Tower Section,3.0,50000.0,ACTION,2745.8500000000013,TurbineInstallation,,,,,,,,,
1639,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,2746.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1643,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,2752.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1644,,WTIV,Release Tower Section,3.0,50000.0,ACTION,2755.6000000000013,TurbineInstallation,,,,,,,,,
1645,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,2757.1000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1652,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,2763.1000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1654,,WTIV,Release Nacelle,3.0,50000.0,ACTION,2766.1000000000013,TurbineInstallation,,,,,,,,,
1655,,WTIV,Reequip,1.0,16666.666666666668,ACTION,2767.1000000000013,TurbineInstallation,,,,,,,,,
1656,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,2768.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1659,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,2774.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1660,,WTIV,Reequip,1.0,16666.666666666668,ACTION,2775.6000000000013,TurbineInstallation,,,,,,,,,
1661,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2776.6000000000013,TurbineInstallation,,,,,,,,,
1664,,WTIV,Delay,14.0,233333.33333333334,ACTION,2790.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1665,,WTIV,Lift Blade,1.5,25000.0,ACTION,2792.1000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1666,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2795.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1667,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2796.6000000000013,TurbineInstallation,,,,,,,,,
1668,,WTIV,Lift Blade,1.5,25000.0,ACTION,2798.1000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1669,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2801.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1670,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2802.6000000000013,TurbineInstallation,,,,,,,,,
1671,,WTIV,Lift Blade,1.5,25000.0,ACTION,2804.1000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1675,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2807.6000000000013,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1676,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2808.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1679,,WTIV,Transit,12.0,200000.0,ACTION,2820.0333333333347,TurbineInstallation,,,,,,,,,
1681,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,2824.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1684,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,2828.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1688,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,2832.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1690,,WTIV,Fasten Blade,1.5,25000.0,ACTION,2833.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1691,,WTIV,Fasten Blade,1.5,25000.0,ACTION,2835.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1692,,WTIV,Fasten Blade,1.5,25000.0,ACTION,2836.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1693,,WTIV,Delay,3.0,50000.0,ACTION,2839.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1694,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,2843.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1696,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,2847.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1704,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,2851.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1705,,WTIV,Fasten Blade,1.5,25000.0,ACTION,2853.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1706,,WTIV,Fasten Blade,1.5,25000.0,ACTION,2854.5333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1707,,WTIV,Fasten Blade,1.5,25000.0,ACTION,2856.0333333333347,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1716,,WTIV,Transit,12.0,200000.0,ACTION,2868.0333333333347,TurbineInstallation,,,,,,,,,
1719,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2870.0333333333347,TurbineInstallation,,,,,,,,,
1721,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2870.466666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1723,,WTIV,Release Tower Section,3.0,50000.0,ACTION,2873.466666666668,TurbineInstallation,,,,,,,,,
1724,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,2874.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1732,,WTIV,Delay,31.0,516666.6666666667,ACTION,2905.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1737,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,2911.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1740,,WTIV,Release Tower Section,3.0,50000.0,ACTION,2914.216666666668,TurbineInstallation,,,,,,,,,
1741,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,2915.716666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1742,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,2921.716666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1744,,WTIV,Release Nacelle,3.0,50000.0,ACTION,2924.716666666668,TurbineInstallation,,,,,,,,,
1745,,WTIV,Reequip,1.0,16666.666666666668,ACTION,2925.716666666668,TurbineInstallation,,,,,,,,,
1746,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,2927.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1749,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,2933.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1750,,WTIV,Reequip,1.0,16666.666666666668,ACTION,2934.216666666668,TurbineInstallation,,,,,,,,,
1751,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2935.216666666668,TurbineInstallation,,,,,,,,,
1752,,WTIV,Lift Blade,1.5,25000.0,ACTION,2936.716666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1754,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2940.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1756,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2941.216666666668,TurbineInstallation,,,,,,,,,
1757,,WTIV,Lift Blade,1.5,25000.0,ACTION,2942.716666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1758,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2946.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1760,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2947.216666666668,TurbineInstallation,,,,,,,,,
1765,,WTIV,Lift Blade,1.5,25000.0,ACTION,2948.716666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1767,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2952.216666666668,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1768,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,2952.6500000000015,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1770,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,2954.6500000000015,TurbineInstallation,,,,,,,,,
1772,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,2955.083333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1773,,WTIV,Release Tower Section,3.0,50000.0,ACTION,2958.083333333335,TurbineInstallation,,,,,,,,,
1774,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,2958.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1776,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,2964.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1781,,WTIV,Release Tower Section,3.0,50000.0,ACTION,2967.833333333335,TurbineInstallation,,,,,,,,,
1782,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,2969.333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1785,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,2975.333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1786,,WTIV,Release Nacelle,3.0,50000.0,ACTION,2978.333333333335,TurbineInstallation,,,,,,,,,
1787,,WTIV,Reequip,1.0,16666.666666666668,ACTION,2979.333333333335,TurbineInstallation,,,,,,,,,
1788,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,2980.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1790,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,2986.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1791,,WTIV,Reequip,1.0,16666.666666666668,ACTION,2987.833333333335,TurbineInstallation,,,,,,,,,
1792,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2988.833333333335,TurbineInstallation,,,,,,,,,
1794,,WTIV,Lift Blade,1.5,25000.0,ACTION,2990.333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1798,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,2993.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1799,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,2994.833333333335,TurbineInstallation,,,,,,,,,
1802,,WTIV,Lift Blade,1.5,25000.0,ACTION,2996.333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1808,,WTIV,Delay,27.0,450000.00000000006,ACTION,3023.333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1809,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3026.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1810,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3027.833333333335,TurbineInstallation,,,,,,,,,
1811,,WTIV,Lift Blade,1.5,25000.0,ACTION,3029.333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1814,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3032.833333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1815,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,3033.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1816,,WTIV,Transit,12.0,200000.0,ACTION,3045.2666666666682,TurbineInstallation,,,,,,,,,
1817,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3049.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1818,,WTIV,Delay,32.0,533333.3333333334,ACTION,3081.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1819,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3085.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1820,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,3089.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1821,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3090.7666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1822,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3092.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1823,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3093.7666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1824,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3097.7666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1825,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3101.7666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1829,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,3105.7666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1830,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3107.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1831,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3108.7666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1833,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3110.2666666666682,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1841,,WTIV,Transit,12.0,200000.0,ACTION,3122.2666666666682,TurbineInstallation,,,,,,,,,
1843,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,3124.2666666666682,TurbineInstallation,,,,,,,,,
1845,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,3124.7000000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1847,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3127.7000000000016,TurbineInstallation,,,,,,,,,
1850,,WTIV,Delay,10.0,166666.6666666667,ACTION,3137.7000000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1854,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,3138.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1858,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3144.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1859,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3147.4500000000016,TurbineInstallation,,,,,,,,,
1860,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,3148.9500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1861,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3154.9500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1862,,WTIV,Release Nacelle,3.0,50000.0,ACTION,3157.9500000000016,TurbineInstallation,,,,,,,,,
1863,,WTIV,Reequip,1.0,16666.666666666668,ACTION,3158.9500000000016,TurbineInstallation,,,,,,,,,
1864,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,3160.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1869,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,3166.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1871,,WTIV,Reequip,1.0,16666.666666666668,ACTION,3167.4500000000016,TurbineInstallation,,,,,,,,,
1873,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3168.4500000000016,TurbineInstallation,,,,,,,,,
1874,,WTIV,Lift Blade,1.5,25000.0,ACTION,3169.9500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1875,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3173.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1877,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3174.4500000000016,TurbineInstallation,,,,,,,,,
1878,,WTIV,Lift Blade,1.5,25000.0,ACTION,3175.9500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1880,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3179.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1881,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3180.4500000000016,TurbineInstallation,,,,,,,,,
1887,,WTIV,Delay,24.0,400000.0,ACTION,3204.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1888,,WTIV,Lift Blade,1.5,25000.0,ACTION,3205.9500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1889,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3209.4500000000016,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1890,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,3209.883333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1891,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,3211.883333333335,TurbineInstallation,,,,,,,,,
1892,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,3212.3166666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1894,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3215.3166666666684,TurbineInstallation,,,,,,,,,
1895,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,3216.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1900,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3222.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1904,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3225.0666666666684,TurbineInstallation,,,,,,,,,
1905,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,3226.5666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1907,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3232.5666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1908,,WTIV,Release Nacelle,3.0,50000.0,ACTION,3235.5666666666684,TurbineInstallation,,,,,,,,,
1909,,WTIV,Reequip,1.0,16666.666666666668,ACTION,3236.5666666666684,TurbineInstallation,,,,,,,,,
1910,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,3238.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1914,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,3244.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1916,,WTIV,Reequip,1.0,16666.666666666668,ACTION,3245.0666666666684,TurbineInstallation,,,,,,,,,
1918,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3246.0666666666684,TurbineInstallation,,,,,,,,,
1919,,WTIV,Lift Blade,1.5,25000.0,ACTION,3247.5666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1921,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3251.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1922,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3252.0666666666684,TurbineInstallation,,,,,,,,,
1923,,WTIV,Lift Blade,1.5,25000.0,ACTION,3253.5666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1926,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3257.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1927,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3258.0666666666684,TurbineInstallation,,,,,,,,,
1928,,WTIV,Lift Blade,1.5,25000.0,ACTION,3259.5666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1929,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3263.0666666666684,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1930,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,3263.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1935,,WTIV,Transit,12.0,200000.0,ACTION,3275.500000000002,TurbineInstallation,,,,,,,,,
1936,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3279.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1937,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3283.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1938,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,3287.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1939,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3289.000000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1940,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3290.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1941,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3292.000000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1944,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3296.000000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1945,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,3300.000000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1948,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,3304.000000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1949,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3305.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1950,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3307.000000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1951,,WTIV,Fasten Blade,1.5,25000.0,ACTION,3308.500000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1955,,WTIV,Transit,12.0,200000.0,ACTION,3320.500000000002,TurbineInstallation,,,,,,,,,
1956,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,3322.500000000002,TurbineInstallation,,,,,,,,,
1957,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,3322.933333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1958,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3325.933333333335,TurbineInstallation,,,,,,,,,
1959,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,3326.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1960,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3332.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1961,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3335.683333333335,TurbineInstallation,,,,,,,,,
1962,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,3337.183333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1967,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3343.183333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1968,,WTIV,Release Nacelle,3.0,50000.0,ACTION,3346.183333333335,TurbineInstallation,,,,,,,,,
1969,,WTIV,Reequip,1.0,16666.666666666668,ACTION,3347.183333333335,TurbineInstallation,,,,,,,,,
1970,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,3348.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1971,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,3354.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1972,,WTIV,Reequip,1.0,16666.666666666668,ACTION,3355.683333333335,TurbineInstallation,,,,,,,,,
1973,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3356.683333333335,TurbineInstallation,,,,,,,,,
1976,,WTIV,Lift Blade,1.5,25000.0,ACTION,3358.183333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1977,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3361.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1979,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3362.683333333335,TurbineInstallation,,,,,,,,,
1981,,WTIV,Lift Blade,1.5,25000.0,ACTION,3364.183333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1982,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3367.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1983,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,3368.683333333335,TurbineInstallation,,,,,,,,,
1984,,WTIV,Lift Blade,1.5,25000.0,ACTION,3370.183333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1986,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,3373.683333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1987,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,3374.1166666666686,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1989,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,3376.1166666666686,TurbineInstallation,,,,,,,,,
1990,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,3376.550000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1991,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3379.550000000002,TurbineInstallation,,,,,,,,,
1992,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,3380.300000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1995,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3386.300000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1996,,WTIV,Release Tower Section,3.0,50000.0,ACTION,3389.300000000002,TurbineInstallation,,,,,,,,,
1997,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,3390.800000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1998,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,3396.800000000002,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
1999,,WTIV,Release Nacelle,3.0,50000.0,ACTION,3399.800000000002,TurbineInstallation,,,,,,,,,
