,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,num_vessels,num_ahts_vessels,location,max_waveheight,max_windspeed,transit_speed
9,1.0,WTIV,Mobilize,168.0,2800000.0,ACTION,0.0,TurbineInstallation,,,,,,,,,
12,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4.0,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
14,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,8.0,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
15,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,12.0,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
17,,WTIV,Fasten Blade,1.5,25000.0,ACTION,13.5,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
18,,WTIV,Fasten Blade,1.5,25000.0,ACTION,15.0,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
20,,WTIV,Fasten Blade,1.5,25000.0,ACTION,16.5,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
26,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,20.5,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
30,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,24.5,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
34,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,28.5,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
35,,WTIV,Fasten Blade,1.5,25000.0,ACTION,30.0,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
39,,WTIV,Fasten Blade,1.5,25000.0,ACTION,31.5,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
40,,WTIV,Fasten Blade,1.5,25000.0,ACTION,33.0,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
44,,WTIV,Transit,12.0,200000.0,ACTION,45.0,TurbineInstallation,,,,,,,,,
47,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,47.0,TurbineInstallation,,,,,,,,,
48,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,47.43333333333333,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
53,,WTIV,Release Tower Section,3.0,50000.0,ACTION,50.43333333333333,TurbineInstallation,,,,,,,,,
54,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,51.18333333333333,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
76,,WTIV,Delay,28.0,466666.6666666667,ACTION,79.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
77,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,85.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
78,,WTIV,Delay,3.0,50000.0,ACTION,88.18333333333334,TurbineInstallation,,,,,,,,,
80,,WTIV,Release Tower Section,3.0,50000.0,ACTION,91.18333333333334,TurbineInstallation,,,,,,,,,
82,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,92.68333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
88,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,98.68333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
92,,WTIV,Release Nacelle,3.0,50000.0,ACTION,101.68333333333334,TurbineInstallation,,,,,,,,,
93,,WTIV,Reequip,1.0,16666.666666666668,ACTION,102.68333333333334,TurbineInstallation,,,,,,,,,
97,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,104.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
99,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,110.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
101,,WTIV,Reequip,1.0,16666.666666666668,ACTION,111.18333333333334,TurbineInstallation,,,,,,,,,
102,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,112.18333333333334,TurbineInstallation,,,,,,,,,
105,,WTIV,Lift Blade,1.5,25000.0,ACTION,113.68333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
107,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,117.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
108,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,118.18333333333334,TurbineInstallation,,,,,,,,,
109,,WTIV,Lift Blade,1.5,25000.0,ACTION,119.68333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
113,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,123.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
114,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,124.18333333333334,TurbineInstallation,,,,,,,,,
115,,WTIV,Lift Blade,1.5,25000.0,ACTION,125.68333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
116,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,129.18333333333334,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
117,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,129.61666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
118,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,131.61666666666667,TurbineInstallation,,,,,,,,,
119,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,132.05,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
120,,WTIV,Release Tower Section,3.0,50000.0,ACTION,135.05,TurbineInstallation,,,,,,,,,
121,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,135.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
127,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,141.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
129,,WTIV,Release Tower Section,3.0,50000.0,ACTION,144.8,TurbineInstallation,,,,,,,,,
130,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,146.3,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
132,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,152.3,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
134,,WTIV,Release Nacelle,3.0,50000.0,ACTION,155.3,TurbineInstallation,,,,,,,,,
136,,WTIV,Reequip,1.0,16666.666666666668,ACTION,156.3,TurbineInstallation,,,,,,,,,
138,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,157.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
142,,WTIV,Delay,24.0,400000.0,ACTION,181.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
143,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,187.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
144,,WTIV,Reequip,1.0,16666.666666666668,ACTION,188.8,TurbineInstallation,,,,,,,,,
145,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,189.8,TurbineInstallation,,,,,,,,,
147,,WTIV,Lift Blade,1.5,25000.0,ACTION,191.3,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
149,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,194.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
150,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,195.8,TurbineInstallation,,,,,,,,,
153,,WTIV,Lift Blade,1.5,25000.0,ACTION,197.3,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
156,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,200.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
157,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,201.8,TurbineInstallation,,,,,,,,,
158,,WTIV,Lift Blade,1.5,25000.0,ACTION,203.3,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
159,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,206.8,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
160,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,207.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
164,,WTIV,Transit,12.0,200000.0,ACTION,219.23333333333335,TurbineInstallation,,,,,,,,,
165,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,223.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
168,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,227.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
169,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,231.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
171,,WTIV,Fasten Blade,1.5,25000.0,ACTION,232.73333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
176,,WTIV,Fasten Blade,1.5,25000.0,ACTION,234.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
177,,WTIV,Fasten Blade,1.5,25000.0,ACTION,235.73333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
179,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,239.73333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
182,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,243.73333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
183,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,247.73333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
184,,WTIV,Fasten Blade,1.5,25000.0,ACTION,249.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
185,,WTIV,Fasten Blade,1.5,25000.0,ACTION,250.73333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
187,,WTIV,Fasten Blade,1.5,25000.0,ACTION,252.23333333333335,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
195,,WTIV,Transit,12.0,200000.0,ACTION,264.23333333333335,TurbineInstallation,,,,,,,,,
196,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,266.23333333333335,TurbineInstallation,,,,,,,,,
197,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,266.6666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
198,,WTIV,Release Tower Section,3.0,50000.0,ACTION,269.6666666666667,TurbineInstallation,,,,,,,,,
199,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,270.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
201,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,276.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
204,,WTIV,Release Tower Section,3.0,50000.0,ACTION,279.4166666666667,TurbineInstallation,,,,,,,,,
205,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,280.9166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
207,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,286.9166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
208,,WTIV,Release Nacelle,3.0,50000.0,ACTION,289.9166666666667,TurbineInstallation,,,,,,,,,
209,,WTIV,Reequip,1.0,16666.666666666668,ACTION,290.9166666666667,TurbineInstallation,,,,,,,,,
211,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,292.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
216,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,298.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
218,,WTIV,Reequip,1.0,16666.666666666668,ACTION,299.4166666666667,TurbineInstallation,,,,,,,,,
220,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,300.4166666666667,TurbineInstallation,,,,,,,,,
221,,WTIV,Lift Blade,1.5,25000.0,ACTION,301.9166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
222,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,305.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
224,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,306.4166666666667,TurbineInstallation,,,,,,,,,
225,,WTIV,Lift Blade,1.5,25000.0,ACTION,307.9166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
227,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,311.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
228,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,312.4166666666667,TurbineInstallation,,,,,,,,,
230,,WTIV,Lift Blade,1.5,25000.0,ACTION,313.9166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
232,,WTIV,Delay,2.0,33333.333333333336,ACTION,315.9166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
236,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,319.4166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
238,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,319.85,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
239,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,321.85,TurbineInstallation,,,,,,,,,
240,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,322.28333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
243,,WTIV,Release Tower Section,3.0,50000.0,ACTION,325.28333333333336,TurbineInstallation,,,,,,,,,
245,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,326.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
248,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,332.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
249,,WTIV,Release Tower Section,3.0,50000.0,ACTION,335.03333333333336,TurbineInstallation,,,,,,,,,
250,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,336.53333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
252,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,342.53333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
255,,WTIV,Release Nacelle,3.0,50000.0,ACTION,345.53333333333336,TurbineInstallation,,,,,,,,,
256,,WTIV,Reequip,1.0,16666.666666666668,ACTION,346.53333333333336,TurbineInstallation,,,,,,,,,
257,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,348.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
258,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,354.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
259,,WTIV,Reequip,1.0,16666.666666666668,ACTION,355.03333333333336,TurbineInstallation,,,,,,,,,
260,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,356.03333333333336,TurbineInstallation,,,,,,,,,
261,,WTIV,Lift Blade,1.5,25000.0,ACTION,357.53333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
264,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,361.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
269,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,362.03333333333336,TurbineInstallation,,,,,,,,,
270,,WTIV,Lift Blade,1.5,25000.0,ACTION,363.53333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
272,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,367.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
273,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,368.03333333333336,TurbineInstallation,,,,,,,,,
274,,WTIV,Lift Blade,1.5,25000.0,ACTION,369.53333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
276,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,373.03333333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
278,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,373.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
284,,WTIV,Transit,12.0,200000.0,ACTION,385.4666666666667,TurbineInstallation,,,,,,,,,
289,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,389.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
290,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,393.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
291,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,397.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
292,,WTIV,Fasten Blade,1.5,25000.0,ACTION,398.9666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
294,,WTIV,Fasten Blade,1.5,25000.0,ACTION,400.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
295,,WTIV,Fasten Blade,1.5,25000.0,ACTION,401.9666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
298,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,405.9666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
299,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,409.9666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
300,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,413.9666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
301,,WTIV,Fasten Blade,1.5,25000.0,ACTION,415.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
303,,WTIV,Fasten Blade,1.5,25000.0,ACTION,416.9666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
305,,WTIV,Fasten Blade,1.5,25000.0,ACTION,418.4666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
313,,WTIV,Transit,12.0,200000.0,ACTION,430.4666666666667,TurbineInstallation,,,,,,,,,
315,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,432.4666666666667,TurbineInstallation,,,,,,,,,
316,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,432.90000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
317,,WTIV,Release Tower Section,3.0,50000.0,ACTION,435.90000000000003,TurbineInstallation,,,,,,,,,
318,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,436.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
321,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,442.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
325,,WTIV,Release Tower Section,3.0,50000.0,ACTION,445.65000000000003,TurbineInstallation,,,,,,,,,
326,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,447.15000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
329,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,453.15000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
330,,WTIV,Release Nacelle,3.0,50000.0,ACTION,456.15000000000003,TurbineInstallation,,,,,,,,,
331,,WTIV,Reequip,1.0,16666.666666666668,ACTION,457.15000000000003,TurbineInstallation,,,,,,,,,
332,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,458.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
334,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,464.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
335,,WTIV,Reequip,1.0,16666.666666666668,ACTION,465.65000000000003,TurbineInstallation,,,,,,,,,
336,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,466.65000000000003,TurbineInstallation,,,,,,,,,
337,,WTIV,Lift Blade,1.5,25000.0,ACTION,468.15000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
341,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,471.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
343,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,472.65000000000003,TurbineInstallation,,,,,,,,,
344,,WTIV,Lift Blade,1.5,25000.0,ACTION,474.15000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
345,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,477.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
347,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,478.65000000000003,TurbineInstallation,,,,,,,,,
348,,WTIV,Lift Blade,1.5,25000.0,ACTION,480.15000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
350,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,483.65000000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
351,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,484.08333333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
353,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,486.08333333333337,TurbineInstallation,,,,,,,,,
354,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,486.5166666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
360,,WTIV,Release Tower Section,3.0,50000.0,ACTION,489.5166666666667,TurbineInstallation,,,,,,,,,
361,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,490.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
363,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,496.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
366,,WTIV,Release Tower Section,3.0,50000.0,ACTION,499.2666666666667,TurbineInstallation,,,,,,,,,
369,,WTIV,Delay,2.0,33333.333333333336,ACTION,501.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
370,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,502.7666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
374,,WTIV,Delay,89.0,1483333.3333333335,ACTION,591.7666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
375,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,597.7666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
376,,WTIV,Release Nacelle,3.0,50000.0,ACTION,600.7666666666667,TurbineInstallation,,,,,,,,,
377,,WTIV,Reequip,1.0,16666.666666666668,ACTION,601.7666666666667,TurbineInstallation,,,,,,,,,
378,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,603.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
381,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,609.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
382,,WTIV,Reequip,1.0,16666.666666666668,ACTION,610.2666666666667,TurbineInstallation,,,,,,,,,
383,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,611.2666666666667,TurbineInstallation,,,,,,,,,
384,,WTIV,Lift Blade,1.5,25000.0,ACTION,612.7666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
387,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,616.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
388,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,617.2666666666667,TurbineInstallation,,,,,,,,,
389,,WTIV,Lift Blade,1.5,25000.0,ACTION,618.7666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
390,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,622.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
391,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,623.2666666666667,TurbineInstallation,,,,,,,,,
392,,WTIV,Lift Blade,1.5,25000.0,ACTION,624.7666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
394,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,628.2666666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
395,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,628.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
401,,WTIV,Transit,12.0,200000.0,ACTION,640.6999999999999,TurbineInstallation,,,,,,,,,
403,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,644.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
406,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,648.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
412,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,652.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
413,,WTIV,Fasten Blade,1.5,25000.0,ACTION,654.1999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
414,,WTIV,Fasten Blade,1.5,25000.0,ACTION,655.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
415,,WTIV,Fasten Blade,1.5,25000.0,ACTION,657.1999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
418,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,661.1999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
419,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,665.1999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
420,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,669.1999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
423,,WTIV,Fasten Blade,1.5,25000.0,ACTION,670.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
424,,WTIV,Fasten Blade,1.5,25000.0,ACTION,672.1999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
425,,WTIV,Fasten Blade,1.5,25000.0,ACTION,673.6999999999999,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
428,,WTIV,Transit,12.0,200000.0,ACTION,685.6999999999999,TurbineInstallation,,,,,,,,,
430,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,687.6999999999999,TurbineInstallation,,,,,,,,,
432,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,688.1333333333332,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
434,,WTIV,Release Tower Section,3.0,50000.0,ACTION,691.1333333333332,TurbineInstallation,,,,,,,,,
435,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,691.8833333333332,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
439,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,697.8833333333332,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
442,,WTIV,Release Tower Section,3.0,50000.0,ACTION,700.8833333333332,TurbineInstallation,,,,,,,,,
444,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,702.3833333333332,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
446,,WTIV,Delay,8.0,133333.33333333334,ACTION,710.3833333333332,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
453,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,716.3833333333332,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,,
454,,WTIV,Release Nacelle,3.0,50000.0,ACTION,719.3833333333332,TurbineInstallation,,,,,,,,,
455,,WTIV,Reequip,1.0,16666.666666666668,ACTION,720.3833333333332,TurbineInstallation,,,,,,,,,
