cost,supply_storage,agent,action,duration,level,time,phase,transport_storage,delivered,port_storage,port_area
0.0,1.0,Chain Production 1,"1, Manufacture: chain_bottom_d0.067",8.916864449304764,ACTION,8.916864449304764,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.916864449304764,ACTION,8.916864449304764,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,8.916864449304764,MooringSystemSupplyChain,1.0,,,
0.0,1.0,Chain Production 1,"2, Manufacture: chain_top_d0.067",25.951926450260846,ACTION,34.86879089956561,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.951926450260846,ACTION,34.86879089956561,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,34.86879089956561,MooringSystemSupplyChain,2.0,,,
0.0,1.0,Chain Production 1,"3, Manufacture: chain_top_d0.067",25.97035399094044,ACTION,60.83914489050605,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.97035399094044,ACTION,60.83914489050605,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,60.83914489050605,MooringSystemSupplyChain,3.0,,,
0.0,1.0,Chain Production 1,"4, Manufacture: chain_top_d0.067",25.97396637302886,ACTION,86.8131112635349,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.97396637302886,ACTION,86.8131112635349,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,86.8131112635349,MooringSystemSupplyChain,4.0,,,
0.0,1.0,Ropes Production 1,"1, Manufacture: polyester_d0.117",87.6,ACTION,87.6,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.6,ACTION,87.6,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,87.6,MooringSystemSupplyChain,1.0,,,
0.0,1.0,Chain Production 1,"5, Manufacture: chain_top_d0.067",25.941222440945054,ACTION,112.75433370447996,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.941222440945054,ACTION,112.75433370447996,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,112.75433370447996,MooringSystemSupplyChain,5.0,,,
0.0,1.0,Chain Production 1,"6, Manufacture: chain_bottom_d0.067",8.876063036001687,ACTION,121.63039674048164,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.876063036001682,ACTION,121.63039674048164,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,121.63039674048164,MooringSystemSupplyChain,6.0,,,
0.0,1.0,Chain Production 1,"7, Manufacture: chain_bottom_d0.067",8.910189269272138,ACTION,130.54058600975378,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.910189269272138,ACTION,130.54058600975378,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,130.54058600975378,MooringSystemSupplyChain,7.0,,,
0.0,1.0,Chain Production 1,"8, Manufacture: chain_bottom_d0.067",8.856182562065765,ACTION,139.39676857181954,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.856182562065754,ACTION,139.39676857181954,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,139.39676857181954,MooringSystemSupplyChain,8.0,,,
0.0,1.0,Chain Production 1,"9, Manufacture: chain_bottom_d0.068",8.660290987860687,ACTION,148.05705955968023,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.66029098786069,ACTION,148.05705955968023,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,148.05705955968023,MooringSystemSupplyChain,9.0,,,
0.0,1.0,Chain Production 1,"10, Manufacture: chain_bottom_d0.068",8.648613828058568,ACTION,156.70567338773878,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.648613828058558,ACTION,156.70567338773878,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,156.70567338773878,MooringSystemSupplyChain,10.0,,,
0.0,1.0,Ropes Production 1,"2, Manufacture: polyester_d0.117",87.6,ACTION,175.2,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.6,ACTION,175.2,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,175.2,MooringSystemSupplyChain,2.0,,,
0.0,1.0,Anchors Production 1,"1, Manufacture: suction_anchor_d1.24",182.5,ACTION,182.5,MooringSystemSupplyChain,,,,
0.0,1.0,Anchors Production 2,"1, Manufacture: suction_anchor_d2.21",182.5,ACTION,182.5,MooringSystemSupplyChain,,,,
0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,182.5,MooringSystemSupplyChain,,,,
0.0,,Anchor Transport Vessel,Loading Anchor,0.0,ACTION,182.5,MooringSystemSupplyChain,1.0,,,
0.0,,Anchor Transport Vessel,Loading Anchor,0.0,ACTION,182.5,MooringSystemSupplyChain,2.0,,,
0.0,1.0,Chain Production 1,"11, Manufacture: chain_top_d0.068",25.82585533910996,ACTION,182.53152872684873,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.82585533910995,ACTION,182.53152872684873,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,182.53152872684873,MooringSystemSupplyChain,11.0,,,
0.0,1.0,Chain Production 1,"12, Manufacture: chain_top_d0.068",25.82512833935925,ACTION,208.356657066208,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.825128339359253,ACTION,208.356657066208,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,208.356657066208,MooringSystemSupplyChain,12.0,,,
0.0,1.0,Chain Production 1,"13, Manufacture: chain_top_d0.068",25.65790149968382,ACTION,234.0145585658918,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.657901499683817,ACTION,234.0145585658918,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,234.0145585658918,MooringSystemSupplyChain,13.0,,,
0.0,1.0,Chain Production 1,"14, Manufacture: chain_top_d0.068",25.836960187246827,ACTION,259.85151875313863,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.83696018724683,ACTION,259.85151875313863,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,259.85151875313863,MooringSystemSupplyChain,14.0,,,
0.0,1.0,Ropes Production 1,"3, Manufacture: polyester_d0.117",87.6,ACTION,262.79999999999995,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.59999999999997,ACTION,262.79999999999995,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,262.79999999999995,MooringSystemSupplyChain,3.0,,,
0.0,1.0,Chain Production 1,"15, Manufacture: chain_bottom_d0.068",8.31403962435542,ACTION,268.16555837749405,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.314039624355416,ACTION,268.16555837749405,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,268.16555837749405,MooringSystemSupplyChain,15.0,,,
0.0,1.0,Chain Production 1,"16, Manufacture: chain_top_d0.068",25.821155969441005,ACTION,293.98671434693506,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.82115596944101,ACTION,293.98671434693506,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,293.98671434693506,MooringSystemSupplyChain,16.0,,,
0.0,1.0,Chain Production 1,"17, Manufacture: chain_top_d0.068",25.8247798297007,ACTION,319.81149417663573,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.824779829700674,ACTION,319.81149417663573,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,319.81149417663573,MooringSystemSupplyChain,17.0,,,
0.0,1.0,Chain Production 1,"18, Manufacture: chain_top_d0.068",25.94177046864184,ACTION,345.75326464527757,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.941770468641835,ACTION,345.75326464527757,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,345.75326464527757,MooringSystemSupplyChain,18.0,,,
0.0,1.0,Ropes Production 1,"4, Manufacture: polyester_d0.117",87.6,ACTION,350.4,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,350.4,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,350.4,MooringSystemSupplyChain,4.0,,,
0.0,1.0,Chain Production 1,"19, Manufacture: chain_bottom_d0.068",8.866232212982684,ACTION,354.6194968582603,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.866232212982709,ACTION,354.6194968582603,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,354.6194968582603,MooringSystemSupplyChain,19.0,,,
0.0,2.0,Anchors Production 1,"2, Manufacture: suction_anchor_d1.25",182.5,ACTION,365.0,MooringSystemSupplyChain,,,,
0.0,2.0,Anchors Production 2,"2, Manufacture: suction_anchor_d2.21",182.5,ACTION,365.0,MooringSystemSupplyChain,,,,
0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,365.0,MooringSystemSupplyChain,,,,
0.0,,Anchor Transport Vessel,Loading Anchor,0.0,ACTION,365.0,MooringSystemSupplyChain,3.0,,,
0.0,,Anchor Transport Vessel,Loading Anchor,0.0,ACTION,365.0,MooringSystemSupplyChain,4.0,,,
0.0,1.0,Chain Production 1,"20, Manufacture: chain_top_d0.068",25.830813691684714,ACTION,380.450310549945,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.83081369168474,ACTION,380.450310549945,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,380.450310549945,MooringSystemSupplyChain,20.0,,,
0.0,1.0,Chain Production 1,"21, Manufacture: chain_top_d0.068",25.73556085605615,ACTION,406.1858714060012,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.735560856056168,ACTION,406.1858714060012,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,406.1858714060012,MooringSystemSupplyChain,21.0,,,
0.0,1.0,Chain Production 1,"22, Manufacture: chain_bottom_d0.068",8.46577376678439,ACTION,414.65164517278555,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.465773766784366,ACTION,414.65164517278555,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,414.65164517278555,MooringSystemSupplyChain,22.0,,,
0.0,1.0,Chain Production 1,"23, Manufacture: chain_bottom_d0.068",8.63023662399116,ACTION,423.2818817967767,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.630236623991152,ACTION,423.2818817967767,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,423.2818817967767,MooringSystemSupplyChain,23.0,,,
0.0,1.0,Chain Production 1,"24, Manufacture: chain_bottom_d0.068",8.637136505212162,ACTION,431.91901830198884,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.63713650521214,ACTION,431.91901830198884,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,431.91901830198884,MooringSystemSupplyChain,24.0,,,
0.0,1.0,Ropes Production 1,"5, Manufacture: polyester_d0.117",87.6,ACTION,438.0,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,438.0,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,438.0,MooringSystemSupplyChain,5.0,,,
0.0,1.0,Chain Production 1,"25, Manufacture: chain_bottom_d0.068",8.85720144038389,ACTION,440.77621974237275,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.857201440383903,ACTION,440.77621974237275,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,440.77621974237275,MooringSystemSupplyChain,25.0,,,
0.0,1.0,Chain Production 1,"26, Manufacture: chain_top_d0.068",25.94663050190269,ACTION,466.72285024427543,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.94663050190269,ACTION,466.72285024427543,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,466.72285024427543,MooringSystemSupplyChain,26.0,,,
0.0,1.0,Chain Production 1,"27, Manufacture: chain_bottom_d0.068",8.639183315289442,ACTION,475.36203355956485,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.639183315289415,ACTION,475.36203355956485,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,475.36203355956485,MooringSystemSupplyChain,27.0,,,
0.0,1.0,Chain Production 1,"28, Manufacture: chain_bottom_d0.068",8.637799805432117,ACTION,483.99983336499696,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.63779980543211,ACTION,483.99983336499696,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,483.99983336499696,MooringSystemSupplyChain,28.0,,,
0.0,1.0,Chain Production 1,"29, Manufacture: chain_bottom_d0.069",8.213908933491076,ACTION,492.21374229848806,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.213908933491098,ACTION,492.21374229848806,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,492.21374229848806,MooringSystemSupplyChain,29.0,,,
0.0,1.0,Chain Production 1,"30, Manufacture: chain_bottom_d0.069",8.229608788687546,ACTION,500.4433510871756,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.229608788687528,ACTION,500.4433510871756,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,500.4433510871756,MooringSystemSupplyChain,30.0,,,
0.0,1.0,Chain Production 1,"31, Manufacture: chain_bottom_d0.069",8.2466626416602,ACTION,508.69001372883577,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.24666264166018,ACTION,508.69001372883577,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,508.69001372883577,MooringSystemSupplyChain,31.0,,,
0.0,1.0,Ropes Production 1,"6, Manufacture: polyester_d0.117",87.6,ACTION,525.6,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,525.6,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,525.6,MooringSystemSupplyChain,6.0,,,
0.0,1.0,Chain Production 1,"32, Manufacture: chain_top_d0.069",25.640067636524147,ACTION,534.3300813653599,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.640067636524122,ACTION,534.3300813653599,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,534.3300813653599,MooringSystemSupplyChain,32.0,,,
0.0,2.0,Anchors Production 1,"3, Manufacture: suction_anchor_d1.25",182.5,ACTION,547.5,MooringSystemSupplyChain,,,,
0.0,2.0,Anchors Production 2,"3, Manufacture: suction_anchor_d2.21",182.5,ACTION,547.5,MooringSystemSupplyChain,,,,
0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,547.5,MooringSystemSupplyChain,,,,
0.0,,Anchor Transport Vessel,Loading Anchor,0.0,ACTION,547.5,MooringSystemSupplyChain,5.0,,,
0.0,,Anchor Transport Vessel,Loading Anchor,0.0,ACTION,547.5,MooringSystemSupplyChain,6.0,,,
0.0,1.0,Chain Production 1,"33, Manufacture: chain_top_d0.069",25.615223613671844,ACTION,559.9453049790318,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.6152236136719,ACTION,559.9453049790318,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,559.9453049790318,MooringSystemSupplyChain,33.0,,,
0.0,1.0,Chain Production 1,"34, Manufacture: chain_bottom_d0.069",8.020149914408833,ACTION,567.9654548934407,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.020149914408876,ACTION,567.9654548934407,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,567.9654548934407,MooringSystemSupplyChain,34.0,,,
0.0,1.0,Chain Production 1,"35, Manufacture: chain_bottom_d0.069",8.468041550142669,ACTION,576.4334964435833,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.46804155014263,ACTION,576.4334964435833,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,576.4334964435833,MooringSystemSupplyChain,35.0,,,
0.0,1.0,Chain Production 1,"36, Manufacture: chain_top_d0.069",25.60732936725698,ACTION,602.0408258108403,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.607329367256966,ACTION,602.0408258108403,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,602.0408258108403,MooringSystemSupplyChain,36.0,,,
0.0,1.0,Ropes Production 1,"7, Manufacture: polyester_d0.117",87.6,ACTION,613.2,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,613.2,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,613.2,MooringSystemSupplyChain,7.0,,,
0.0,1.0,Chain Production 1,"37, Manufacture: chain_top_d0.069",25.600959878822238,ACTION,627.6417856896625,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.60095987882221,ACTION,627.6417856896625,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,627.6417856896625,MooringSystemSupplyChain,37.0,,,
0.0,1.0,Chain Production 1,"38, Manufacture: chain_top_d0.069",25.510964396981162,ACTION,653.1527500866437,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.510964396981194,ACTION,653.1527500866437,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,653.1527500866437,MooringSystemSupplyChain,38.0,,,
0.0,1.0,Chain Production 1,"39, Manufacture: chain_bottom_d0.069",8.201222585559574,ACTION,661.3539726722032,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.201222585559549,ACTION,661.3539726722032,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,661.3539726722032,MooringSystemSupplyChain,39.0,,,
0.0,1.0,Chain Production 1,"40, Manufacture: chain_top_d0.069",25.62381344372127,ACTION,686.9777861159245,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.623813443721247,ACTION,686.9777861159245,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,686.9777861159245,MooringSystemSupplyChain,40.0,,,
0.0,1.0,Chain Production 1,"41, Manufacture: chain_bottom_d0.069",8.278849556522282,ACTION,695.2566356724467,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.278849556522232,ACTION,695.2566356724467,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,695.2566356724467,MooringSystemSupplyChain,41.0,,,
0.0,1.0,Ropes Production 1,"8, Manufacture: polyester_d0.117",87.6,ACTION,700.8000000000001,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,700.8000000000001,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,700.8000000000001,MooringSystemSupplyChain,8.0,,,
0.0,1.0,Chain Production 1,"42, Manufacture: chain_bottom_d0.069",8.071597257087795,ACTION,703.3282329295345,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.071597257087774,ACTION,703.3282329295345,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,703.3282329295345,MooringSystemSupplyChain,42.0,,,
0.0,1.0,Chain Production 1,"43, Manufacture: chain_bottom_d0.069",8.320348237457077,ACTION,711.6485811669916,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.320348237457097,ACTION,711.6485811669916,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,711.6485811669916,MooringSystemSupplyChain,43.0,,,
0.0,1.0,Chain Production 1,"44, Manufacture: chain_bottom_d0.069",8.265395782000228,ACTION,719.9139769489918,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.265395782000269,ACTION,719.9139769489918,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,719.9139769489918,MooringSystemSupplyChain,44.0,,,
0.0,2.0,Anchors Production 1,"4, Manufacture: suction_anchor_d1.26",182.5,ACTION,730.0,MooringSystemSupplyChain,,,,
0.0,2.0,Anchors Production 2,"4, Manufacture: suction_anchor_d2.22",182.5,ACTION,730.0,MooringSystemSupplyChain,,,,
0.0,1.0,Chain Production 1,"45, Manufacture: chain_top_d0.069",25.53636133694836,ACTION,745.4503382859402,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.536361336948403,ACTION,745.4503382859402,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,745.4503382859402,MooringSystemSupplyChain,45.0,,,
0.0,1.0,Chain Production 1,"46, Manufacture: chain_top_d0.069",25.633266871700837,ACTION,771.083605157641,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.633266871700812,ACTION,771.083605157641,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,771.083605157641,MooringSystemSupplyChain,46.0,,,
0.0,1.0,Ropes Production 1,"9, Manufacture: polyester_d0.117",87.6,ACTION,788.4000000000001,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,788.4000000000001,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,788.4000000000001,MooringSystemSupplyChain,9.0,,,
0.0,1.0,Chain Production 1,"47, Manufacture: chain_top_d0.069",25.73673100638604,ACTION,796.8203361640271,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.736731006386094,ACTION,796.8203361640271,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,796.8203361640271,MooringSystemSupplyChain,47.0,,,
0.0,1.0,Chain Production 1,"48, Manufacture: chain_top_d0.069",25.661105612482633,ACTION,822.4814417765098,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.66110561248263,ACTION,822.4814417765098,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,822.4814417765098,MooringSystemSupplyChain,48.0,,,
0.0,1.0,Chain Production 1,"49, Manufacture: chain_top_d0.07",25.40137547285665,ACTION,847.8828172493664,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,25.40137547285667,ACTION,847.8828172493664,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,847.8828172493664,MooringSystemSupplyChain,49.0,,,
0.0,1.0,Chain Production 1,"50, Manufacture: chain_bottom_d0.07",7.784306454512613,ACTION,855.667123703879,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.784306454512603,ACTION,855.667123703879,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,855.667123703879,MooringSystemSupplyChain,50.0,,,
0.0,1.0,Chain Production 1,"51, Manufacture: chain_bottom_d0.07",8.028700482054026,ACTION,863.695824185933,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,8.028700482053978,ACTION,863.695824185933,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,863.695824185933,MooringSystemSupplyChain,51.0,,,
0.0,1.0,Chain Production 1,"52, Manufacture: chain_bottom_d0.07",7.529451447798109,ACTION,871.2252756337311,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.529451447798124,ACTION,871.2252756337311,MooringSystemSupplyChain,,,,
0.0,,Chain Transport Railcar,Loading Chain,0.0,ACTION,871.2252756337311,MooringSystemSupplyChain,52.0,,,
0.0,1.0,Ropes Production 1,"10, Manufacture: polyester_d0.117",87.6,ACTION,876.0000000000001,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,87.60000000000002,ACTION,876.0000000000001,MooringSystemSupplyChain,,,,
0.0,,Rope Transport Railcar,Loading Rope,0.0,ACTION,876.0000000000001,MooringSystemSupplyChain,10.0,,,
0.0,0.0,Anchor Transport Vessel,Full: Transport Anchors,336.0,ACTION,883.5,MooringSystemSupplyChain,6.0,,,
0.0,,Anchor Transport Vessel,Anchor arrives at Port.,0.0,ACTION,883.5,MooringSystemSupplyChain,6.0,0.0,0.0,40500.0
0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,883.5,MooringSystemSupplyChain,5.0,,1.0,40312.8767996
0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,883.5,MooringSystemSupplyChain,4.0,,2.0,40080.3254171
0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,883.5,MooringSystemSupplyChain,3.0,,3.0,39893.1020171
