,cost,supply_storage,agent,action,duration,level,time,phase,transport_storage,delivered,port_storage,port_area
0,0.0,1.0,Chain Production 1,"1, Manufacture: chain_bottom_d0.083",7.0,ACTION,7.0,MooringSystemSupplyChain,,,,
1,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.0,ACTION,7.0,MooringSystemSupplyChain,,,,
2,0.0,,Chain Transport Railcar,"Loading Chain, 1",0.0,ACTION,7.0,MooringSystemSupplyChain,1.0,,,
3,0.0,1.0,Chain Production 1,"2, Manufacture: chain_bottom_d0.084",6.982499999999999,ACTION,13.982499999999998,MooringSystemSupplyChain,,,,
4,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,6.982499999999998,ACTION,13.982499999999998,MooringSystemSupplyChain,,,,
5,0.0,,Chain Transport Railcar,"Loading Chain, 2",0.0,ACTION,13.982499999999998,MooringSystemSupplyChain,2.0,,,
6,0.0,1.0,Chain Production 1,"3, Manufacture: chain_bottom_d0.096",6.72,ACTION,20.702499999999997,MooringSystemSupplyChain,,,,
7,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,6.719999999999999,ACTION,20.702499999999997,MooringSystemSupplyChain,,,,
8,0.0,,Chain Transport Railcar,"Loading Chain, 3",0.0,ACTION,20.702499999999997,MooringSystemSupplyChain,3.0,,,
9,0.0,1.0,Chain Production 1,"4, Manufacture: chain_bottom_d0.096",6.702499999999999,ACTION,27.404999999999994,MooringSystemSupplyChain,,,,
10,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,6.702499999999997,ACTION,27.404999999999994,MooringSystemSupplyChain,,,,
11,0.0,,Chain Transport Railcar,"Loading Chain, 4",0.0,ACTION,27.404999999999994,MooringSystemSupplyChain,4.0,,,
12,0.0,1.0,Chain Production 1,"5, Manufacture: chain_bottom_d0.071",6.9125,ACTION,34.317499999999995,MooringSystemSupplyChain,,,,
13,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,6.912500000000001,ACTION,34.317499999999995,MooringSystemSupplyChain,,,,
14,0.0,,Chain Transport Railcar,"Loading Chain, 5",0.0,ACTION,34.317499999999995,MooringSystemSupplyChain,5.0,,,
15,0.0,1.0,Chain Production 1,"6, Manufacture: chain_bottom_d0.071",6.9475,ACTION,41.26499999999999,MooringSystemSupplyChain,,,,
16,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,6.947499999999998,ACTION,41.26499999999999,MooringSystemSupplyChain,,,,
17,0.0,,Chain Transport Railcar,"Loading Chain, 6",0.0,ACTION,41.26499999999999,MooringSystemSupplyChain,6.0,,,
18,0.0,1.0,Chain Production 1,"7, Manufacture: chain_bottom_d0.082",7.717499999999999,ACTION,48.982499999999995,MooringSystemSupplyChain,,,,
19,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.717500000000001,ACTION,48.982499999999995,MooringSystemSupplyChain,,,,
20,0.0,,Chain Transport Railcar,"Loading Chain, 7",0.0,ACTION,48.982499999999995,MooringSystemSupplyChain,7.0,,,
21,0.0,1.0,Chain Production 1,"8, Manufacture: chain_bottom_d0.082",7.699999999999999,ACTION,56.68249999999999,MooringSystemSupplyChain,,,,
22,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.699999999999996,ACTION,56.68249999999999,MooringSystemSupplyChain,,,,
23,0.0,,Chain Transport Railcar,"Loading Chain, 8",0.0,ACTION,56.68249999999999,MooringSystemSupplyChain,8.0,,,
24,0.0,1.0,Chain Production 1,"9, Manufacture: chain_bottom_d0.096",7.139999999999999,ACTION,63.82249999999999,MooringSystemSupplyChain,,,,
25,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.140000000000001,ACTION,63.82249999999999,MooringSystemSupplyChain,,,,
26,0.0,,Chain Transport Railcar,"Loading Chain, 9",0.0,ACTION,63.82249999999999,MooringSystemSupplyChain,9.0,,,
27,0.0,1.0,Chain Production 1,"10, Manufacture: chain_bottom_d0.096",7.139999999999999,ACTION,70.96249999999999,MooringSystemSupplyChain,,,,
28,0.0,,Chain Transport Railcar,Delay: Waiting for Chain to load.,7.140000000000001,ACTION,70.96249999999999,MooringSystemSupplyChain,,,,
29,0.0,,Chain Transport Railcar,"Loading Chain, 10",0.0,ACTION,70.96249999999999,MooringSystemSupplyChain,10.0,,,
30,0.0,1.0,Chain Production 1,"11, Manufacture: chain_bottom_d0.069",7.77,ACTION,78.73249999999999,MooringSystemSupplyChain,,,,
31,0.0,2.0,Chain Production 1,"12, Manufacture: chain_bottom_d0.069",7.7875,ACTION,86.51999999999998,MooringSystemSupplyChain,,,,
32,0.0,3.0,Chain Production 1,"13, Manufacture: chain_bottom_d0.081",7.9975,ACTION,94.51749999999998,MooringSystemSupplyChain,,,,
33,0.0,4.0,Chain Production 1,"14, Manufacture: chain_bottom_d0.081",7.9975,ACTION,102.51499999999999,MooringSystemSupplyChain,,,,
34,0.0,5.0,Chain Production 1,"15, Manufacture: chain_bottom_d0.096",7.839999999999999,ACTION,110.35499999999999,MooringSystemSupplyChain,,,,
35,0.0,6.0,Chain Production 1,"16, Manufacture: chain_bottom_d0.097",7.839999999999999,ACTION,118.195,MooringSystemSupplyChain,,,,
36,0.0,7.0,Chain Production 1,"17, Manufacture: chain_bottom_d0.068",8.12,ACTION,126.315,MooringSystemSupplyChain,,,,
37,0.0,8.0,Chain Production 1,"18, Manufacture: chain_bottom_d0.068",8.12,ACTION,134.435,MooringSystemSupplyChain,,,,
38,0.0,9.0,Chain Production 1,"19, Manufacture: chain_bottom_d0.081",7.857499999999999,ACTION,142.2925,MooringSystemSupplyChain,,,,
39,0.0,10.0,Chain Production 1,"20, Manufacture: chain_bottom_d0.082",7.857499999999999,ACTION,150.14999999999998,MooringSystemSupplyChain,,,,
40,0.0,11.0,Chain Production 1,"21, Manufacture: chain_bottom_d0.096",8.032499999999999,ACTION,158.18249999999998,MooringSystemSupplyChain,,,,
41,0.0,12.0,Chain Production 1,"22, Manufacture: chain_bottom_d0.097",8.049999999999999,ACTION,166.2325,MooringSystemSupplyChain,,,,
42,0.0,13.0,Chain Production 1,"23, Manufacture: chain_bottom_d0.068",8.155,ACTION,174.3875,MooringSystemSupplyChain,,,,
43,0.0,1.0,Anchors Production 1,"1, Manufacture: suction_anchor_d2.34",182.5,ACTION,182.5,MooringSystemSupplyChain,,,,
44,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,182.5,MooringSystemSupplyChain,,,,
45,0.0,,Anchor Transport Vessel,"Loading Anchor, 1",0.0,ACTION,182.5,MooringSystemSupplyChain,1.0,,,
46,0.0,14.0,Chain Production 1,"24, Manufacture: chain_bottom_d0.068",8.1375,ACTION,182.52499999999998,MooringSystemSupplyChain,,,,
47,0.0,15.0,Chain Production 1,"25, Manufacture: chain_bottom_d0.082",7.507499999999999,ACTION,190.03249999999997,MooringSystemSupplyChain,,,,
48,0.0,16.0,Chain Production 1,"26, Manufacture: chain_bottom_d0.083",7.507499999999999,ACTION,197.53999999999996,MooringSystemSupplyChain,,,,
49,0.0,17.0,Chain Production 1,"27, Manufacture: chain_bottom_d0.096",7.927499999999999,ACTION,205.46749999999997,MooringSystemSupplyChain,,,,
50,0.0,18.0,Chain Production 1,"28, Manufacture: chain_bottom_d0.097",7.944999999999999,ACTION,213.41249999999997,MooringSystemSupplyChain,,,,
51,0.0,19.0,Chain Production 1,"29, Manufacture: chain_bottom_d0.07",7.577499999999999,ACTION,220.98999999999995,MooringSystemSupplyChain,,,,
52,0.0,1.0,Ropes Production 1,"1, Manufacture: polyester_d0.123",224.9236,ACTION,224.9236,MooringSystemSupplyChain,,,,
53,0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,224.9236,ACTION,224.9236,MooringSystemSupplyChain,,,,
54,0.0,,Rope Transport Railcar,"Loading Rope, 1",0.0,ACTION,224.9236,MooringSystemSupplyChain,1.0,,,
55,0.0,20.0,Chain Production 1,"30, Manufacture: chain_bottom_d0.069",7.594999999999999,ACTION,228.58499999999995,MooringSystemSupplyChain,,,,
56,0.0,21.0,Chain Production 1,"31, Manufacture: chain_bottom_d0.083",7.1925,ACTION,235.77749999999995,MooringSystemSupplyChain,,,,
57,0.0,0.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,238.96249999999998,MooringSystemSupplyChain,10.0,,,
58,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,10.0,0.0,0.0,40500.0
59,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,9.0,,1.0,40492.5
60,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,8.0,,2.0,40485.0
61,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,7.0,,3.0,40477.5
62,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,6.0,,4.0,40470.0
63,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,5.0,,5.0,40462.5
64,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,4.0,,6.0,40455.0
65,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,3.0,,7.0,40447.5
66,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,2.0,,8.0,40440.0
67,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,1.0,,9.0,40432.5
68,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,238.96249999999998,MooringSystemSupplyChain,0.0,,10.0,40425.0
69,0.0,22.0,Chain Production 1,"32, Manufacture: chain_bottom_d0.083",7.21,ACTION,242.98749999999995,MooringSystemSupplyChain,,,,
70,0.0,23.0,Chain Production 1,"33, Manufacture: chain_bottom_d0.096",7.63,ACTION,250.61749999999995,MooringSystemSupplyChain,,,,
71,0.0,24.0,Chain Production 1,"34, Manufacture: chain_bottom_d0.097",7.6475,ACTION,258.26499999999993,MooringSystemSupplyChain,,,,
72,0.0,25.0,Chain Production 1,"35, Manufacture: chain_bottom_d0.071",7.1225,ACTION,265.38749999999993,MooringSystemSupplyChain,,,,
73,0.0,26.0,Chain Production 1,"36, Manufacture: chain_bottom_d0.07",7.1049999999999995,ACTION,272.49249999999995,MooringSystemSupplyChain,,,,
74,0.0,27.0,Chain Production 1,"37, Manufacture: chain_bottom_d0.085",6.194999999999999,ACTION,278.68749999999994,MooringSystemSupplyChain,,,,
75,0.0,28.0,Chain Production 1,"38, Manufacture: chain_bottom_d0.086",6.2299999999999995,ACTION,284.91749999999996,MooringSystemSupplyChain,,,,
76,0.0,29.0,Chain Production 1,"39, Manufacture: chain_bottom_d0.096",7.0,ACTION,291.91749999999996,MooringSystemSupplyChain,,,,
77,0.0,30.0,Chain Production 1,"40, Manufacture: chain_bottom_d0.096",7.0,ACTION,298.91749999999996,MooringSystemSupplyChain,,,,
78,0.0,31.0,Chain Production 1,"41, Manufacture: chain_bottom_d0.074",5.7225,ACTION,304.64,MooringSystemSupplyChain,,,,
79,0.0,32.0,Chain Production 1,"42, Manufacture: chain_bottom_d0.074",5.705,ACTION,310.34499999999997,MooringSystemSupplyChain,,,,
80,0.0,33.0,Chain Production 1,"43, Manufacture: chain_bottom_d0.088",4.935,ACTION,315.28,MooringSystemSupplyChain,,,,
81,0.0,34.0,Chain Production 1,"44, Manufacture: chain_bottom_d0.089",5.005,ACTION,320.28499999999997,MooringSystemSupplyChain,,,,
82,0.0,21.0,Chain Transport Railcar,Empty: Return to supplier.,84.0,ACTION,322.9625,MooringSystemSupplyChain,0.0,10.0,10.0,40425.0
83,0.0,,Chain Transport Railcar,"Loading Chain, 11",0.0,ACTION,322.9625,MooringSystemSupplyChain,1.0,,,
84,0.0,,Chain Transport Railcar,"Loading Chain, 12",0.0,ACTION,322.9625,MooringSystemSupplyChain,2.0,,,
85,0.0,,Chain Transport Railcar,"Loading Chain, 13",0.0,ACTION,322.9625,MooringSystemSupplyChain,3.0,,,
86,0.0,,Chain Transport Railcar,"Loading Chain, 14",0.0,ACTION,322.9625,MooringSystemSupplyChain,4.0,,,
87,0.0,,Chain Transport Railcar,"Loading Chain, 15",0.0,ACTION,322.9625,MooringSystemSupplyChain,5.0,,,
88,0.0,,Chain Transport Railcar,"Loading Chain, 16",0.0,ACTION,322.9625,MooringSystemSupplyChain,6.0,,,
89,0.0,,Chain Transport Railcar,"Loading Chain, 17",0.0,ACTION,322.9625,MooringSystemSupplyChain,7.0,,,
90,0.0,,Chain Transport Railcar,"Loading Chain, 18",0.0,ACTION,322.9625,MooringSystemSupplyChain,8.0,,,
91,0.0,,Chain Transport Railcar,"Loading Chain, 19",0.0,ACTION,322.9625,MooringSystemSupplyChain,9.0,,,
92,0.0,,Chain Transport Railcar,"Loading Chain, 20",0.0,ACTION,322.9625,MooringSystemSupplyChain,10.0,,,
93,0.0,35.0,Chain Production 1,"45, Manufacture: chain_bottom_d0.096",5.739999999999999,ACTION,326.025,MooringSystemSupplyChain,,,,
94,0.0,26.0,Chain Production 1,"46, Manufacture: chain_bottom_d0.096",5.7225,ACTION,331.7475,MooringSystemSupplyChain,,,,
95,0.0,27.0,Chain Production 1,"47, Manufacture: chain_bottom_d0.078",4.182499999999999,ACTION,335.93,MooringSystemSupplyChain,,,,
96,0.0,28.0,Chain Production 1,"48, Manufacture: chain_bottom_d0.077",4.13,ACTION,340.06,MooringSystemSupplyChain,,,,
97,0.0,29.0,Chain Production 1,"49, Manufacture: chain_bottom_d0.097",6.93,ACTION,346.99,MooringSystemSupplyChain,,,,
98,0.0,30.0,Chain Production 1,"50, Manufacture: chain_bottom_d0.095",6.93,ACTION,353.92,MooringSystemSupplyChain,,,,
99,0.0,31.0,Chain Production 1,"51, Manufacture: chain_bottom_d0.072",7.262499999999999,ACTION,361.1825,MooringSystemSupplyChain,,,,
100,0.0,1.0,Anchors Production 1,"2, Manufacture: suction_anchor_d2.59",182.5,ACTION,365.0,MooringSystemSupplyChain,,,,
101,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,365.0,MooringSystemSupplyChain,,,,
102,0.0,,Anchor Transport Vessel,"Loading Anchor, 2",0.0,ACTION,365.0,MooringSystemSupplyChain,2.0,,,
103,0.0,32.0,Chain Production 1,"52, Manufacture: chain_bottom_d0.073",7.262499999999999,ACTION,368.445,MooringSystemSupplyChain,,,,
104,0.0,33.0,Chain Production 1,"53, Manufacture: chain_bottom_d0.091",7.262499999999999,ACTION,375.7075,MooringSystemSupplyChain,,,,
105,0.0,34.0,Chain Production 1,"54, Manufacture: chain_bottom_d0.092",7.244999999999999,ACTION,382.9525,MooringSystemSupplyChain,,,,
106,0.0,35.0,Chain Production 1,"55, Manufacture: chain_bottom_d0.098",7.35,ACTION,390.3025,MooringSystemSupplyChain,,,,
107,0.0,36.0,Chain Production 1,"56, Manufacture: chain_bottom_d0.096",7.385,ACTION,397.6875,MooringSystemSupplyChain,,,,
108,0.0,37.0,Chain Production 1,"57, Manufacture: chain_bottom_d0.071",7.839999999999999,ACTION,405.5275,MooringSystemSupplyChain,,,,
109,0.0,38.0,Chain Production 1,"58, Manufacture: chain_bottom_d0.072",7.839999999999999,ACTION,413.36749999999995,MooringSystemSupplyChain,,,,
110,0.0,39.0,Chain Production 1,"59, Manufacture: chain_bottom_d0.091",7.489999999999999,ACTION,420.85749999999996,MooringSystemSupplyChain,,,,
111,0.0,40.0,Chain Production 1,"60, Manufacture: chain_bottom_d0.092",7.4725,ACTION,428.33,MooringSystemSupplyChain,,,,
112,0.0,41.0,Chain Production 1,"61, Manufacture: chain_bottom_d0.098",7.8925,ACTION,436.22249999999997,MooringSystemSupplyChain,,,,
113,0.0,42.0,Chain Production 1,"62, Manufacture: chain_bottom_d0.096",7.91,ACTION,444.1325,MooringSystemSupplyChain,,,,
114,0.0,1.0,Ropes Production 1,"2, Manufacture: polyester_d0.123",225.03580000000002,ACTION,449.9594,MooringSystemSupplyChain,,,,
115,0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,225.03580000000002,ACTION,449.9594,MooringSystemSupplyChain,,,,
116,0.0,,Rope Transport Railcar,"Loading Rope, 2",0.0,ACTION,449.9594,MooringSystemSupplyChain,2.0,,,
117,0.0,43.0,Chain Production 1,"63, Manufacture: chain_bottom_d0.071",7.944999999999999,ACTION,452.0775,MooringSystemSupplyChain,,,,
118,0.0,44.0,Chain Production 1,"64, Manufacture: chain_bottom_d0.072",7.944999999999999,ACTION,460.0225,MooringSystemSupplyChain,,,,
119,0.0,45.0,Chain Production 1,"65, Manufacture: chain_bottom_d0.091",7.927499999999999,ACTION,467.95,MooringSystemSupplyChain,,,,
120,0.0,46.0,Chain Production 1,"66, Manufacture: chain_bottom_d0.092",7.91,ACTION,475.86,MooringSystemSupplyChain,,,,
121,0.0,47.0,Chain Production 1,"67, Manufacture: chain_bottom_d0.098",7.927499999999999,ACTION,483.7875,MooringSystemSupplyChain,,,,
122,0.0,24.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,490.9625,MooringSystemSupplyChain,10.0,,,
123,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,490.9625,MooringSystemSupplyChain,10.0,10.0,10.0,40425.0
124,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,9.0,,11.0,40417.5
125,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,8.0,,12.0,40410.0
126,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,7.0,,13.0,40402.5
127,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,6.0,,14.0,40395.0
128,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,5.0,,15.0,40387.5
129,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,4.0,,16.0,40380.0
130,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,3.0,,17.0,40372.5
131,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,2.0,,18.0,40365.0
132,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,1.0,,19.0,40357.5
133,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,490.9625,MooringSystemSupplyChain,0.0,,20.0,40350.0
134,0.0,48.0,Chain Production 1,"68, Manufacture: chain_bottom_d0.096",7.927499999999999,ACTION,491.71500000000003,MooringSystemSupplyChain,,,,
135,0.0,49.0,Chain Production 1,"69, Manufacture: chain_bottom_d0.071",7.752499999999999,ACTION,499.46750000000003,MooringSystemSupplyChain,,,,
136,0.0,50.0,Chain Production 1,"70, Manufacture: chain_bottom_d0.072",7.752499999999999,ACTION,507.22,MooringSystemSupplyChain,,,,
137,0.0,51.0,Chain Production 1,"71, Manufacture: chain_bottom_d0.091",7.91,ACTION,515.13,MooringSystemSupplyChain,,,,
138,0.0,52.0,Chain Production 1,"72, Manufacture: chain_bottom_d0.092",7.927499999999999,ACTION,523.0575,MooringSystemSupplyChain,,,,
139,0.0,53.0,Chain Production 1,"73, Manufacture: chain_bottom_d0.098",7.664999999999999,ACTION,530.7225,MooringSystemSupplyChain,,,,
140,0.0,54.0,Chain Production 1,"74, Manufacture: chain_bottom_d0.096",7.6475,ACTION,538.37,MooringSystemSupplyChain,,,,
141,0.0,55.0,Chain Production 1,"75, Manufacture: chain_bottom_d0.072",7.402499999999999,ACTION,545.7725,MooringSystemSupplyChain,,,,
142,0.0,1.0,Anchors Production 1,"3, Manufacture: suction_anchor_d2.59",182.5,ACTION,547.5,MooringSystemSupplyChain,,,,
143,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,547.5,MooringSystemSupplyChain,,,,
144,0.0,,Anchor Transport Vessel,"Loading Anchor, 3",0.0,ACTION,547.5,MooringSystemSupplyChain,3.0,,,
145,0.0,56.0,Chain Production 1,"76, Manufacture: chain_bottom_d0.072",7.402499999999999,ACTION,553.1750000000001,MooringSystemSupplyChain,,,,
146,0.0,57.0,Chain Production 1,"77, Manufacture: chain_bottom_d0.091",7.699999999999999,ACTION,560.8750000000001,MooringSystemSupplyChain,,,,
147,0.0,58.0,Chain Production 1,"78, Manufacture: chain_bottom_d0.092",7.699999999999999,ACTION,568.5750000000002,MooringSystemSupplyChain,,,,
148,0.0,47.0,Chain Transport Railcar,Empty: Return to supplier.,84.0,ACTION,574.9625,MooringSystemSupplyChain,0.0,20.0,20.0,40350.0
149,0.0,,Chain Transport Railcar,"Loading Chain, 21",0.0,ACTION,574.9625,MooringSystemSupplyChain,1.0,,,
150,0.0,,Chain Transport Railcar,"Loading Chain, 22",0.0,ACTION,574.9625,MooringSystemSupplyChain,2.0,,,
151,0.0,,Chain Transport Railcar,"Loading Chain, 23",0.0,ACTION,574.9625,MooringSystemSupplyChain,3.0,,,
152,0.0,,Chain Transport Railcar,"Loading Chain, 24",0.0,ACTION,574.9625,MooringSystemSupplyChain,4.0,,,
153,0.0,,Chain Transport Railcar,"Loading Chain, 25",0.0,ACTION,574.9625,MooringSystemSupplyChain,5.0,,,
154,0.0,,Chain Transport Railcar,"Loading Chain, 26",0.0,ACTION,574.9625,MooringSystemSupplyChain,6.0,,,
155,0.0,,Chain Transport Railcar,"Loading Chain, 27",0.0,ACTION,574.9625,MooringSystemSupplyChain,7.0,,,
156,0.0,,Chain Transport Railcar,"Loading Chain, 28",0.0,ACTION,574.9625,MooringSystemSupplyChain,8.0,,,
157,0.0,,Chain Transport Railcar,"Loading Chain, 29",0.0,ACTION,574.9625,MooringSystemSupplyChain,9.0,,,
158,0.0,,Chain Transport Railcar,"Loading Chain, 30",0.0,ACTION,574.9625,MooringSystemSupplyChain,10.0,,,
159,0.0,59.0,Chain Production 1,"79, Manufacture: chain_bottom_d0.098",7.385,ACTION,575.9600000000002,MooringSystemSupplyChain,,,,
160,0.0,50.0,Chain Production 1,"80, Manufacture: chain_bottom_d0.096",7.385,ACTION,583.3450000000001,MooringSystemSupplyChain,,,,
161,0.0,51.0,Chain Production 1,"81, Manufacture: chain_bottom_d0.073",6.8774999999999995,ACTION,590.2225000000002,MooringSystemSupplyChain,,,,
162,0.0,52.0,Chain Production 1,"82, Manufacture: chain_bottom_d0.073",6.8774999999999995,ACTION,597.1000000000003,MooringSystemSupplyChain,,,,
163,0.0,53.0,Chain Production 1,"83, Manufacture: chain_bottom_d0.091",7.35,ACTION,604.4500000000003,MooringSystemSupplyChain,,,,
164,0.0,54.0,Chain Production 1,"84, Manufacture: chain_bottom_d0.092",7.3675,ACTION,611.8175000000002,MooringSystemSupplyChain,,,,
165,0.0,55.0,Chain Production 1,"85, Manufacture: chain_bottom_d0.097",6.72,ACTION,618.5375000000003,MooringSystemSupplyChain,,,,
166,0.0,56.0,Chain Production 1,"86, Manufacture: chain_bottom_d0.095",6.6850000000000005,ACTION,625.2225000000002,MooringSystemSupplyChain,,,,
167,0.0,57.0,Chain Production 1,"87, Manufacture: chain_bottom_d0.074",6.0725,ACTION,631.2950000000002,MooringSystemSupplyChain,,,,
168,0.0,58.0,Chain Production 1,"88, Manufacture: chain_bottom_d0.074",6.0725,ACTION,637.3675000000002,MooringSystemSupplyChain,,,,
169,0.0,59.0,Chain Production 1,"89, Manufacture: chain_bottom_d0.091",6.755,ACTION,644.1225000000002,MooringSystemSupplyChain,,,,
170,0.0,60.0,Chain Production 1,"90, Manufacture: chain_bottom_d0.092",6.7725,ACTION,650.8950000000002,MooringSystemSupplyChain,,,,
171,0.0,61.0,Chain Production 1,"91, Manufacture: chain_bottom_d0.097",5.669999999999999,ACTION,656.5650000000002,MooringSystemSupplyChain,,,,
172,0.0,62.0,Chain Production 1,"92, Manufacture: chain_bottom_d0.095",5.635,ACTION,662.2000000000002,MooringSystemSupplyChain,,,,
173,0.0,63.0,Chain Production 1,"93, Manufacture: chain_bottom_d0.075",4.865,ACTION,667.0650000000002,MooringSystemSupplyChain,,,,
174,0.0,64.0,Chain Production 1,"94, Manufacture: chain_bottom_d0.076",4.882499999999999,ACTION,671.9475000000002,MooringSystemSupplyChain,,,,
175,0.0,1.0,Ropes Production 1,"3, Manufacture: polyester_d0.123",227.2985,ACTION,677.2579000000001,MooringSystemSupplyChain,,,,
176,0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,227.29850000000005,ACTION,677.2579000000001,MooringSystemSupplyChain,,,,
177,0.0,,Rope Transport Railcar,"Loading Rope, 3",0.0,ACTION,677.2579000000001,MooringSystemSupplyChain,3.0,,,
178,0.0,65.0,Chain Production 1,"95, Manufacture: chain_bottom_d0.091",5.8625,ACTION,677.8100000000002,MooringSystemSupplyChain,,,,
179,0.0,66.0,Chain Production 1,"96, Manufacture: chain_bottom_d0.092",5.88,ACTION,683.6900000000002,MooringSystemSupplyChain,,,,
180,0.0,67.0,Chain Production 1,"97, Manufacture: chain_bottom_d0.081",7.77,ACTION,691.4600000000002,MooringSystemSupplyChain,,,,
181,0.0,68.0,Chain Production 1,"98, Manufacture: chain_bottom_d0.082",7.7875,ACTION,699.2475000000002,MooringSystemSupplyChain,,,,
182,0.0,69.0,Chain Production 1,"99, Manufacture: chain_bottom_d0.096",7.4725,ACTION,706.7200000000001,MooringSystemSupplyChain,,,,
183,0.0,70.0,Chain Production 1,"100, Manufacture: chain_bottom_d0.096",7.455,ACTION,714.1750000000002,MooringSystemSupplyChain,,,,
184,0.0,71.0,Chain Production 1,"101, Manufacture: chain_bottom_d0.07",7.3325,ACTION,721.5075000000002,MooringSystemSupplyChain,,,,
185,0.0,72.0,Chain Production 1,"102, Manufacture: chain_bottom_d0.07",7.3325,ACTION,728.8400000000001,MooringSystemSupplyChain,,,,
186,0.0,1.0,Anchors Production 1,"4, Manufacture: suction_anchor_d2.34",182.5,ACTION,730.0,MooringSystemSupplyChain,,,,
187,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,730.0,MooringSystemSupplyChain,,,,
188,0.0,,Anchor Transport Vessel,"Loading Anchor, 4",0.0,ACTION,730.0,MooringSystemSupplyChain,4.0,,,
189,0.0,73.0,Chain Production 1,"103, Manufacture: chain_bottom_d0.081",8.014999999999999,ACTION,736.8550000000001,MooringSystemSupplyChain,,,,
190,0.0,48.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,742.9625,MooringSystemSupplyChain,10.0,,,
191,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,742.9625,MooringSystemSupplyChain,10.0,20.0,20.0,40350.0
192,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,742.9625,MooringSystemSupplyChain,9.0,,21.0,40342.5
193,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,742.9625,MooringSystemSupplyChain,8.0,,22.0,40335.0
