,cost,supply_storage,agent,action,duration,level,time,phase,transport_storage,delivered,port_storage,port_area
946,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4522.9625,MooringSystemSupplyChain,3.0,,205.0,35036.9923971
947,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4522.9625,MooringSystemSupplyChain,2.0,,206.0,35029.4923971
948,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4522.9625,MooringSystemSupplyChain,1.0,,207.0,35021.9923971
949,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4522.9625,MooringSystemSupplyChain,0.0,,208.0,35014.4923971
950,0.0,176.0,Chain Production 1,"356, Manufacture: chain_top_d0.081",24.184999999999995,ACTION,4534.127500000002,MooringSystemSupplyChain,,,,
951,0.0,177.0,Chain Production 1,"357, Manufacture: chain_top_d0.096",24.237499999999997,ACTION,4558.3650000000025,MooringSystemSupplyChain,,,,
952,0.0,1.0,Anchors Production 1,"25, Manufacture: suction_anchor_d2.33",182.5,ACTION,4566.5,MooringSystemSupplyChain,,,,
953,0.0,178.0,Chain Production 1,"358, Manufacture: chain_top_d0.097",24.237499999999997,ACTION,4582.602500000003,MooringSystemSupplyChain,,,,
954,0.0,179.0,Chain Production 1,"359, Manufacture: chain_top_d0.069",24.15,ACTION,4606.752500000002,MooringSystemSupplyChain,,,,
955,0.0,175.0,Chain Transport Railcar,Empty: Return to supplier.,84.0,ACTION,4606.9625,MooringSystemSupplyChain,0.0,180.0,208.0,35014.4923971
956,0.0,,Chain Transport Railcar,"Loading Chain, 181",0.0,ACTION,4606.9625,MooringSystemSupplyChain,1.0,,,
957,0.0,,Chain Transport Railcar,"Loading Chain, 182",0.0,ACTION,4606.9625,MooringSystemSupplyChain,2.0,,,
958,0.0,,Chain Transport Railcar,"Loading Chain, 183",0.0,ACTION,4606.9625,MooringSystemSupplyChain,3.0,,,
959,0.0,,Chain Transport Railcar,"Loading Chain, 184",0.0,ACTION,4606.9625,MooringSystemSupplyChain,4.0,,,
960,0.0,,Chain Transport Railcar,"Loading Chain, 185",0.0,ACTION,4606.9625,MooringSystemSupplyChain,5.0,,,
961,0.0,,Chain Transport Railcar,"Loading Chain, 186",0.0,ACTION,4606.9625,MooringSystemSupplyChain,6.0,,,
962,0.0,,Chain Transport Railcar,"Loading Chain, 187",0.0,ACTION,4606.9625,MooringSystemSupplyChain,7.0,,,
963,0.0,,Chain Transport Railcar,"Loading Chain, 188",0.0,ACTION,4606.9625,MooringSystemSupplyChain,8.0,,,
964,0.0,,Chain Transport Railcar,"Loading Chain, 189",0.0,ACTION,4606.9625,MooringSystemSupplyChain,9.0,,,
965,0.0,,Chain Transport Railcar,"Loading Chain, 190",0.0,ACTION,4606.9625,MooringSystemSupplyChain,10.0,,,
966,0.0,180.0,Chain Production 1,"360, Manufacture: chain_top_d0.068",24.1325,ACTION,4630.885000000002,MooringSystemSupplyChain,,,,
967,0.0,1.0,Ropes Production 1,"21, Manufacture: polyester_d0.123",217.53709999999998,ACTION,4641.8261999999995,MooringSystemSupplyChain,,,,
968,0.0,171.0,Chain Production 1,"361, Manufacture: chain_top_d0.082",24.0275,ACTION,4654.912500000002,MooringSystemSupplyChain,,,,
969,0.0,172.0,Chain Production 1,"362, Manufacture: chain_top_d0.082",24.0275,ACTION,4678.940000000002,MooringSystemSupplyChain,,,,
970,0.0,173.0,Chain Production 1,"363, Manufacture: chain_top_d0.096",24.115000000000002,ACTION,4703.055000000002,MooringSystemSupplyChain,,,,
971,0.0,0.0,Anchor Transport Vessel,Full: Transport Anchors,336.0,ACTION,4720.0,MooringSystemSupplyChain,6.0,,,
972,0.0,,Anchor Transport Vessel,Anchor arrives at Port.,0.0,ACTION,4720.0,MooringSystemSupplyChain,6.0,18.0,208.0,35014.4923971
973,0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,4720.0,MooringSystemSupplyChain,5.0,,209.0,34785.333289300004
974,0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,4720.0,MooringSystemSupplyChain,4.0,,210.0,34545.5774392
975,0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,4720.0,MooringSystemSupplyChain,3.0,,211.0,34361.0514247
976,0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,4720.0,MooringSystemSupplyChain,2.0,,212.0,34176.6254243
977,0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,4720.0,MooringSystemSupplyChain,1.0,,213.0,33981.5989043
978,0.0,,Anchor Transport Vessel,Unload Anchor at Port Laydown.,0.0,ACTION,4720.0,MooringSystemSupplyChain,0.0,,214.0,33809.1739063
979,0.0,174.0,Chain Production 1,"364, Manufacture: chain_top_d0.097",24.115000000000002,ACTION,4727.170000000002,MooringSystemSupplyChain,,,,
980,0.0,2.0,Anchors Production 1,"26, Manufacture: suction_anchor_d2.33",182.5,ACTION,4749.0,MooringSystemSupplyChain,,,,
981,0.0,175.0,Chain Production 1,"365, Manufacture: chain_top_d0.07",24.009999999999998,ACTION,4751.180000000002,MooringSystemSupplyChain,,,,
982,0.0,0.0,Rope Transport Railcar,Full: Transport Ropes,336.0,ACTION,4760.2891,MooringSystemSupplyChain,10.0,,,
983,0.0,,Rope Transport Railcar,Rope arrives at Port.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,10.0,10.0,214.0,33809.1739063
984,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,9.0,,215.0,33802.4239063
985,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,8.0,,216.0,33795.6739063
986,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,7.0,,217.0,33788.9239063
987,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,6.0,,218.0,33782.1739063
988,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,5.0,,219.0,33775.4239063
989,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,4.0,,220.0,33768.6739063
990,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,3.0,,221.0,33761.9239063
991,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,2.0,,222.0,33755.1739063
992,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,1.0,,223.0,33748.4239063
993,0.0,,Rope Transport Railcar,Unload Rope at Port Laydown.,0.0,ACTION,4760.2891,MooringSystemSupplyChain,0.0,,224.0,33741.6739063
994,0.0,169.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,4774.9625,MooringSystemSupplyChain,10.0,,,
995,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,10.0,180.0,224.0,33741.6739063
996,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,9.0,,225.0,33734.1739063
997,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,8.0,,226.0,33726.6739063
998,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,7.0,,227.0,33719.1739063
999,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,6.0,,228.0,33711.6739063
1000,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,5.0,,229.0,33704.1739063
1001,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,4.0,,230.0,33696.6739063
1002,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,3.0,,231.0,33689.1739063
1003,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,2.0,,232.0,33681.6739063
1004,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,1.0,,233.0,33674.1739063
1005,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,4774.9625,MooringSystemSupplyChain,0.0,,234.0,33666.6739063
1006,0.0,176.0,Chain Production 1,"366, Manufacture: chain_top_d0.069",24.009999999999998,ACTION,4775.190000000002,MooringSystemSupplyChain,,,,
1007,0.0,177.0,Chain Production 1,"367, Manufacture: chain_top_d0.083",23.7825,ACTION,4798.972500000003,MooringSystemSupplyChain,,,,
1008,0.0,178.0,Chain Production 1,"368, Manufacture: chain_top_d0.084",23.7825,ACTION,4822.755000000003,MooringSystemSupplyChain,,,,
1009,0.0,179.0,Chain Production 1,"369, Manufacture: chain_top_d0.096",23.9575,ACTION,4846.712500000003,MooringSystemSupplyChain,,,,
1010,0.0,175.0,Chain Transport Railcar,Empty: Return to supplier.,84.0,ACTION,4858.9625,MooringSystemSupplyChain,0.0,190.0,234.0,33666.6739063
1011,0.0,,Chain Transport Railcar,"Loading Chain, 191",0.0,ACTION,4858.9625,MooringSystemSupplyChain,1.0,,,
1012,0.0,,Chain Transport Railcar,"Loading Chain, 192",0.0,ACTION,4858.9625,MooringSystemSupplyChain,2.0,,,
1013,0.0,,Chain Transport Railcar,"Loading Chain, 193",0.0,ACTION,4858.9625,MooringSystemSupplyChain,3.0,,,
1014,0.0,,Chain Transport Railcar,"Loading Chain, 194",0.0,ACTION,4858.9625,MooringSystemSupplyChain,4.0,,,
1015,0.0,,Chain Transport Railcar,"Loading Chain, 195",0.0,ACTION,4858.9625,MooringSystemSupplyChain,5.0,,,
1016,0.0,,Chain Transport Railcar,"Loading Chain, 196",0.0,ACTION,4858.9625,MooringSystemSupplyChain,6.0,,,
1017,0.0,,Chain Transport Railcar,"Loading Chain, 197",0.0,ACTION,4858.9625,MooringSystemSupplyChain,7.0,,,
1018,0.0,,Chain Transport Railcar,"Loading Chain, 198",0.0,ACTION,4858.9625,MooringSystemSupplyChain,8.0,,,
1019,0.0,,Chain Transport Railcar,"Loading Chain, 199",0.0,ACTION,4858.9625,MooringSystemSupplyChain,9.0,,,
1020,0.0,,Chain Transport Railcar,"Loading Chain, 200",0.0,ACTION,4858.9625,MooringSystemSupplyChain,10.0,,,
1021,0.0,2.0,Ropes Production 1,"22, Manufacture: polyester_d0.123",217.4997,ACTION,4859.3259,MooringSystemSupplyChain,,,,
1022,0.0,180.0,Chain Production 1,"370, Manufacture: chain_top_d0.096",23.9575,ACTION,4870.670000000004,MooringSystemSupplyChain,,,,
1023,0.0,1.0,Anchor Transport Vessel,Empty: Return to supplier.,168.0,ACTION,4888.0,MooringSystemSupplyChain,0.0,24.0,214.0,33809.1739063
1024,0.0,,Anchor Transport Vessel,"Loading Anchor, 25",0.0,ACTION,4888.0,MooringSystemSupplyChain,1.0,,,
1025,0.0,,Anchor Transport Vessel,"Loading Anchor, 26",0.0,ACTION,4888.0,MooringSystemSupplyChain,2.0,,,
1026,0.0,171.0,Chain Production 1,"371, Manufacture: chain_top_d0.071",23.7825,ACTION,4894.452500000004,MooringSystemSupplyChain,,,,
1027,0.0,172.0,Chain Production 1,"372, Manufacture: chain_top_d0.07",23.7825,ACTION,4918.235000000004,MooringSystemSupplyChain,,,,
1028,0.0,1.0,Rope Transport Railcar,Empty: Return to supplier.,168.0,ACTION,4928.2891,MooringSystemSupplyChain,0.0,20.0,224.0,33741.6739063
1029,0.0,,Rope Transport Railcar,"Loading Rope, 21",0.0,ACTION,4928.2891,MooringSystemSupplyChain,1.0,,,
1030,0.0,,Rope Transport Railcar,"Loading Rope, 22",0.0,ACTION,4928.2891,MooringSystemSupplyChain,2.0,,,
1031,0.0,3.0,Anchors Production 1,"27, Manufacture: suction_anchor_d2.32",182.5,ACTION,4931.5,MooringSystemSupplyChain,,,,
1032,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,43.5,ACTION,4931.5,MooringSystemSupplyChain,,,,
1033,0.0,,Anchor Transport Vessel,"Loading Anchor, 27",0.0,ACTION,4931.5,MooringSystemSupplyChain,3.0,,,
1034,0.0,,Anchors Production 1,Reset Machine.,0.5,ACTION,4932.0,MooringSystemSupplyChain,,,,
1035,0.0,173.0,Chain Production 1,"373, Manufacture: chain_top_d0.085",23.484999999999996,ACTION,4941.720000000004,MooringSystemSupplyChain,,,,
1036,0.0,174.0,Chain Production 1,"374, Manufacture: chain_top_d0.085",23.484999999999996,ACTION,4965.205000000004,MooringSystemSupplyChain,,,,
1037,0.0,175.0,Chain Production 1,"375, Manufacture: chain_top_d0.096",23.7125,ACTION,4988.917500000003,MooringSystemSupplyChain,,,,
1038,0.0,176.0,Chain Production 1,"376, Manufacture: chain_top_d0.096",23.7125,ACTION,5012.630000000003,MooringSystemSupplyChain,,,,
1039,0.0,169.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,5026.9625,MooringSystemSupplyChain,10.0,,,
1040,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,10.0,190.0,234.0,33666.6739063
1041,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,9.0,,235.0,33659.1739063
1042,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,8.0,,236.0,33651.6739063
1043,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,7.0,,237.0,33644.1739063
1044,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,6.0,,238.0,33636.6739063
1045,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,5.0,,239.0,33629.1739063
1046,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,4.0,,240.0,33621.6739063
1047,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,3.0,,241.0,33614.1739063
1048,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,2.0,,242.0,33606.6739063
1049,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,1.0,,243.0,33599.1739063
1050,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5026.9625,MooringSystemSupplyChain,0.0,,244.0,33591.6739063
1051,0.0,177.0,Chain Production 1,"377, Manufacture: chain_top_d0.073",23.467499999999998,ACTION,5036.097500000003,MooringSystemSupplyChain,,,,
1052,0.0,178.0,Chain Production 1,"378, Manufacture: chain_top_d0.072",23.45,ACTION,5059.547500000002,MooringSystemSupplyChain,,,,
1053,0.0,3.0,Ropes Production 1,"23, Manufacture: polyester_d0.123",216.3029,ACTION,5075.6287999999995,MooringSystemSupplyChain,,,,
1054,0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,147.33969999999954,ACTION,5075.6287999999995,MooringSystemSupplyChain,,,,
1055,0.0,,Rope Transport Railcar,"Loading Rope, 23",0.0,ACTION,5075.6287999999995,MooringSystemSupplyChain,3.0,,,
1056,0.0,179.0,Chain Production 1,"379, Manufacture: chain_top_d0.086",23.134999999999998,ACTION,5082.682500000003,MooringSystemSupplyChain,,,,
1057,0.0,180.0,Chain Production 1,"380, Manufacture: chain_top_d0.087",23.1525,ACTION,5105.835000000003,MooringSystemSupplyChain,,,,
1058,0.0,176.0,Chain Transport Railcar,Empty: Return to supplier.,84.0,ACTION,5110.9625,MooringSystemSupplyChain,0.0,200.0,244.0,33591.6739063
1059,0.0,,Chain Transport Railcar,"Loading Chain, 201",0.0,ACTION,5110.9625,MooringSystemSupplyChain,1.0,,,
1060,0.0,,Chain Transport Railcar,"Loading Chain, 202",0.0,ACTION,5110.9625,MooringSystemSupplyChain,2.0,,,
1061,0.0,,Chain Transport Railcar,"Loading Chain, 203",0.0,ACTION,5110.9625,MooringSystemSupplyChain,3.0,,,
1062,0.0,,Chain Transport Railcar,"Loading Chain, 204",0.0,ACTION,5110.9625,MooringSystemSupplyChain,4.0,,,
1063,0.0,,Chain Transport Railcar,"Loading Chain, 205",0.0,ACTION,5110.9625,MooringSystemSupplyChain,5.0,,,
1064,0.0,,Chain Transport Railcar,"Loading Chain, 206",0.0,ACTION,5110.9625,MooringSystemSupplyChain,6.0,,,
1065,0.0,,Chain Transport Railcar,"Loading Chain, 207",0.0,ACTION,5110.9625,MooringSystemSupplyChain,7.0,,,
1066,0.0,,Chain Transport Railcar,"Loading Chain, 208",0.0,ACTION,5110.9625,MooringSystemSupplyChain,8.0,,,
1067,0.0,,Chain Transport Railcar,"Loading Chain, 209",0.0,ACTION,5110.9625,MooringSystemSupplyChain,9.0,,,
1068,0.0,,Chain Transport Railcar,"Loading Chain, 210",0.0,ACTION,5110.9625,MooringSystemSupplyChain,10.0,,,
1069,0.0,1.0,Anchors Production 1,"28, Manufacture: suction_anchor_d1.34",182.5,ACTION,5114.5,MooringSystemSupplyChain,,,,
1070,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,183.0,ACTION,5114.5,MooringSystemSupplyChain,,,,
1071,0.0,,Anchor Transport Vessel,"Loading Anchor, 28",0.0,ACTION,5114.5,MooringSystemSupplyChain,4.0,,,
1072,0.0,181.0,Chain Production 1,"381, Manufacture: chain_top_d0.096",23.38,ACTION,5129.215000000003,MooringSystemSupplyChain,,,,
1073,0.0,172.0,Chain Production 1,"382, Manufacture: chain_top_d0.096",23.38,ACTION,5152.595000000003,MooringSystemSupplyChain,,,,
1074,0.0,173.0,Chain Production 1,"383, Manufacture: chain_top_d0.075",23.065,ACTION,5175.660000000003,MooringSystemSupplyChain,,,,
1075,0.0,174.0,Chain Production 1,"384, Manufacture: chain_top_d0.075",23.047499999999996,ACTION,5198.707500000002,MooringSystemSupplyChain,,,,
1076,0.0,175.0,Chain Production 1,"385, Manufacture: chain_top_d0.098",24.1325,ACTION,5222.840000000002,MooringSystemSupplyChain,,,,
1077,0.0,176.0,Chain Production 1,"386, Manufacture: chain_top_d0.096",24.1325,ACTION,5246.972500000002,MooringSystemSupplyChain,,,,
1078,0.0,177.0,Chain Production 1,"387, Manufacture: chain_top_d0.071",24.29,ACTION,5271.262500000002,MooringSystemSupplyChain,,,,
1079,0.0,170.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,5278.9625,MooringSystemSupplyChain,10.0,,,
1080,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,10.0,200.0,244.0,33591.6739063
1081,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,9.0,,245.0,33584.1739063
1082,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,8.0,,246.0,33576.6739063
1083,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,7.0,,247.0,33569.1739063
1084,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,6.0,,248.0,33561.6739063
1085,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,5.0,,249.0,33554.1739063
1086,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,4.0,,250.0,33546.6739063
1087,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,3.0,,251.0,33539.1739063
1088,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,2.0,,252.0,33531.6739063
1089,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,1.0,,253.0,33524.1739063
1090,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5278.9625,MooringSystemSupplyChain,0.0,,254.0,33516.6739063
1091,0.0,1.0,Ropes Production 1,"24, Manufacture: polyester_d0.123",216.359,ACTION,5291.9878,MooringSystemSupplyChain,,,,
1092,0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,216.35900000000038,ACTION,5291.9878,MooringSystemSupplyChain,,,,
1093,0.0,,Rope Transport Railcar,"Loading Rope, 24",0.0,ACTION,5291.9878,MooringSystemSupplyChain,4.0,,,
1094,0.0,178.0,Chain Production 1,"388, Manufacture: chain_top_d0.071",24.29,ACTION,5295.552500000002,MooringSystemSupplyChain,,,,
1095,0.0,1.0,Anchors Production 1,"29, Manufacture: suction_anchor_d2.34",182.5,ACTION,5297.0,MooringSystemSupplyChain,,,,
1096,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,5297.0,MooringSystemSupplyChain,,,,
1097,0.0,,Anchor Transport Vessel,"Loading Anchor, 29",0.0,ACTION,5297.0,MooringSystemSupplyChain,5.0,,,
1098,0.0,179.0,Chain Production 1,"389, Manufacture: chain_top_d0.091",24.359999999999996,ACTION,5319.912500000001,MooringSystemSupplyChain,,,,
1099,0.0,180.0,Chain Production 1,"390, Manufacture: chain_top_d0.092",24.359999999999996,ACTION,5344.272500000001,MooringSystemSupplyChain,,,,
1100,0.0,177.0,Chain Transport Railcar,Empty: Return to supplier.,84.0,ACTION,5362.9625,MooringSystemSupplyChain,0.0,210.0,254.0,33516.6739063
1101,0.0,,Chain Transport Railcar,"Loading Chain, 211",0.0,ACTION,5362.9625,MooringSystemSupplyChain,1.0,,,
1102,0.0,,Chain Transport Railcar,"Loading Chain, 212",0.0,ACTION,5362.9625,MooringSystemSupplyChain,2.0,,,
1103,0.0,,Chain Transport Railcar,"Loading Chain, 213",0.0,ACTION,5362.9625,MooringSystemSupplyChain,3.0,,,
1104,0.0,,Chain Transport Railcar,"Loading Chain, 214",0.0,ACTION,5362.9625,MooringSystemSupplyChain,4.0,,,
1105,0.0,,Chain Transport Railcar,"Loading Chain, 215",0.0,ACTION,5362.9625,MooringSystemSupplyChain,5.0,,,
1106,0.0,,Chain Transport Railcar,"Loading Chain, 216",0.0,ACTION,5362.9625,MooringSystemSupplyChain,6.0,,,
1107,0.0,,Chain Transport Railcar,"Loading Chain, 217",0.0,ACTION,5362.9625,MooringSystemSupplyChain,7.0,,,
1108,0.0,,Chain Transport Railcar,"Loading Chain, 218",0.0,ACTION,5362.9625,MooringSystemSupplyChain,8.0,,,
1109,0.0,,Chain Transport Railcar,"Loading Chain, 219",0.0,ACTION,5362.9625,MooringSystemSupplyChain,9.0,,,
1110,0.0,,Chain Transport Railcar,"Loading Chain, 220",0.0,ACTION,5362.9625,MooringSystemSupplyChain,10.0,,,
1111,0.0,181.0,Chain Production 1,"391, Manufacture: chain_top_d0.098",24.2025,ACTION,5368.475000000001,MooringSystemSupplyChain,,,,
1112,0.0,172.0,Chain Production 1,"392, Manufacture: chain_top_d0.096",24.2025,ACTION,5392.677500000002,MooringSystemSupplyChain,,,,
1113,0.0,173.0,Chain Production 1,"393, Manufacture: chain_top_d0.07",24.359999999999996,ACTION,5417.037500000001,MooringSystemSupplyChain,,,,
1114,0.0,174.0,Chain Production 1,"394, Manufacture: chain_top_d0.071",24.359999999999996,ACTION,5441.397500000001,MooringSystemSupplyChain,,,,
1115,0.0,175.0,Chain Production 1,"395, Manufacture: chain_top_d0.091",24.412499999999998,ACTION,5465.810000000001,MooringSystemSupplyChain,,,,
1116,0.0,1.0,Anchors Production 1,"30, Manufacture: suction_anchor_d2.34",182.5,ACTION,5479.5,MooringSystemSupplyChain,,,,
1117,0.0,,Anchor Transport Vessel,Delay: Waiting for Anchor to load.,182.5,ACTION,5479.5,MooringSystemSupplyChain,,,,
1118,0.0,,Anchor Transport Vessel,"Loading Anchor, 30",0.0,ACTION,5479.5,MooringSystemSupplyChain,6.0,,,
1119,0.0,176.0,Chain Production 1,"396, Manufacture: chain_top_d0.092",24.395,ACTION,5490.205000000002,MooringSystemSupplyChain,,,,
1120,0.0,1.0,Ropes Production 1,"25, Manufacture: polyester_d0.123",221.2584,ACTION,5513.2462,MooringSystemSupplyChain,,,,
1121,0.0,,Rope Transport Railcar,Delay: Waiting for Rope to load.,221.2583999999997,ACTION,5513.2462,MooringSystemSupplyChain,,,,
1122,0.0,,Rope Transport Railcar,"Loading Rope, 25",0.0,ACTION,5513.2462,MooringSystemSupplyChain,5.0,,,
1123,0.0,177.0,Chain Production 1,"397, Manufacture: chain_top_d0.098",24.3075,ACTION,5514.512500000002,MooringSystemSupplyChain,,,,
1124,0.0,170.0,Chain Transport Railcar,Full: Transport Chains,168.0,ACTION,5530.9625,MooringSystemSupplyChain,10.0,,,
1125,0.0,,Chain Transport Railcar,Chain arrives at Port.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,10.0,210.0,254.0,33516.6739063
1126,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,9.0,,255.0,33509.1739063
1127,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,8.0,,256.0,33501.6739063
1128,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,7.0,,257.0,33494.1739063
1129,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,6.0,,258.0,33486.6739063
1130,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,5.0,,259.0,33479.1739063
1131,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,4.0,,260.0,33471.6739063
1132,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,3.0,,261.0,33464.1739063
1133,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,2.0,,262.0,33456.6739063
1134,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,1.0,,263.0,33449.1739063
1135,0.0,,Chain Transport Railcar,Unload Chain at Port Laydown.,0.0,ACTION,5530.9625,MooringSystemSupplyChain,0.0,,264.0,33441.6739063
1136,0.0,178.0,Chain Production 1,"398, Manufacture: chain_top_d0.096",24.3075,ACTION,5538.8200000000015,MooringSystemSupplyChain,,,,
1137,0.0,179.0,Chain Production 1,"399, Manufacture: chain_top_d0.071",24.325,ACTION,5563.145000000001,MooringSystemSupplyChain,,,,
