,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,per_trip,location,max_waveheight,max_windspeed,transit_speed
2842,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4257.6166666666695,TurbineInstallation,,,,,,,,
2843,,WTIV,Lift Blade,1.5,25000.0,ACTION,4259.1166666666695,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2844,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4262.6166666666695,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2845,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4263.050000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2846,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4265.050000000003,TurbineInstallation,,,,,,,,
2847,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4265.483333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2848,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4268.483333333336,TurbineInstallation,,,,,,,,
2849,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4269.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2850,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4275.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2851,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4278.233333333336,TurbineInstallation,,,,,,,,
2852,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4279.733333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2853,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4285.733333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2854,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4288.733333333336,TurbineInstallation,,,,,,,,
2855,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4289.733333333336,TurbineInstallation,,,,,,,,
2856,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4291.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2857,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4297.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2858,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4298.233333333336,TurbineInstallation,,,,,,,,
2859,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4299.233333333336,TurbineInstallation,,,,,,,,
2860,,WTIV,Lift Blade,1.5,25000.0,ACTION,4300.733333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2861,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4304.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2862,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4305.233333333336,TurbineInstallation,,,,,,,,
2863,,WTIV,Lift Blade,1.5,25000.0,ACTION,4306.733333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2864,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4310.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2865,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4311.233333333336,TurbineInstallation,,,,,,,,
2866,,WTIV,Lift Blade,1.5,25000.0,ACTION,4312.733333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2867,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4316.233333333336,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2868,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4316.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2869,,WTIV,Transit,12.0,200000.0,ACTION,4328.66666666667,TurbineInstallation,,,,,,,,
2870,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4332.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2871,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4336.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2872,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4340.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2873,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4342.16666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2874,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4343.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2875,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4345.16666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2876,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4349.16666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2877,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4353.16666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2880,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4357.16666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2881,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4358.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2882,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4360.16666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2884,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4361.66666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2888,,WTIV,Transit,12.0,200000.0,ACTION,4373.66666666667,TurbineInstallation,,,,,,,,
2890,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4375.66666666667,TurbineInstallation,,,,,,,,
2891,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4376.100000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2892,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4379.100000000003,TurbineInstallation,,,,,,,,
2893,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4379.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2896,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4385.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2897,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4388.850000000003,TurbineInstallation,,,,,,,,
2898,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4390.350000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2899,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4396.350000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2900,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4399.350000000003,TurbineInstallation,,,,,,,,
2901,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4400.350000000003,TurbineInstallation,,,,,,,,
2902,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4401.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2903,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4407.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2904,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4408.850000000003,TurbineInstallation,,,,,,,,
2905,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4409.850000000003,TurbineInstallation,,,,,,,,
2906,,WTIV,Lift Blade,1.5,25000.0,ACTION,4411.350000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2907,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4414.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2908,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4415.850000000003,TurbineInstallation,,,,,,,,
2909,,WTIV,Lift Blade,1.5,25000.0,ACTION,4417.350000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2910,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4420.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2911,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4421.850000000003,TurbineInstallation,,,,,,,,
2912,,WTIV,Lift Blade,1.5,25000.0,ACTION,4423.350000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2913,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4426.850000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2914,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4427.2833333333365,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2915,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4429.2833333333365,TurbineInstallation,,,,,,,,
2916,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4429.71666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2917,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4432.71666666667,TurbineInstallation,,,,,,,,
2918,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4433.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2919,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4439.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2920,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4442.46666666667,TurbineInstallation,,,,,,,,
2921,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4443.96666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2922,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4449.96666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2924,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4452.96666666667,TurbineInstallation,,,,,,,,
2925,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4453.96666666667,TurbineInstallation,,,,,,,,
2926,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4455.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2927,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4461.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2928,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4462.46666666667,TurbineInstallation,,,,,,,,
2930,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4463.46666666667,TurbineInstallation,,,,,,,,
2931,,WTIV,Lift Blade,1.5,25000.0,ACTION,4464.96666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2932,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4468.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2934,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4469.46666666667,TurbineInstallation,,,,,,,,
2935,,WTIV,Lift Blade,1.5,25000.0,ACTION,4470.96666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2936,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4474.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2937,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4475.46666666667,TurbineInstallation,,,,,,,,
2938,,WTIV,Lift Blade,1.5,25000.0,ACTION,4476.96666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2940,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4480.46666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2941,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4480.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2945,,WTIV,Transit,12.0,200000.0,ACTION,4492.900000000003,TurbineInstallation,,,,,,,,
2948,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4496.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2949,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4500.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2951,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4504.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2952,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4506.400000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2953,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4507.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2954,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4509.400000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2957,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4513.400000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2958,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4517.400000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2959,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4521.400000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2960,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4522.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2961,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4524.400000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2962,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4525.900000000003,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2963,,WTIV,Transit,12.0,200000.0,ACTION,4537.900000000003,TurbineInstallation,,,,,,,,
2965,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4539.900000000003,TurbineInstallation,,,,,,,,
2966,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4540.333333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2967,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4543.333333333337,TurbineInstallation,,,,,,,,
2968,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4544.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2970,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4550.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2973,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4553.083333333337,TurbineInstallation,,,,,,,,
2975,,WTIV,Delay,3.0,50000.0,ACTION,4556.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2976,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4557.583333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2979,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4563.583333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2981,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4566.583333333337,TurbineInstallation,,,,,,,,
2982,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4567.583333333337,TurbineInstallation,,,,,,,,
2983,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4569.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2986,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4575.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2987,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4576.083333333337,TurbineInstallation,,,,,,,,
2988,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4577.083333333337,TurbineInstallation,,,,,,,,
2989,,WTIV,Lift Blade,1.5,25000.0,ACTION,4578.583333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2990,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4582.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2991,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4583.083333333337,TurbineInstallation,,,,,,,,
2992,,WTIV,Lift Blade,1.5,25000.0,ACTION,4584.583333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2993,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4588.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2994,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4589.083333333337,TurbineInstallation,,,,,,,,
2995,,WTIV,Lift Blade,1.5,25000.0,ACTION,4590.583333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2996,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4594.083333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2997,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4594.51666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
2998,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4596.51666666667,TurbineInstallation,,,,,,,,
2999,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4596.9500000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3000,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4599.9500000000035,TurbineInstallation,,,,,,,,
3001,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4600.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3002,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4606.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3005,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4609.7000000000035,TurbineInstallation,,,,,,,,
3006,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4611.2000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3007,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4617.2000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3008,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4620.2000000000035,TurbineInstallation,,,,,,,,
3009,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4621.2000000000035,TurbineInstallation,,,,,,,,
3010,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4622.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3011,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4628.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3012,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4629.7000000000035,TurbineInstallation,,,,,,,,
3013,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4630.7000000000035,TurbineInstallation,,,,,,,,
3014,,WTIV,Delay,6.0,100000.0,ACTION,4636.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3015,,WTIV,Lift Blade,1.5,25000.0,ACTION,4638.2000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3018,,WTIV,Delay,21.0,350000.0,ACTION,4659.2000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3021,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4662.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3022,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4663.7000000000035,TurbineInstallation,,,,,,,,
3023,,WTIV,Lift Blade,1.5,25000.0,ACTION,4665.2000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3026,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4668.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3027,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4669.7000000000035,TurbineInstallation,,,,,,,,
3028,,WTIV,Lift Blade,1.5,25000.0,ACTION,4671.2000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3030,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4674.7000000000035,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3031,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4675.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3036,,WTIV,Transit,12.0,200000.0,ACTION,4687.133333333337,TurbineInstallation,,,,,,,,
3037,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4691.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3040,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4695.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3041,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4699.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3042,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4700.633333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3043,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4702.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3044,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4703.633333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3045,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4707.633333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3046,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4711.633333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3047,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4715.633333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3048,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4717.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3049,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4718.633333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3050,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4720.133333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3051,,WTIV,Transit,12.0,200000.0,ACTION,4732.133333333337,TurbineInstallation,,,,,,,,
3052,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4734.133333333337,TurbineInstallation,,,,,,,,
3053,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4734.56666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3054,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4737.56666666667,TurbineInstallation,,,,,,,,
3055,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4738.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3056,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4744.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3057,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4747.31666666667,TurbineInstallation,,,,,,,,
3058,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4748.81666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3059,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4754.81666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3060,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4757.81666666667,TurbineInstallation,,,,,,,,
3061,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4758.81666666667,TurbineInstallation,,,,,,,,
3062,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4760.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3063,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4766.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3064,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4767.31666666667,TurbineInstallation,,,,,,,,
3065,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4768.31666666667,TurbineInstallation,,,,,,,,
3066,,WTIV,Delay,4.0,66666.66666666667,ACTION,4772.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3068,,WTIV,Lift Blade,1.5,25000.0,ACTION,4773.81666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3075,,WTIV,Delay,32.0,533333.3333333334,ACTION,4805.81666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3077,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4809.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3079,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4810.31666666667,TurbineInstallation,,,,,,,,
3081,,WTIV,Lift Blade,1.5,25000.0,ACTION,4811.81666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3082,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4815.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3083,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4816.31666666667,TurbineInstallation,,,,,,,,
3085,,WTIV,Lift Blade,1.5,25000.0,ACTION,4817.81666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3086,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4821.31666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3087,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4821.750000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3089,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4823.750000000004,TurbineInstallation,,,,,,,,
3090,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4824.183333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3093,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4827.183333333337,TurbineInstallation,,,,,,,,
3094,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4827.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3096,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4833.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3098,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4836.933333333337,TurbineInstallation,,,,,,,,
3100,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4838.433333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3101,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4844.433333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3102,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4847.433333333337,TurbineInstallation,,,,,,,,
3103,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4848.433333333337,TurbineInstallation,,,,,,,,
3104,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4849.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3105,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4855.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3106,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4856.933333333337,TurbineInstallation,,,,,,,,
3107,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4857.933333333337,TurbineInstallation,,,,,,,,
3108,,WTIV,Lift Blade,1.5,25000.0,ACTION,4859.433333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3109,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4862.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3110,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4863.933333333337,TurbineInstallation,,,,,,,,
3111,,WTIV,Lift Blade,1.5,25000.0,ACTION,4865.433333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3112,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4868.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3113,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4869.933333333337,TurbineInstallation,,,,,,,,
