,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,per_trip,location,max_waveheight,max_windspeed,transit_speed
3114,,WTIV,Lift Blade,1.5,25000.0,ACTION,4871.433333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3116,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4874.933333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3118,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4875.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3121,,WTIV,Transit,12.0,200000.0,ACTION,4887.36666666667,TurbineInstallation,,,,,,,,
3122,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4891.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3123,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4895.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3126,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4899.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3128,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4900.86666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3129,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4902.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3133,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4903.86666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3136,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4907.86666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3139,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,4911.86666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3143,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,4915.86666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3145,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4917.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3146,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4918.86666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3148,,WTIV,Fasten Blade,1.5,25000.0,ACTION,4920.36666666667,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3151,,WTIV,Transit,12.0,200000.0,ACTION,4932.36666666667,TurbineInstallation,,,,,,,,
3152,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4934.36666666667,TurbineInstallation,,,,,,,,
3153,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4934.800000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3154,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4937.800000000004,TurbineInstallation,,,,,,,,
3155,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4938.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3156,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4944.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3157,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4947.550000000004,TurbineInstallation,,,,,,,,
3158,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,4949.050000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3159,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4955.050000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3160,,WTIV,Release Nacelle,3.0,50000.0,ACTION,4958.050000000004,TurbineInstallation,,,,,,,,
3161,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4959.050000000004,TurbineInstallation,,,,,,,,
3162,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,4960.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3163,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,4966.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3164,,WTIV,Reequip,1.0,16666.666666666668,ACTION,4967.550000000004,TurbineInstallation,,,,,,,,
3165,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4968.550000000004,TurbineInstallation,,,,,,,,
3166,,WTIV,Lift Blade,1.5,25000.0,ACTION,4970.050000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3167,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4973.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3168,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4974.550000000004,TurbineInstallation,,,,,,,,
3169,,WTIV,Lift Blade,1.5,25000.0,ACTION,4976.050000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3170,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4979.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3171,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,4980.550000000004,TurbineInstallation,,,,,,,,
3172,,WTIV,Lift Blade,1.5,25000.0,ACTION,4982.050000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3173,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,4985.550000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3174,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,4985.983333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3176,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,4987.983333333337,TurbineInstallation,,,,,,,,
3178,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,4988.416666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3179,,WTIV,Release Tower Section,3.0,50000.0,ACTION,4991.416666666671,TurbineInstallation,,,,,,,,
3180,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,4992.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3182,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,4998.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3185,,WTIV,Release Tower Section,3.0,50000.0,ACTION,5001.166666666671,TurbineInstallation,,,,,,,,
3187,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,5002.666666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3189,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,5008.666666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3190,,WTIV,Release Nacelle,3.0,50000.0,ACTION,5011.666666666671,TurbineInstallation,,,,,,,,
3191,,WTIV,Reequip,1.0,16666.666666666668,ACTION,5012.666666666671,TurbineInstallation,,,,,,,,
3194,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,5014.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3197,,WTIV,Delay,10.0,166666.6666666667,ACTION,5024.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3198,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,5030.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3199,,WTIV,Reequip,1.0,16666.666666666668,ACTION,5031.166666666671,TurbineInstallation,,,,,,,,
3200,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5032.166666666671,TurbineInstallation,,,,,,,,
3201,,WTIV,Lift Blade,1.5,25000.0,ACTION,5033.666666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3202,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5037.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3203,,WTIV,Delay,1.0,16666.666666666668,ACTION,5038.166666666671,TurbineInstallation,,,,,,,,
3204,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5039.166666666671,TurbineInstallation,,,,,,,,
3205,,WTIV,Lift Blade,1.5,25000.0,ACTION,5040.666666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3206,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5044.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3208,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5045.166666666671,TurbineInstallation,,,,,,,,
3210,,WTIV,Lift Blade,1.5,25000.0,ACTION,5046.666666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3211,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5050.166666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3212,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,5050.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3213,,WTIV,Transit,12.0,200000.0,ACTION,5062.600000000004,TurbineInstallation,,,,,,,,
3214,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,5066.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3215,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,5070.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3216,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,5074.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3217,,WTIV,Fasten Blade,1.5,25000.0,ACTION,5076.100000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3218,,WTIV,Fasten Blade,1.5,25000.0,ACTION,5077.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3219,,WTIV,Fasten Blade,1.5,25000.0,ACTION,5079.100000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3222,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,5083.100000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3224,,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,5087.100000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3225,,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,5091.100000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3227,,WTIV,Fasten Blade,1.5,25000.0,ACTION,5092.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3228,,WTIV,Fasten Blade,1.5,25000.0,ACTION,5094.100000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3231,,WTIV,Fasten Blade,1.5,25000.0,ACTION,5095.600000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3235,,WTIV,Transit,12.0,200000.0,ACTION,5107.600000000004,TurbineInstallation,,,,,,,,
3236,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,5109.600000000004,TurbineInstallation,,,,,,,,
3237,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,5110.033333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3238,,WTIV,Release Tower Section,3.0,50000.0,ACTION,5113.033333333337,TurbineInstallation,,,,,,,,
3239,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,5113.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3240,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,5119.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3241,,WTIV,Release Tower Section,3.0,50000.0,ACTION,5122.783333333337,TurbineInstallation,,,,,,,,
3242,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,5124.283333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3243,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,5130.283333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3244,,WTIV,Release Nacelle,3.0,50000.0,ACTION,5133.283333333337,TurbineInstallation,,,,,,,,
3245,,WTIV,Reequip,1.0,16666.666666666668,ACTION,5134.283333333337,TurbineInstallation,,,,,,,,
3246,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,5135.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3247,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,5141.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3248,,WTIV,Reequip,1.0,16666.666666666668,ACTION,5142.783333333337,TurbineInstallation,,,,,,,,
3249,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5143.783333333337,TurbineInstallation,,,,,,,,
3250,,WTIV,Lift Blade,1.5,25000.0,ACTION,5145.283333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3253,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5148.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3254,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5149.783333333337,TurbineInstallation,,,,,,,,
3255,,WTIV,Lift Blade,1.5,25000.0,ACTION,5151.283333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3257,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5154.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3258,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5155.783333333337,TurbineInstallation,,,,,,,,
3259,,WTIV,Lift Blade,1.5,25000.0,ACTION,5157.283333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3262,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5160.783333333337,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3263,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,5161.216666666671,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3265,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,5163.216666666671,TurbineInstallation,,,,,,,,
3266,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,5163.650000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3267,,WTIV,Release Tower Section,3.0,50000.0,ACTION,5166.650000000004,TurbineInstallation,,,,,,,,
3269,,WTIV,Lift Tower Section,0.75,12500.0,ACTION,5167.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3271,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,5173.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3273,,WTIV,Release Tower Section,3.0,50000.0,ACTION,5176.400000000004,TurbineInstallation,,,,,,,,
3274,,WTIV,Lift Tower Section,1.5,25000.0,ACTION,5177.900000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3275,,WTIV,Attach Tower Section,6.0,100000.0,ACTION,5183.900000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3276,,WTIV,Release Nacelle,3.0,50000.0,ACTION,5186.900000000004,TurbineInstallation,,,,,,,,
3277,,WTIV,Reequip,1.0,16666.666666666668,ACTION,5187.900000000004,TurbineInstallation,,,,,,,,
3278,,WTIV,Lift Nacelle,1.5,25000.0,ACTION,5189.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3279,,WTIV,Attach Nacelle,6.0,100000.0,ACTION,5195.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3280,,WTIV,Reequip,1.0,16666.666666666668,ACTION,5196.400000000004,TurbineInstallation,,,,,,,,
3281,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5197.400000000004,TurbineInstallation,,,,,,,,
3282,,WTIV,Lift Blade,1.5,25000.0,ACTION,5198.900000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3284,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5202.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3286,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5203.400000000004,TurbineInstallation,,,,,,,,
3287,,WTIV,Lift Blade,1.5,25000.0,ACTION,5204.900000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3289,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5208.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3290,,WTIV,Release Blade,1.0,16666.666666666668,ACTION,5209.400000000004,TurbineInstallation,,,,,,,,
3291,,WTIV,Lift Blade,1.5,25000.0,ACTION,5210.900000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3293,,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,5214.400000000004,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
3294,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,5214.833333333338,TurbineInstallation,40.0,150.0,TurbineInstallation,,,,,
