,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,num_vessels,num_ahts_vessels,location,max_waveheight,max_windspeed,transit_speed
534,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,717.2857142857142,GravityBasedInstallation,,,,,,,,,
535,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,718.2857142857142,GravityBasedInstallation,,,,,,,,,
542,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,730.2857142857142,GravityBasedInstallation,,,,,,,,,
547,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,736.2857142857142,GravityBasedInstallation,,,,,,,,,
548,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,736.2857142857142,GravityBasedInstallation,,,,1.0,,site,,,
555,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,744.8571428571428,GravityBasedInstallation,,,,3.0,0.0,,,,
556,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57199999875684,0.0,ACTION,744.8579999892984,GravityBasedInstallation,,,,,,,,,
557,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,744.8579999892984,GravityBasedInstallation,,,,,,,,,
576,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,764.8571428571428,GravityBasedInstallation,,,,3.0,0.0,,,,
577,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.571428571428555,127603.57142857136,ACTION,764.8571428571428,GravityBasedInstallation,,,,,,Site,,,
581,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,769.8571428571428,GravityBasedInstallation,,,,,,,,,
583,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,770.8571428571428,GravityBasedInstallation,,,,,,,,,
605,,Multi-Purpose AHTS Vessel,Delay,51.0,227772.375,ACTION,821.8571428571428,GravityBasedInstallation,,,,,,,,,
612,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,833.8571428571428,GravityBasedInstallation,,,,,,,,,
618,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,839.8571428571428,GravityBasedInstallation,,,,,,,,,
619,,Towing Group 1,Positioning Support,75.0,117237.5,ACTION,839.8571428571428,GravityBasedInstallation,,,,1.0,,site,,,
623,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,848.4285714285713,GravityBasedInstallation,,,,3.0,0.0,,,,
624,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,103.57099999755087,0.0,ACTION,848.4289999868492,GravityBasedInstallation,,,,,,,,,
625,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,848.4289999868492,GravityBasedInstallation,,,,,,,,,
641,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,868.4285714285713,GravityBasedInstallation,,,,3.0,0.0,,,,
642,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.571428571428555,127603.57142857136,ACTION,868.4285714285713,GravityBasedInstallation,,,,,,Site,,,
647,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,873.4285714285713,GravityBasedInstallation,,,,,,,,,
648,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,874.4285714285713,GravityBasedInstallation,,,,,,,,,
663,,Multi-Purpose AHTS Vessel,Delay,45.0,200975.625,ACTION,919.4285714285713,GravityBasedInstallation,,,,,,,,,
670,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,931.4285714285713,GravityBasedInstallation,,,,,,,,,
676,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,937.4285714285713,GravityBasedInstallation,,,,,,,,,
677,,Towing Group 1,Positioning Support,69.0,107858.5,ACTION,937.4285714285713,GravityBasedInstallation,,,,1.0,,site,,,
686,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,945.9999999999999,GravityBasedInstallation,,,,3.0,0.0,,,,
687,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,97.57199999769273,0.0,ACTION,946.000999984542,GravityBasedInstallation,,,,,,,,,
688,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,946.000999984542,GravityBasedInstallation,,,,,,,,,
701,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,965.9999999999999,GravityBasedInstallation,,,,3.0,0.0,,,,
702,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.571428571428555,127603.57142857136,ACTION,965.9999999999999,GravityBasedInstallation,,,,,,Site,,,
706,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,970.9999999999999,GravityBasedInstallation,,,,,,,,,
708,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,971.9999999999999,GravityBasedInstallation,,,,,,,,,
716,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,983.9999999999999,GravityBasedInstallation,,,,,,,,,
721,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,989.9999999999999,GravityBasedInstallation,,,,,,,,,
722,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,989.9999999999999,GravityBasedInstallation,,,,1.0,,site,,,
730,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,998.5714285714284,GravityBasedInstallation,,,,3.0,0.0,,,,
731,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57099999875686,0.0,ACTION,998.5719999832988,GravityBasedInstallation,,,,,,,,,
732,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,998.5719999832988,GravityBasedInstallation,,,,,,,,,
749,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1018.5714285714284,GravityBasedInstallation,,,,3.0,0.0,,,,
750,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.571428571428555,127603.57142857136,ACTION,1018.5714285714284,GravityBasedInstallation,,,,,,Site,,,
757,,Multi-Purpose AHTS Vessel,Delay,33.0,147382.125,ACTION,1051.5714285714284,GravityBasedInstallation,,,,,,,,,
760,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1056.5714285714284,GravityBasedInstallation,,,,,,,,,
763,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1057.5714285714284,GravityBasedInstallation,,,,,,,,,
772,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1069.5714285714284,GravityBasedInstallation,,,,,,,,,
776,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1075.5714285714284,GravityBasedInstallation,,,,,,,,,
777,,Towing Group 1,Positioning Support,57.0,89100.5,ACTION,1075.5714285714284,GravityBasedInstallation,,,,1.0,,site,,,
784,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1084.142857142857,GravityBasedInstallation,,,,3.0,0.0,,,,
785,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,85.57099999797651,0.0,ACTION,1084.1429999812754,GravityBasedInstallation,,,,,,,,,
786,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1084.1429999812754,GravityBasedInstallation,,,,,,,,,
797,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1104.142857142857,GravityBasedInstallation,,,,3.0,0.0,,,,
798,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1104.142857142857,GravityBasedInstallation,,,,,,Site,,,
800,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1109.142857142857,GravityBasedInstallation,,,,,,,,,
803,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1110.142857142857,GravityBasedInstallation,,,,,,,,,
813,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1122.142857142857,GravityBasedInstallation,,,,,,,,,
819,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1128.142857142857,GravityBasedInstallation,,,,,,,,,
820,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1128.142857142857,GravityBasedInstallation,,,,1.0,,site,,,
831,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1136.7142857142858,GravityBasedInstallation,,,,3.0,0.0,,,,
832,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57199999875684,0.0,ACTION,1136.7149999800322,GravityBasedInstallation,,,,,,,,,
833,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1136.7149999800322,GravityBasedInstallation,,,,,,,,,
845,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1156.7142857142858,GravityBasedInstallation,,,,3.0,0.0,,,,
846,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1156.7142857142858,GravityBasedInstallation,,,,,,Site,,,
849,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1161.7142857142858,GravityBasedInstallation,,,,,,,,,
850,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1162.7142857142858,GravityBasedInstallation,,,,,,,,,
862,,Multi-Purpose AHTS Vessel,Delay,80.0,357290.0,ACTION,1242.7142857142858,GravityBasedInstallation,,,,,,,,,
871,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1254.7142857142858,GravityBasedInstallation,,,,,,,,,
878,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1260.7142857142858,GravityBasedInstallation,,,,,,,,,
879,,Towing Group 1,Positioning Support,104.0,162569.33333333334,ACTION,1260.7142857142858,GravityBasedInstallation,,,,1.0,,site,,,
888,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1269.2857142857144,GravityBasedInstallation,,,,3.0,0.0,,,,
889,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,132.5709999968651,0.0,ACTION,1269.2859999768973,GravityBasedInstallation,,,,,,,,,
890,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1269.2859999768973,GravityBasedInstallation,,,,,,,,,
894,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1289.2857142857144,GravityBasedInstallation,,,,3.0,0.0,,,,
895,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1289.2857142857144,GravityBasedInstallation,,,,,,Site,,,
903,,Multi-Purpose AHTS Vessel,Delay,11.0,49127.375,ACTION,1300.2857142857144,GravityBasedInstallation,,,,,,,,,
906,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1305.2857142857144,GravityBasedInstallation,,,,,,,,,
908,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1306.2857142857144,GravityBasedInstallation,,,,,,,,,
914,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1318.2857142857144,GravityBasedInstallation,,,,,,,,,
919,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1324.2857142857144,GravityBasedInstallation,,,,,,,,,
920,,Towing Group 1,Positioning Support,35.0,54710.833333333336,ACTION,1324.2857142857144,GravityBasedInstallation,,,,1.0,,site,,,
926,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1332.8571428571431,GravityBasedInstallation,,,,3.0,0.0,,,,
927,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,63.57199999849672,0.0,ACTION,1332.857999975394,GravityBasedInstallation,,,,,,,,,
928,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1332.857999975394,GravityBasedInstallation,,,,,,,,,
942,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1352.8571428571431,GravityBasedInstallation,,,,3.0,0.0,,,,
943,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1352.8571428571431,GravityBasedInstallation,,,,,,Site,,,
956,,Multi-Purpose AHTS Vessel,Delay,22.0,98254.75,ACTION,1374.8571428571431,GravityBasedInstallation,,,,,,,,,
958,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1379.8571428571431,GravityBasedInstallation,,,,,,,,,
960,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1380.8571428571431,GravityBasedInstallation,,,,,,,,,
968,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1392.8571428571431,GravityBasedInstallation,,,,,,,,,
973,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1398.8571428571431,GravityBasedInstallation,,,,,,,,,
974,,Towing Group 1,Positioning Support,46.0,71905.66666666667,ACTION,1398.8571428571431,GravityBasedInstallation,,,,1.0,,site,,,
982,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1407.4285714285718,GravityBasedInstallation,,,,3.0,0.0,,,,
983,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,74.57099999823663,0.0,ACTION,1407.4289999736307,GravityBasedInstallation,,,,,,,,,
984,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1407.4289999736307,GravityBasedInstallation,,,,,,,,,
986,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1427.4285714285718,GravityBasedInstallation,,,,3.0,0.0,,,,
987,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1427.4285714285718,GravityBasedInstallation,,,,,,Site,,,
1002,,Multi-Purpose AHTS Vessel,Delay,78.0,348357.75,ACTION,1505.4285714285718,GravityBasedInstallation,,,,,,,,,
1006,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1510.4285714285718,GravityBasedInstallation,,,,,,,,,
1009,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1511.4285714285718,GravityBasedInstallation,,,,,,,,,
1014,,Multi-Purpose AHTS Vessel,Delay,3.0,13398.375,ACTION,1514.4285714285718,GravityBasedInstallation,,,,,,,,,
1023,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1526.4285714285718,GravityBasedInstallation,,,,,,,,,
1025,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1532.4285714285718,GravityBasedInstallation,,,,,,,,,
1026,,Towing Group 1,Positioning Support,105.0,164132.5,ACTION,1532.4285714285718,GravityBasedInstallation,,,,1.0,,site,,,
1032,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1541.0000000000005,GravityBasedInstallation,,,,3.0,0.0,,,,
1033,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,133.57199999684144,0.0,ACTION,1541.000999970472,GravityBasedInstallation,,,,,,,,,
1034,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1541.000999970472,GravityBasedInstallation,,,,,,,,,
1047,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1561.0000000000005,GravityBasedInstallation,,,,3.0,0.0,,,,
1048,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1561.0000000000005,GravityBasedInstallation,,,,,,Site,,,
1050,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1566.0000000000005,GravityBasedInstallation,,,,,,,,,
1052,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1567.0000000000005,GravityBasedInstallation,,,,,,,,,
1078,,Multi-Purpose AHTS Vessel,Delay,105.0,468943.125,ACTION,1672.0000000000005,GravityBasedInstallation,,,,,,,,,
1088,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1684.0000000000005,GravityBasedInstallation,,,,,,,,,
1093,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1690.0000000000005,GravityBasedInstallation,,,,,,,,,
1094,,Towing Group 1,Positioning Support,129.0,201648.5,ACTION,1690.0000000000005,GravityBasedInstallation,,,,1.0,,site,,,
1101,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1698.5714285714291,GravityBasedInstallation,,,,3.0,0.0,,,,
1102,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,157.57099999627394,0.0,ACTION,1698.571999966746,GravityBasedInstallation,,,,,,,,,
1103,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1698.571999966746,GravityBasedInstallation,,,,,,,,,
1119,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1718.5714285714291,GravityBasedInstallation,,,,3.0,0.0,,,,
1120,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1718.5714285714291,GravityBasedInstallation,,,,,,Site,,,
1123,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1723.5714285714291,GravityBasedInstallation,,,,,,,,,
1126,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1724.5714285714291,GravityBasedInstallation,,,,,,,,,
1134,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1736.5714285714291,GravityBasedInstallation,,,,,,,,,
1140,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1742.5714285714291,GravityBasedInstallation,,,,,,,,,
1141,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1742.5714285714291,GravityBasedInstallation,,,,1.0,,site,,,
1147,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1751.1428571428578,GravityBasedInstallation,,,,3.0,0.0,,,,
1148,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57099999875686,0.0,ACTION,1751.142999965503,GravityBasedInstallation,,,,,,,,,
1149,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1751.142999965503,GravityBasedInstallation,,,,,,,,,
1151,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1771.1428571428578,GravityBasedInstallation,,,,3.0,0.0,,,,
1152,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1771.1428571428578,GravityBasedInstallation,,,,,,Site,,,
1157,,Multi-Purpose AHTS Vessel,Delay,24.0,107187.0,ACTION,1795.1428571428578,GravityBasedInstallation,,,,,,,,,
1163,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1800.1428571428578,GravityBasedInstallation,,,,,,,,,
1164,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1801.1428571428578,GravityBasedInstallation,,,,,,,,,
1171,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1813.1428571428578,GravityBasedInstallation,,,,,,,,,
1177,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1819.1428571428578,GravityBasedInstallation,,,,,,,,,
1178,,Towing Group 1,Positioning Support,48.0,75032.0,ACTION,1819.1428571428578,GravityBasedInstallation,,,,1.0,,site,,,
1185,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1827.7142857142865,GravityBasedInstallation,,,,3.0,0.0,,,,
1186,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,76.57199999818931,0.0,ACTION,1827.7149999636922,GravityBasedInstallation,,,,,,,,,
1187,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1827.7149999636922,GravityBasedInstallation,,,,,,,,,
1200,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1847.7142857142865,GravityBasedInstallation,,,,3.0,0.0,,,,
1201,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1847.7142857142865,GravityBasedInstallation,,,,,,Site,,,
1204,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1852.7142857142865,GravityBasedInstallation,,,,,,,,,
1205,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1853.7142857142865,GravityBasedInstallation,,,,,,,,,
1210,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1865.7142857142865,GravityBasedInstallation,,,,,,,,,
1215,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1871.7142857142865,GravityBasedInstallation,,,,,,,,,
1216,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1871.7142857142865,GravityBasedInstallation,,,,1.0,,site,,,
1222,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1880.2857142857151,GravityBasedInstallation,,,,3.0,0.0,,,,
1223,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57099999875686,0.0,ACTION,1880.285999962449,GravityBasedInstallation,,,,,,,,,
1224,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1880.285999962449,GravityBasedInstallation,,,,,,,,,
1242,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1900.2857142857151,GravityBasedInstallation,,,,3.0,0.0,,,,
1243,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1900.2857142857151,GravityBasedInstallation,,,,,,Site,,,
1248,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1905.2857142857151,GravityBasedInstallation,,,,,,,,,
1249,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1906.2857142857151,GravityBasedInstallation,,,,,,,,,
1257,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1918.2857142857151,GravityBasedInstallation,,,,,,,,,
1263,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1924.2857142857151,GravityBasedInstallation,,,,,,,,,
1264,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1924.2857142857151,GravityBasedInstallation,,,,1.0,,site,,,
1270,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1932.8571428571438,GravityBasedInstallation,,,,3.0,0.0,,,,
1271,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57199999875684,0.0,ACTION,1932.857999961206,GravityBasedInstallation,,,,,,,,,
1272,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1932.857999961206,GravityBasedInstallation,,,,,,,,,
1288,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1952.8571428571438,GravityBasedInstallation,,,,3.0,0.0,,,,
1289,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,1952.8571428571438,GravityBasedInstallation,,,,,,Site,,,
1295,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1957.8571428571438,GravityBasedInstallation,,,,,,,,,
1296,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1958.8571428571438,GravityBasedInstallation,,,,,,,,,
1303,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1970.8571428571438,GravityBasedInstallation,,,,,,,,,
1304,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1976.8571428571438,GravityBasedInstallation,,,,,,,,,
1305,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1976.8571428571438,GravityBasedInstallation,,,,1.0,,site,,,
1312,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1985.4285714285725,GravityBasedInstallation,,,,3.0,0.0,,,,
1313,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57099999875686,0.0,ACTION,1985.4289999599628,GravityBasedInstallation,,,,,,,,,
1314,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1985.4289999599628,GravityBasedInstallation,,,,,,,,,
1331,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2005.4285714285725,GravityBasedInstallation,,,,3.0,0.0,,,,
1332,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142867,127603.57142857186,ACTION,2005.4285714285725,GravityBasedInstallation,,,,,,Site,,,
1340,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2010.4285714285725,GravityBasedInstallation,,,,,,,,,
1342,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2011.4285714285725,GravityBasedInstallation,,,,,,,,,
1347,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2023.4285714285725,GravityBasedInstallation,,,,,,,,,
1351,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2029.4285714285725,GravityBasedInstallation,,,,,,,,,
1352,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2029.4285714285725,GravityBasedInstallation,,,,1.0,,site,,,
1358,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2038.0000000000011,GravityBasedInstallation,,,,3.0,0.0,,,,
1359,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57199999875684,0.0,ACTION,2038.0009999587196,GravityBasedInstallation,,,,,,,,,
1360,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2038.0009999587196,GravityBasedInstallation,,,,,,,,,
1372,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2058.000000000001,GravityBasedInstallation,,,,3.0,0.0,,,,
1373,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2058.000000000001,GravityBasedInstallation,,,,,,Site,,,
1380,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2063.000000000001,GravityBasedInstallation,,,,,,,,,
1381,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2064.000000000001,GravityBasedInstallation,,,,,,,,,
1388,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2076.000000000001,GravityBasedInstallation,,,,,,,,,
1393,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2082.000000000001,GravityBasedInstallation,,,,,,,,,
1394,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2082.000000000001,GravityBasedInstallation,,,,1.0,,site,,,
1400,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2090.5714285714294,GravityBasedInstallation,,,,3.0,0.0,,,,
1401,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.571000008436386,0.0,ACTION,2090.571999967156,GravityBasedInstallation,,,,,,,,,
1402,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2090.571999967156,GravityBasedInstallation,,,,,,,,,
1414,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2110.5714285714294,GravityBasedInstallation,,,,3.0,0.0,,,,
1415,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2110.5714285714294,GravityBasedInstallation,,,,,,Site,,,
1431,,Multi-Purpose AHTS Vessel,Delay,35.0,156314.375,ACTION,2145.5714285714294,GravityBasedInstallation,,,,,,,,,
1436,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2150.5714285714294,GravityBasedInstallation,,,,,,,,,
1437,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2151.5714285714294,GravityBasedInstallation,,,,,,,,,
