,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,num_vessels,num_ahts_vessels,location,max_waveheight,max_windspeed,transit_speed
1440,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2163.5714285714294,GravityBasedInstallation,,,,,,,,,
1443,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2169.5714285714294,GravityBasedInstallation,,,,,,,,,
1444,,Towing Group 1,Positioning Support,59.0,92226.83333333334,ACTION,2169.5714285714294,GravityBasedInstallation,,,,1.0,,site,,,
1449,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2178.142857142858,GravityBasedInstallation,,,,3.0,0.0,,,,
1450,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,87.57100001784056,0.0,ACTION,2178.1429999849965,GravityBasedInstallation,,,,,,,,,
1451,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2178.1429999849965,GravityBasedInstallation,,,,,,,,,
1465,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2198.142857142858,GravityBasedInstallation,,,,3.0,0.0,,,,
1466,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2198.142857142858,GravityBasedInstallation,,,,,,Site,,,
1470,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2203.142857142858,GravityBasedInstallation,,,,,,,,,
1471,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2204.142857142858,GravityBasedInstallation,,,,,,,,,
1476,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2216.142857142858,GravityBasedInstallation,,,,,,,,,
1478,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2222.142857142858,GravityBasedInstallation,,,,,,,,,
1479,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2222.142857142858,GravityBasedInstallation,,,,1.0,,site,,,
1485,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2230.7142857142862,GravityBasedInstallation,,,,3.0,0.0,,,,
1486,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.572000010710326,0.0,ACTION,2230.714999995707,GravityBasedInstallation,,,,,,,,,
1487,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2230.714999995707,GravityBasedInstallation,,,,,,,,,
1496,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2250.7142857142862,GravityBasedInstallation,,,,3.0,0.0,,,,
1497,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2250.7142857142862,GravityBasedInstallation,,,,,,Site,,,
1500,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2255.7142857142862,GravityBasedInstallation,,,,,,,,,
1501,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2256.7142857142862,GravityBasedInstallation,,,,,,,,,
1512,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2268.7142857142862,GravityBasedInstallation,,,,,,,,,
1518,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2274.7142857142862,GravityBasedInstallation,,,,,,,,,
1519,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2274.7142857142862,GravityBasedInstallation,,,,1.0,,site,,,
1526,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2283.2857142857147,GravityBasedInstallation,,,,3.0,0.0,,,,
1527,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57100001071012,0.0,ACTION,2283.286000006417,GravityBasedInstallation,,,,,,,,,
1528,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2283.286000006417,GravityBasedInstallation,,,,,,,,,
1531,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2303.2857142857147,GravityBasedInstallation,,,,3.0,0.0,,,,
1532,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2303.2857142857147,GravityBasedInstallation,,,,,,Site,,,
1540,,Multi-Purpose AHTS Vessel,Delay,41.0,183111.125,ACTION,2344.2857142857147,GravityBasedInstallation,,,,,,,,,
1546,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2349.2857142857147,GravityBasedInstallation,,,,,,,,,
1547,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2350.2857142857147,GravityBasedInstallation,,,,,,,,,
1556,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2362.2857142857147,GravityBasedInstallation,,,,,,,,,
1562,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2368.2857142857147,GravityBasedInstallation,,,,,,,,,
1563,,Towing Group 1,Positioning Support,65.0,101605.83333333334,ACTION,2368.2857142857147,GravityBasedInstallation,,,,1.0,,site,,,
1570,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2376.857142857143,GravityBasedInstallation,,,,3.0,0.0,,,,
1571,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,93.57200001906313,0.0,ACTION,2376.85800002548,GravityBasedInstallation,,,,,,,,,
1572,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2376.85800002548,GravityBasedInstallation,,,,,,,,,
1574,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2396.857142857143,GravityBasedInstallation,,,,3.0,0.0,,,,
1575,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2396.857142857143,GravityBasedInstallation,,,,,,Site,,,
1579,,Multi-Purpose AHTS Vessel,Delay,16.0,71458.0,ACTION,2412.857142857143,GravityBasedInstallation,,,,,,,,,
1583,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2417.857142857143,GravityBasedInstallation,,,,,,,,,
1586,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2418.857142857143,GravityBasedInstallation,,,,,,,,,
1589,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2430.857142857143,GravityBasedInstallation,,,,,,,,,
1591,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2436.857142857143,GravityBasedInstallation,,,,,,,,,
1592,,Towing Group 1,Positioning Support,40.0,62526.66666666667,ACTION,2436.857142857143,GravityBasedInstallation,,,,1.0,,site,,,
1600,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2445.4285714285716,GravityBasedInstallation,,,,3.0,0.0,,,,
1601,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,68.57100001396975,0.0,ACTION,2445.42900003945,GravityBasedInstallation,,,,,,,,,
1602,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2445.42900003945,GravityBasedInstallation,,,,,,,,,
1621,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2465.4285714285716,GravityBasedInstallation,,,,3.0,0.0,,,,
1622,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2465.4285714285716,GravityBasedInstallation,,,,,,Site,,,
1625,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2470.4285714285716,GravityBasedInstallation,,,,,,,,,
1626,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2471.4285714285716,GravityBasedInstallation,,,,,,,,,
1632,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2483.4285714285716,GravityBasedInstallation,,,,,,,,,
1634,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2489.4285714285716,GravityBasedInstallation,,,,,,,,,
1635,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2489.4285714285716,GravityBasedInstallation,,,,1.0,,site,,,
1639,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2498.0,GravityBasedInstallation,,,,3.0,0.0,,,,
1640,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57100001071012,0.0,ACTION,2498.00000005016,GravityBasedInstallation,,,,,,,,,
1641,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2498.00000005016,GravityBasedInstallation,,,,,,,,,
1660,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2518.0,GravityBasedInstallation,,,,3.0,0.0,,,,
1661,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2518.0,GravityBasedInstallation,,,,,,Site,,,
1664,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2523.0,GravityBasedInstallation,,,,,,,,,
1667,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2524.0,GravityBasedInstallation,,,,,,,,,
1675,,Multi-Purpose AHTS Vessel,Delay,11.0,49127.375,ACTION,2535.0,GravityBasedInstallation,,,,,,,,,
1680,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2547.0,GravityBasedInstallation,,,,,,,,,
1683,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2553.0,GravityBasedInstallation,,,,,,,,,
1684,,Towing Group 1,Positioning Support,35.0,54710.833333333336,ACTION,2553.0,GravityBasedInstallation,,,,1.0,,site,,,
1690,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2561.5714285714284,GravityBasedInstallation,,,,3.0,0.0,,,,
1691,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,63.57200001295132,0.0,ACTION,2561.5720000631113,GravityBasedInstallation,,,,,,,,,
1692,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2561.5720000631113,GravityBasedInstallation,,,,,,,,,
1709,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2581.5714285714284,GravityBasedInstallation,,,,3.0,0.0,,,,
1710,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2581.5714285714284,GravityBasedInstallation,,,,,,Site,,,
1717,,Multi-Purpose AHTS Vessel,Delay,26.0,116119.25,ACTION,2607.5714285714284,GravityBasedInstallation,,,,,,,,,
1719,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2612.5714285714284,GravityBasedInstallation,,,,,,,,,
1720,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2613.5714285714284,GravityBasedInstallation,,,,,,,,,
1742,,Multi-Purpose AHTS Vessel,Delay,35.0,156314.375,ACTION,2648.5714285714284,GravityBasedInstallation,,,,,,,,,
1750,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2660.5714285714284,GravityBasedInstallation,,,,,,,,,
1757,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2666.5714285714284,GravityBasedInstallation,,,,,,,,,
1758,,Towing Group 1,Positioning Support,85.0,132869.1666666667,ACTION,2666.5714285714284,GravityBasedInstallation,,,,1.0,,site,,,
1762,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2675.142857142857,GravityBasedInstallation,,,,3.0,0.0,,,,
1763,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,113.57100002313746,0.0,ACTION,2675.143000086249,GravityBasedInstallation,,,,,,,,,
1764,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2675.143000086249,GravityBasedInstallation,,,,,,,,,
1772,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2695.142857142857,GravityBasedInstallation,,,,3.0,0.0,,,,
1773,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2695.142857142857,GravityBasedInstallation,,,,,,Site,,,
1787,,Multi-Purpose AHTS Vessel,Delay,23.0,102720.875,ACTION,2718.142857142857,GravityBasedInstallation,,,,,,,,,
1793,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2723.142857142857,GravityBasedInstallation,,,,,,,,,
1794,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2724.142857142857,GravityBasedInstallation,,,,,,,,,
1801,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2736.142857142857,GravityBasedInstallation,,,,,,,,,
1807,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2742.142857142857,GravityBasedInstallation,,,,,,,,,
1808,,Towing Group 1,Positioning Support,47.0,73468.83333333334,ACTION,2742.142857142857,GravityBasedInstallation,,,,1.0,,site,,,
1815,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2750.7142857142853,GravityBasedInstallation,,,,3.0,0.0,,,,
1817,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,75.57200001539604,0.0,ACTION,2750.715000101645,GravityBasedInstallation,,,,,,,,,
1818,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2750.715000101645,GravityBasedInstallation,,,,,,,,,
1830,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2770.7142857142853,GravityBasedInstallation,,,,3.0,0.0,,,,
1831,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2770.7142857142853,GravityBasedInstallation,,,,,,Site,,,
1845,,Multi-Purpose AHTS Vessel,Delay,35.0,156314.375,ACTION,2805.7142857142853,GravityBasedInstallation,,,,,,,,,
1850,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2810.7142857142853,GravityBasedInstallation,,,,,,,,,
1851,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2811.7142857142853,GravityBasedInstallation,,,,,,,,,
1853,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2823.7142857142853,GravityBasedInstallation,,,,,,,,,
1858,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2829.7142857142853,GravityBasedInstallation,,,,,,,,,
1859,,Towing Group 1,Positioning Support,59.0,92226.83333333334,ACTION,2829.7142857142853,GravityBasedInstallation,,,,1.0,,site,,,
1866,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2838.2857142857138,GravityBasedInstallation,,,,3.0,0.0,,,,
1867,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,87.57100001784056,0.0,ACTION,2838.2860001194854,GravityBasedInstallation,,,,,,,,,
1868,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2838.2860001194854,GravityBasedInstallation,,,,,,,,,
1881,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2858.2857142857138,GravityBasedInstallation,,,,3.0,0.0,,,,
1882,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2858.2857142857138,GravityBasedInstallation,,,,,,Site,,,
1904,,Multi-Purpose AHTS Vessel,Delay,47.0,209907.875,ACTION,2905.2857142857138,GravityBasedInstallation,,,,,,,,,
1907,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2910.2857142857138,GravityBasedInstallation,,,,,,,,,
1910,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2911.2857142857138,GravityBasedInstallation,,,,,,,,,
1915,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2923.2857142857138,GravityBasedInstallation,,,,,,,,,
1919,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2929.2857142857138,GravityBasedInstallation,,,,,,,,,
1920,,Towing Group 1,Positioning Support,71.0,110984.83333333334,ACTION,2929.2857142857138,GravityBasedInstallation,,,,1.0,,site,,,
1925,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2937.857142857142,GravityBasedInstallation,,,,3.0,0.0,,,,
1926,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,99.57200002028549,0.0,ACTION,2937.858000139771,GravityBasedInstallation,,,,,,,,,
1927,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2937.858000139771,GravityBasedInstallation,,,,,,,,,
1946,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2957.857142857142,GravityBasedInstallation,,,,3.0,0.0,,,,
1947,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,2957.857142857142,GravityBasedInstallation,,,,,,Site,,,
1952,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2962.857142857142,GravityBasedInstallation,,,,,,,,,
1953,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2963.857142857142,GravityBasedInstallation,,,,,,,,,
1963,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2975.857142857142,GravityBasedInstallation,,,,,,,,,
1967,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2981.857142857142,GravityBasedInstallation,,,,,,,,,
1968,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2981.857142857142,GravityBasedInstallation,,,,1.0,,site,,,
1973,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2990.4285714285706,GravityBasedInstallation,,,,3.0,0.0,,,,
1974,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57100001071012,0.0,ACTION,2990.429000150481,GravityBasedInstallation,,,,,,,,,
1975,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2990.429000150481,GravityBasedInstallation,,,,,,,,,
1981,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3010.4285714285706,GravityBasedInstallation,,,,3.0,0.0,,,,
1982,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,3010.4285714285706,GravityBasedInstallation,,,,,,Site,,,
2000,,Multi-Purpose AHTS Vessel,Delay,95.0,424281.875,ACTION,3105.4285714285706,GravityBasedInstallation,,,,,,,,,
2005,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3110.4285714285706,GravityBasedInstallation,,,,,,,,,
2007,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3111.4285714285706,GravityBasedInstallation,,,,,,,,,
2012,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3123.4285714285706,GravityBasedInstallation,,,,,,,,,
2016,,Multi-Purpose AHTS Vessel,Grout GBF,2.0,8932.25,ACTION,3125.4285714285706,GravityBasedInstallation,,,,,,,,,
2021,,Multi-Purpose AHTS Vessel,Delay,13.0,58059.625,ACTION,3138.4285714285706,GravityBasedInstallation,,,,,,,,,
2024,,Multi-Purpose AHTS Vessel,Grout GBF,4.0,17864.5,ACTION,3142.4285714285706,GravityBasedInstallation,,,,,,,,,
2025,,Towing Group 1,Positioning Support,132.0,206338.0,ACTION,3142.4285714285706,GravityBasedInstallation,,,,1.0,,site,,,
2029,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3150.999999999999,GravityBasedInstallation,,,,3.0,0.0,,,,
2030,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,160.57100003271262,0.0,ACTION,3151.0000001831936,GravityBasedInstallation,,,,,,,,,
2031,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3151.0000001831936,GravityBasedInstallation,,,,,,,,,
2042,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3170.999999999999,GravityBasedInstallation,,,,3.0,0.0,,,,
2043,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,3170.999999999999,GravityBasedInstallation,,,,,,Site,,,
2048,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3175.999999999999,GravityBasedInstallation,,,,,,,,,
2049,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3176.999999999999,GravityBasedInstallation,,,,,,,,,
2074,,Multi-Purpose AHTS Vessel,Delay,62.0,276899.75,ACTION,3238.999999999999,GravityBasedInstallation,,,,,,,,,
2081,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3250.999999999999,GravityBasedInstallation,,,,,,,,,
2085,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3256.999999999999,GravityBasedInstallation,,,,,,,,,
2086,,Towing Group 1,Positioning Support,86.0,134432.33333333334,ACTION,3256.999999999999,GravityBasedInstallation,,,,1.0,,site,,,
2092,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3265.5714285714275,GravityBasedInstallation,,,,3.0,0.0,,,,
2093,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,114.57200002334139,0.0,ACTION,3265.572000206535,GravityBasedInstallation,,,,,,,,,
2094,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3265.572000206535,GravityBasedInstallation,,,,,,,,,
2098,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3285.5714285714275,GravityBasedInstallation,,,,3.0,0.0,,,,
2099,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,28.57142857142844,127603.57142857085,ACTION,3285.5714285714275,GravityBasedInstallation,,,,,,Site,,,
2105,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3290.5714285714275,GravityBasedInstallation,,,,,,,,,
2106,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3291.5714285714275,GravityBasedInstallation,,,,,,,,,
2110,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3303.5714285714275,GravityBasedInstallation,,,,,,,,,
2115,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3309.5714285714275,GravityBasedInstallation,,,,,,,,,
2116,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3309.5714285714275,GravityBasedInstallation,,,,1.0,,site,,,
2117,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3318.142857142856,GravityBasedInstallation,,,,3.0,0.0,,,,
2118,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,52.57100001071012,0.0,ACTION,3318.143000217245,GravityBasedInstallation,,,,,,,,,
2119,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3318.143000217245,GravityBasedInstallation,,,,,,,,,
2128,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3338.142857142856,GravityBasedInstallation,,,,3.0,0.0,,,,
