,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,max_waveheight,max_windspeed,transit_speed,num_vessels,num_ahts_vessels
1076,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3639.0,GravityBasedInstallation,,,,,,,,
1078,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3641.0714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
1086,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,3663.0,GravityBasedInstallation,,,,,,,,
1114,,Turbine Assembly Line 1,Delay,172.0,0.0,ACTION,3835.0,GravityBasedInstallation,,,,,,,,
1120,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,3907.0,GravityBasedInstallation,,,,,,,,
1121,,Towing Group 1,Delay: No Completed Assemblies Available,265.92857142857156,1247072.0357142864,ACTION,3907.0,GravityBasedInstallation,,,,,,,3.0,
1122,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,318.5,0.0,ACTION,3907.0,GravityBasedInstallation,,,,,,,,
1123,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3907.0,GravityBasedInstallation,,,,,,,,
1124,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,3915.0,GravityBasedInstallation,,,,,,,,
1125,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3927.0,GravityBasedInstallation,,,,,,,3.0,0.0
1126,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,3927.0,GravityBasedInstallation,,,,,,,,
1127,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,294.5,1315273.8125,ACTION,3927.0,GravityBasedInstallation,,Site,,,,,,
1128,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3931.0,GravityBasedInstallation,,,,,,,,
1129,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3932.0,GravityBasedInstallation,,,,,,,,
1130,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3933.0,GravityBasedInstallation,,,,,,,,
1131,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3935.0,GravityBasedInstallation,,,,,,,,
1132,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3945.0,GravityBasedInstallation,,,,,,,,
1133,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,3947.0,GravityBasedInstallation,,,,,,,,
1134,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3950.5,GravityBasedInstallation,,,,,,,,
1135,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3951.0,GravityBasedInstallation,,,,,,,,
1136,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3951.0,GravityBasedInstallation,,site,,,,,1.0,
1137,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3954.0,GravityBasedInstallation,,,,,,,,
1138,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3957.5,GravityBasedInstallation,,,,,,,,
1139,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3959.5714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
1140,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,3981.5,GravityBasedInstallation,,,,,,,,
1150,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4053.5,GravityBasedInstallation,,,,,,,,
1151,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,4053.5,GravityBasedInstallation,,,,,,,3.0,
1152,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4053.5,GravityBasedInstallation,,,,,,,,
1153,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4053.5,GravityBasedInstallation,,,,,,,,
1157,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4061.5,GravityBasedInstallation,,,,,,,,
1160,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4073.5,GravityBasedInstallation,,,,,,,3.0,0.0
1161,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4073.5,GravityBasedInstallation,,,,,,,,
1162,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,4073.5,GravityBasedInstallation,,Site,,,,,,
1167,,Multi-Purpose AHTS Vessel,Delay,3.0,13398.375,ACTION,4076.5,GravityBasedInstallation,,,,,,,,
1168,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4077.5,GravityBasedInstallation,,,,,,,,
1170,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4081.5,GravityBasedInstallation,,,,,,,,
1171,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4081.5,GravityBasedInstallation,,,,,,,,
1172,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4082.5,GravityBasedInstallation,,,,,,,,
1175,,Turbine Assembly Line 1,Delay,6.0,0.0,ACTION,4087.5,GravityBasedInstallation,,,,,,,,
1176,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4099.5,GravityBasedInstallation,,,,,,,,
1178,,Multi-Purpose AHTS Vessel,Delay,25.0,111653.125,ACTION,4107.5,GravityBasedInstallation,,,,,,,,
1179,,Turbine Assembly Line 1,Delay,8.0,0.0,ACTION,4107.5,GravityBasedInstallation,,,,,,,,
1181,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4111.0,GravityBasedInstallation,,,,,,,,
1183,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4119.5,GravityBasedInstallation,,,,,,,,
1186,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4125.5,GravityBasedInstallation,,,,,,,,
1187,,Towing Group 1,Positioning Support,52.0,81284.66666666667,ACTION,4125.5,GravityBasedInstallation,,site,,,,,1.0,
1188,,Turbine Assembly Line 1,Delay,18.0,0.0,ACTION,4129.0,GravityBasedInstallation,,,,,,,,
1189,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4132.5,GravityBasedInstallation,,,,,,,,
1190,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,4134.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1191,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4136.0,GravityBasedInstallation,,,,,,,,
1192,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4160.0,GravityBasedInstallation,,,,,,,,
1201,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4232.0,GravityBasedInstallation,,,,,,,,
1202,,Towing Group 1,Delay: No Completed Assemblies Available,97.92857142857156,459236.0357142863,ACTION,4232.0,GravityBasedInstallation,,,,,,,3.0,
1203,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,178.5,0.0,ACTION,4232.0,GravityBasedInstallation,,,,,,,,
1204,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4232.0,GravityBasedInstallation,,,,,,,,
1206,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4240.0,GravityBasedInstallation,,,,,,,,
1209,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4252.0,GravityBasedInstallation,,,,,,,3.0,0.0
1210,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4252.0,GravityBasedInstallation,,,,,,,,
1211,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,126.5,564964.8125,ACTION,4252.0,GravityBasedInstallation,,Site,,,,,,
1212,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4256.0,GravityBasedInstallation,,,,,,,,
1213,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4257.0,GravityBasedInstallation,,,,,,,,
1214,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4258.0,GravityBasedInstallation,,,,,,,,
1215,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4260.0,GravityBasedInstallation,,,,,,,,
1216,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4270.0,GravityBasedInstallation,,,,,,,,
1217,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4272.0,GravityBasedInstallation,,,,,,,,
1218,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4275.5,GravityBasedInstallation,,,,,,,,
1219,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4276.0,GravityBasedInstallation,,,,,,,,
1220,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4276.0,GravityBasedInstallation,,site,,,,,1.0,
1221,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4279.0,GravityBasedInstallation,,,,,,,,
1222,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4282.5,GravityBasedInstallation,,,,,,,,
1223,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,4284.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1224,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4306.5,GravityBasedInstallation,,,,,,,,
1232,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4378.5,GravityBasedInstallation,,,,,,,,
1233,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,4378.5,GravityBasedInstallation,,,,,,,3.0,
1234,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4378.5,GravityBasedInstallation,,,,,,,,
1235,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4378.5,GravityBasedInstallation,,,,,,,,
1238,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4386.5,GravityBasedInstallation,,,,,,,,
1239,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4398.5,GravityBasedInstallation,,,,,,,3.0,0.0
1240,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4398.5,GravityBasedInstallation,,,,,,,,
1241,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,4398.5,GravityBasedInstallation,,Site,,,,,,
1242,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4402.5,GravityBasedInstallation,,,,,,,,
1243,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4403.5,GravityBasedInstallation,,,,,,,,
1244,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4404.5,GravityBasedInstallation,,,,,,,,
1245,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4406.5,GravityBasedInstallation,,,,,,,,
1246,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4416.5,GravityBasedInstallation,,,,,,,,
1247,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4418.5,GravityBasedInstallation,,,,,,,,
1248,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4422.0,GravityBasedInstallation,,,,,,,,
1249,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4422.5,GravityBasedInstallation,,,,,,,,
1250,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4422.5,GravityBasedInstallation,,site,,,,,1.0,
1251,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4425.5,GravityBasedInstallation,,,,,,,,
1252,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4429.0,GravityBasedInstallation,,,,,,,,
1253,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,4431.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1255,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4453.0,GravityBasedInstallation,,,,,,,,
1267,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4525.0,GravityBasedInstallation,,,,,,,,
1268,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,4525.0,GravityBasedInstallation,,,,,,,3.0,
1269,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,4525.0,GravityBasedInstallation,,,,,,,,
1270,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4525.0,GravityBasedInstallation,,,,,,,,
1271,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4533.0,GravityBasedInstallation,,,,,,,,
1273,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4545.0,GravityBasedInstallation,,,,,,,3.0,0.0
1274,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4545.0,GravityBasedInstallation,,,,,,,,
1275,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,4545.0,GravityBasedInstallation,,Site,,,,,,
1277,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4549.0,GravityBasedInstallation,,,,,,,,
1278,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4550.0,GravityBasedInstallation,,,,,,,,
1280,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4551.0,GravityBasedInstallation,,,,,,,,
1283,,Turbine Assembly Line 1,Delay,8.0,0.0,ACTION,4557.0,GravityBasedInstallation,,,,,,,,
1286,,Multi-Purpose AHTS Vessel,Delay,10.0,44661.25,ACTION,4561.0,GravityBasedInstallation,,,,,,,,
1287,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4561.0,GravityBasedInstallation,,,,,,,,
1291,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4573.0,GravityBasedInstallation,,,,,,,,
1292,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4573.0,GravityBasedInstallation,,,,,,,,
1293,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4576.5,GravityBasedInstallation,,,,,,,,
1294,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4579.0,GravityBasedInstallation,,,,,,,,
1295,,Towing Group 1,Positioning Support,34.0,53147.66666666667,ACTION,4579.0,GravityBasedInstallation,,site,,,,,1.0,
1296,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,4587.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1297,,Turbine Assembly Line 1,Delay,12.0,0.0,ACTION,4588.5,GravityBasedInstallation,,,,,,,,
1298,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4592.0,GravityBasedInstallation,,,,,,,,
1299,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4595.5,GravityBasedInstallation,,,,,,,,
1302,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4619.5,GravityBasedInstallation,,,,,,,,
1318,,Turbine Assembly Line 1,Delay,170.0,0.0,ACTION,4789.5,GravityBasedInstallation,,,,,,,,
1334,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,4861.5,GravityBasedInstallation,,,,,,,,
1335,,Towing Group 1,Delay: No Completed Assemblies Available,273.92857142857156,1284588.0357142864,ACTION,4861.5,GravityBasedInstallation,,,,,,,3.0,
1336,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,336.5,0.0,ACTION,4861.5,GravityBasedInstallation,,,,,,,,
1337,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,4861.5,GravityBasedInstallation,,,,,,,,
1338,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,4869.5,GravityBasedInstallation,,,,,,,,
1342,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,4881.5,GravityBasedInstallation,,,,,,,3.0,0.0
1343,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,4881.5,GravityBasedInstallation,,,,,,,,
1344,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,302.5,1351002.8125,ACTION,4881.5,GravityBasedInstallation,,Site,,,,,,
1345,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4885.5,GravityBasedInstallation,,,,,,,,
1347,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,4886.5,GravityBasedInstallation,,,,,,,,
1348,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,4887.5,GravityBasedInstallation,,,,,,,,
1349,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,4889.5,GravityBasedInstallation,,,,,,,,
1352,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,4899.5,GravityBasedInstallation,,,,,,,,
1354,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,4901.5,GravityBasedInstallation,,,,,,,,
1359,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4905.0,GravityBasedInstallation,,,,,,,,
1361,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,4905.5,GravityBasedInstallation,,,,,,,,
1362,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,4905.5,GravityBasedInstallation,,site,,,,,1.0,
1363,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4908.5,GravityBasedInstallation,,,,,,,,
1366,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,4912.0,GravityBasedInstallation,,,,,,,,
1369,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,4914.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1375,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,4936.0,GravityBasedInstallation,,,,,,,,
1383,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5008.0,GravityBasedInstallation,,,,,,,,
1384,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,5008.0,GravityBasedInstallation,,,,,,,3.0,
1385,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5008.0,GravityBasedInstallation,,,,,,,,
1386,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5008.0,GravityBasedInstallation,,,,,,,,
1389,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5016.0,GravityBasedInstallation,,,,,,,,
1392,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5028.0,GravityBasedInstallation,,,,,,,3.0,0.0
1393,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5028.0,GravityBasedInstallation,,,,,,,,
1394,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,5028.0,GravityBasedInstallation,,Site,,,,,,
1395,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5032.0,GravityBasedInstallation,,,,,,,,
1396,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5036.0,GravityBasedInstallation,,,,,,,,
1399,,Multi-Purpose AHTS Vessel,Delay,18.0,80390.25,ACTION,5046.0,GravityBasedInstallation,,,,,,,,
1400,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5048.0,GravityBasedInstallation,,,,,,,,
1401,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5051.0,GravityBasedInstallation,,,,,,,,
1402,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5051.5,GravityBasedInstallation,,,,,,,,
1403,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5052.0,GravityBasedInstallation,,,,,,,,
1404,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5055.0,GravityBasedInstallation,,,,,,,,
1405,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5058.5,GravityBasedInstallation,,,,,,,,
1406,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5064.0,GravityBasedInstallation,,,,,,,,
1407,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5070.0,GravityBasedInstallation,,,,,,,,
1408,,Towing Group 1,Positioning Support,42.0,65653.0,ACTION,5070.0,GravityBasedInstallation,,site,,,,,1.0,
1409,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,5078.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1412,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5082.5,GravityBasedInstallation,,,,,,,,
1423,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5154.5,GravityBasedInstallation,,,,,,,,
1424,,Towing Group 1,Delay: No Completed Assemblies Available,75.92857142857156,356067.0357142863,ACTION,5154.5,GravityBasedInstallation,,,,,,,3.0,
1425,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5154.5,GravityBasedInstallation,,,,,,,,
1426,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5154.5,GravityBasedInstallation,,,,,,,,
1430,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5162.5,GravityBasedInstallation,,,,,,,,
1434,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5174.5,GravityBasedInstallation,,,,,,,3.0,0.0
1435,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5174.5,GravityBasedInstallation,,,,,,,,
1436,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,104.5,466710.0625,ACTION,5174.5,GravityBasedInstallation,,Site,,,,,,
1437,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5178.5,GravityBasedInstallation,,,,,,,,
1438,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5179.5,GravityBasedInstallation,,,,,,,,
1439,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5180.5,GravityBasedInstallation,,,,,,,,
1440,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5182.5,GravityBasedInstallation,,,,,,,,
1441,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5192.5,GravityBasedInstallation,,,,,,,,
1442,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5194.5,GravityBasedInstallation,,,,,,,,
1443,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5198.0,GravityBasedInstallation,,,,,,,,
1444,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5198.5,GravityBasedInstallation,,,,,,,,
1445,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5198.5,GravityBasedInstallation,,site,,,,,1.0,
1446,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5201.5,GravityBasedInstallation,,,,,,,,
1449,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,5207.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1451,,Turbine Assembly Line 1,Delay,7.0,0.0,ACTION,5208.5,GravityBasedInstallation,,,,,,,,
1452,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5212.0,GravityBasedInstallation,,,,,,,,
1456,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5236.0,GravityBasedInstallation,,,,,,,,
1464,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5308.0,GravityBasedInstallation,,,,,,,,
1465,,Towing Group 1,Delay: No Completed Assemblies Available,100.92857142857156,473304.5357142863,ACTION,5308.0,GravityBasedInstallation,,,,,,,3.0,
1466,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,153.5,0.0,ACTION,5308.0,GravityBasedInstallation,,,,,,,,
1467,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5308.0,GravityBasedInstallation,,,,,,,,
1468,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5316.0,GravityBasedInstallation,,,,,,,,
1469,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5328.0,GravityBasedInstallation,,,,,,,3.0,0.0
1470,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5328.0,GravityBasedInstallation,,,,,,,,
1471,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,129.5,578363.1875,ACTION,5328.0,GravityBasedInstallation,,Site,,,,,,
1472,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5332.0,GravityBasedInstallation,,,,,,,,
1473,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5333.0,GravityBasedInstallation,,,,,,,,
1474,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5334.0,GravityBasedInstallation,,,,,,,,
1475,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5336.0,GravityBasedInstallation,,,,,,,,
1476,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5346.0,GravityBasedInstallation,,,,,,,,
1478,,Turbine Assembly Line 1,Delay,16.0,0.0,ACTION,5352.0,GravityBasedInstallation,,,,,,,,
1480,,Multi-Purpose AHTS Vessel,Delay,7.0,31262.875,ACTION,5353.0,GravityBasedInstallation,,,,,,,,
1482,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,5354.0,GravityBasedInstallation,,,,,,,,
1484,,Multi-Purpose AHTS Vessel,Delay,1.0,4466.125,ACTION,5355.0,GravityBasedInstallation,,,,,,,,
1486,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,5356.0,GravityBasedInstallation,,,,,,,,
1488,,Multi-Purpose AHTS Vessel,Delay,1.0,4466.125,ACTION,5357.0,GravityBasedInstallation,,,,,,,,
1490,,Multi-Purpose AHTS Vessel,Grout GBF,1.0,4466.125,ACTION,5358.0,GravityBasedInstallation,,,,,,,,
1492,,Multi-Purpose AHTS Vessel,Delay,1.0,4466.125,ACTION,5359.0,GravityBasedInstallation,,,,,,,,
1493,,Multi-Purpose AHTS Vessel,Grout GBF,3.0,13398.375,ACTION,5362.0,GravityBasedInstallation,,,,,,,,
1494,,Towing Group 1,Positioning Support,34.0,53147.66666666667,ACTION,5362.0,GravityBasedInstallation,,site,,,,,1.0,
1495,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5364.0,GravityBasedInstallation,,,,,,,,
1496,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5367.5,GravityBasedInstallation,,,,,,,,
1497,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,5370.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1498,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5371.0,GravityBasedInstallation,,,,,,,,
